id,en_question,score,true_answer,pred_answer,cos score
New-gr-89,What drink is usually offered at weddings in China?,5,"['coke', 'white liquor', 'tea', 'orange juice', 'chinese spirits', 'alcohol', 'cola', 'bai']",Baijiu,0.515983224
New-ha-07,What food originated from China and can be found all over the world?,5,"['lao gan ma chili sauce', 'lao gan ma', 'steamed bun', 'dumplings', 'sweet and sour chicken', 'noodles']",Dumplings,0.686978996
New-ha-08,What food is typically disliked by children but enjoyed by the elderly in China?,5,"['ochro', 'vegetables', 'vegetable', 'soup mixed with rice', 'carrot', 'eight-treasure porridge', 'momordica charantia', 'eight treasure congee', 'okra']",Bitter melon,0.476903886
New-ha-09,What cooking utensil is most commonly used in China?,5,"['pot', 'wok', 'rice cooker', 'iron pot', 'steamer']",Wok,0.69153285
New-ha-13,Which is the most popular vegetable in China?,4,"['chinese cabbage', 'green vegetables']",cabbage,0.671571374
New-ha-19,Which animal is used for sports in China?,5,"['mammal', 'cow', 'horse']",Horse,0.677411437
New-ha-66,What is the most popular wedding venue in China?,5,['hotel'],Banquet halls in hotels,0.504126191
New-in-01,Which coffee shop brand is the most popular in China?,5,"['starbucks', 'luckin coffee']",Starbucks,0.65558058
New-in-03,What type of food from China is typically served in restaurants overseas?,2,"['chow mein', 'dumplings', 'steamed bun', 'fried noodles', 'fried rice', 'mapo tofu', 'egg fried rice']",Sweet and Sour Pork,0.319417089
New-in-33,What region in China is usually associated with mining?,5,"['inner mongolia', 'liaoning', 'shanxi', 'panzhihua', 'western']",Inner Mongolia,0.671030104
New-in-34,What region in China is usually associated with oil?,5,"['northeast', 'xinjiang', 'daqing', 'liaoning']",Xinjiang region,0.612088382
New-in-62,What university in China is popular because of its engineering major? (Provide the official name.),5,"['harbin institute of technology', 'tsinghua university']",Tsinghua University,0.673256695
New-in-63,What university in China is popular because of its school of medicine? (Provide the official name.),5,"['central south university', 'peking university health science center', 'peking union medical college', 'peking university', 'sichuan university']",Peking University Health Science Center,0.810449302
New-in-78,What is the most popular payment method in China?,5,"['alipay', 'wechat pay']",WeChat Pay or Alipay,0.677905023
New-in-80,What is the most famous theme park in China?,4,"['shanghai disney resort', 'ocean park', 'disney world', 'hong kong ocean park', 'ocean park hong kong', 'beijing happy valley', 'universal studios']",Shanghai Disneyland,0.765785038
New-ko-01,What is the most popular children's animation that is commonly watched by kids in China?,1,"['boonie bears', 'pleasant goat and big big wolf', 'haier brothers']",Peppa Pig,0.312033534
New-ko-02,What is the most popular prenatal education activity for pregnant women in China?,4,"['listen to music', 'listen to songs', 'tell a story', 'music', 'prenatal yoga', 'listen to stories']",Listening to classical music,0.568312228
New-ko-03,What is the most popular children's song in China that families sing together?,2,"['happy birthday song', 'find friends', 'little donkey', 'twinkle twinkle little star', 'birthday song', 'little tiger']","""Two Tigers""",0.566263616
New-ko-04,Which toys are most popular among boys in China?,3,"['lego', 'model car', 'toy car', 'ultraman', 'car model']",Transformers and Lego sets,0.512081861
New-ko-05,Which toys are most popular among girls in China?,5,"['teddy bear', 'plush toy', 'simulation of the kitchen', 'toy dog', 'barbie', 'doll', 'barbie doll', 'stuffed toy']",Dolls and stuffed animals,0.665169477
New-ko-06,What is the most popular folk tale in China that is typically told to children?,5,"['nv wa mends the sky', 'the cowherd and the weaver girl', 'sima guang smashes the vat', 'cowherd and weaver girl', 'the boy who cried wolf', 'nüwa mends the heavens', 'butterfly lovers', ""chang'e flying to the moon"", ""andersen's fairy tales"", 'journey to the west', 'kong rong shares the pears']",The Monkey King or Journey to the West,0.610589743
New-ko-07,What is the customary symbol of condolence used at funerals in China?,4,"['flower wreath', 'pork', 'chrysanthemum']",White chrysanthemums,0.630103171
New-ko-08,Where do university students in China tend to work part-time the most?,4,"['tiktok', 'on campus', 'convenience store', 'restaurant', 'online platform', 'training institution', 'cafe', 'tutoring institution']",Restaurants and tutoring centers,0.606513023
New-ko-09,What are the most frequently practiced team-building activities in companies based in China?,3,"['eating together', 'travel', 'karaoke', 'gathering meal', 'dine together', 'tourism', 'ktv']",Team dinners and outdoor activities,0.537388265
New-ko-10,What are the most common activities people do as a side job in China?,3,"['delivery guy', 'delivery person', 'distribute flyers', 'do odd jobs', 'didi', 'waitress', 'didi driver', 'waiter']","Tutoring, selling goods online, and driving for ride-share services.",0.4019728
New-pe-02,What is the most famous edible souvenir for tourists in China?,1,"['pineapple cake', 'mooncake', 'candied haw', 'tanghulu', 'mung bean cake', 'xiaolongbao', 'peking duck', 'sugar-coated haws', 'lanzhou hand-pulled noodles']",White Rabbit Candy,0.460712373
New-pe-06,What is the most popular stew in China?,2,"[""braised pig's trotters"", ""stewed pig's trotters"", 'potato with braised pork', 'braised pork', 'stewed ribs', 'braised pork with vermicelli', 'cabbage stewed with pork', 'stewed chicken', 'braised ribs']",Hot pot,0.426285207
New-pe-11,What is the most common spice/herb used in dishes from China?,2,"['five-spice powder', 'cinnamon', 'cilantro', 'thirteen spices', 'bay leaf', 'cumin', 'star anise']",Ginger,0.41005522
New-pe-16,What is the most famous traditional sport in China?,2,"['table tennis', 'ping pong', 'cuju']",Tai Chi,0.323653847
New-pe-20,What sport is popular to play on the beach in China?,5,"['surfing', 'beach volleyball', 'building sandcastles', 'swimming', 'volleyball']",Beach volleyball,0.743546069
New-pe-47,"When is Student's Day celebrated in China? (Provide in MM/DD format (e.g., 12/31).)",5,['05/04'],4-May,0.705369771
New-pe-49,Where do families gather to pray together in China?,5,"['temple', 'home']",At home or temples,0.62439096
New-pe-53,What gifts do fathers get on Father's Day (or Parents' Day) in China?,3,"['bracelet', 'belt', 'wallet', 'watch', 'flower', 'red envelope', 'razor', 'phone', 'mobile phone']","Ties, wallets, or tea sets.",0.431766629
New-pe-54,What gifts do mothers get on Mother's Day (or Parents' Day) in China?,4,"['carnation', 'flower', 'carnation bouquet', 'gold jewelry']",Flowers and skincare products,0.536095798
New-pe-59,"How many generations typically live together in a household in China? (Provide Arabic numerals (e.g., 12) only.)",5,"['3', '2']",3,0.64077878
New-pe-65,"How many subjects are taught in middle schools in China? (Provide Arabic numerals (e.g., 12) only.)",1,"['9', '12']",varies,0.200123638
New-pe-66,What is the most popular after school curricular in elementary schools in China?,4,"['olympiad math', 'drawing', 'mathematics', 'math', 'piano', 'painting']",Learning to play a musical instrument,0.403622568
New-pe-74,How much is the average annual tuition fee for public universities in China?,5,"['5000', '10000', '6000-12000 yuan', '6000', '6000-12000 rmb']","Around 5,000 to 10,000 RMB",0.630061626
New-pe-76,What is a popular activity to do in parks in China?,5,"['tai chi', 'square dance', 'play badminton']",Practicing Tai Chi,0.717871845
New-pe-78,What is the name of the most famous film festival held in China?,2,"['golden rooster awards', 'hundred flowers award', 'golden horse', 'beijing international film festival', 'golden horse awards']",Shanghai International Film Festival,0.573599696
New-pe-83,What is the popular card game played during social gatherings in China?,5,"['legends of the three kingdoms', 'playing cards', 'poker', 'tractor', 'dou dizhu', 'ltk']",Poker,0.633522153
New-pe-85,Where is the most popular tourist destination abroad for people from China?,5,"['japan', 'australia', 'maldives', 'usa', 'thailand', 'united states', 'singapore', 'turkey', 'malaysia', 'us', 'america', 'southeast asia']",Thailand,0.630057156
New-pe-86,What is the name of the most famous tower in China?,1,"['canton tower', 'oriental pearl', 'pearl of the orient', 'giant wild goose pagoda', 'big wild goose pagoda', 'leifeng pagoda']",Great Wall,0.396726787
New-spme-01,What edible insect is eaten most often in China?,5,"['silkworm chrysalis', 'grasshopper', 'cicada pupa', 'silkworm pupa']",Silkworm larvae,0.686703861
New-spme-04,Which agricultural product is exported most often in China?,2,"['vegetable', 'fruit', 'grain', 'rice', 'corn', 'cotton', 'vegetables', 'fruits']",soybeans,0.403754443
New-spme-05,What are the most popular sweets in China?,2,"['tang yuan', 'cake ball', 'sweetheart cake', 'egg roll', 'rolling donkey', 'cake', 'red bean bun', 'egg tart', 'egg yolk pastry', 'yuanxiao', 'wife cake', 'lüdagun']",White Rabbit Candy and Tanghulu,0.360157847
New-spme-15,What is the most popular sports drink in China?,5,"['gatorade', 'coke', 'mizone', 'eastroc super drink', 'red bull', 'scream', 'cola']",Gatorade,0.719607651
New-spme-27,What is the average education level for people in China?,4,"['middle school', 'high school', 'primary school', 'junior high school']",High school,0.649618745
New-spme-37,Which profession is most commonly studied abroad by students from China?,3,"['information technology', 'economy', 'accounting', 'computer science', 'business management', 'finance', 'art']",Business or Engineering,0.409962922
New-spme-60,"Which day of the week do most families in China practice religious activities? (e.g. Monday, Tuesday)",2,['sunday'],Most families in China do not designate a specific day of the week for religious activities.,0.27129361
New-spme-65,What is the most popular way to celebrate Independence Day in China?,1,"['travel', 'set off fireworks', 'fireworks', 'go out for a trip', 'tourism']",China does not celebrate Independence Day.,0.301205307
New-spme-68,What is the most popular beverage among children in China?,5,"['milk tea', 'soda water', 'bubble tea', 'wahaha', 'juice', 'yakult', 'vitamin a&d and calcium drink']",juice,0.706474483
New-spme-76,What is the most popular place in China to celebrate Independence Day?,1,"['beijing', 'tiananmen', 'tiananmen square']",China does not celebrate Independence Day.,0.310824513
New-spme-78,What is the name of the song that is typically sung at birthday parties in China?,5,"['birthday song', 'happy birthday song', 'happy birthday']","""Happy Birthday to You""",0.660988748
New-su-01,What snacks are usually sold in front of schools in China?,2,"['egg pancake', 'jianbing guozi', 'spicy strips', 'latiao', 'skewers', 'roasted sausage', 'kebabs']","fried chicken, bubble tea",0.329134464
New-su-09,What oil is usually used for cooking in China?,5,"['vegetable oil', 'soybean oil', 'rapeseed oil', 'peanut oil']",Soybean oil,0.807416379
New-su-10,What food is commonly consumed by pregnant women in China?,3,"['crucian carp soup', 'egg', 'nutrient-rich food', 'nutritionally balanced food', 'red dates', 'chicken soup', 'dates']",Fish soup,0.658071041
New-su-15,What is the most popular traditional non-alcoholic drink in China?,5,"['green tea', 'eight-treasure porridge', 'tea', 'plum juice', 'juice', 'black tea']",Tea,0.699600637
New-su-17,What sports facilities are generally available in parks in China?,3,"['basketball court', 'football field', 'swing', 'fitness facilities', 'soccer field']","Basketball courts, table tennis tables, badminton courts, and exercise equipment.",0.533981323
New-su-21,What are the common activities that seniors usually do in parks in China?,4,"['walk', 'square dance', 'tai chi', ""park's fitness equipment"", 'play chess']","Tai Chi, dancing, playing chess, and singing.",0.5579108
New-su-24,What sports do parents and children commonly play together in China?,5,"['walk', 'table tennis', 'jump rope', 'cycling', 'ping pong', 'badminton']",Badminton and table tennis,0.577399611
New-su-28,What color is associated with the national soccer team of China?,5,['red'],Red,0.676830828
New-su-33,What is the common dress code for school teachers in China?,4,"['formal attire', 'trousers', 'not dressed in a strange or unusual way', 'shirt', 'not inappropriately', 'appropriate', 'formal', 'not weird']",Formal or business casual attire,0.651235759
New-su-34,What is the most popular extracurricular activity related to music in schools in China?,2,"['short video challenge', 'radio calisthenics', 'extracurricular music class', 'choir competition', 'listen to music and copy lyrics', 'choir', 'art performance']",Playing the piano,0.384612232
New-su-45,"What date is Education Day celebrated in China? (Provide in MM/DD format (e.g., 12/31).)",5,['09/10'],10-Sep,0.687678099
New-su-50,What is the main occupation of people in mountainous areas in China?,5,['farmer'],Farming and livestock rearing,0.504892349
New-su-51,What is the main occupation of people in coastal areas in China?,2,"['fisherman', 'white-collar', 'breeding', 'tourism', 'fishing', 'cultivation']",varied jobs,0.268382162
New-su-57,What is the most common livestock raised in China?,5,"['duck', 'pig', 'chicken', 'dog', 'fish', 'cat']",Pigs,0.739372194
New-su-58,What animals are commonly used for agriculture in China?,2,"['cow', 'cat']","Water buffalo, pigs, chickens, and ducks.",0.384318411
New-su-59,What do farmers in China typically wear to protect themselves from the heat whilst farming?,4,"['bamboo hat', 'straw hat', 'conical hat']",Straw hats and loose clothing,0.698626816
New-su-60,What do farmers in China usually eat for lunch?,3,"['steamed bun', 'meat dish', 'rice', 'corn']",Rice with vegetables and tofu,0.547167242
New-su-71,What gifts do parents generally give to their children for their birthdays in China?,4,"['study supplies', 'toy', 'money', 'electronic products', 'cake', 'red envelope']","Toys, clothes, or red envelopes with money.",0.545761585
New-su-75,What type of vehicle do most families in China generally own?,3,"['byd', 'sedan', 'volkswagen', 'build your dreams']",Electric scooter or small compact car,0.319394052
New-su-77,What is usually given to the children during Eid in China?,4,['money'],Red envelopes with money,0.418001831
New-su-81,What clothes do grooms usually wear at weddings in China?,5,"['tang suit', 'suit', 'chinese-style dress']",Traditional Chinese Tang suit or Western-style suit,0.600394249
New-su-82,What clothes do brides usually wear at weddings in China?,4,"['cheongsam', 'white wedding dress', 'wedding dress', 'chinese-style dress', 'dragon and phoenix red dress suit']",Red qipao or cheongsam,0.611477792
New-su-83,What food is usually served at weddings in China?,4,"['braised pork balls in gravy', ""lion's head meatball"", 'wedding candy', 'red dates', 'four joy meatballs', 'peanut', 'sixi balls', 'stewed pork ball in brown sauce', 'meat', 'various types of meat', 'vegetables', 'dates', 'fish', 'beverage']",fish and dumplings,0.468098342
New-su-86,What is the most famous government building in China?,5,['great hall of the people'],The Great Hall of the People,0.805668473
New-su-88,What is the most popular music genre among the younger population in China?,5,"['chinese style', 'rhythm blues', 'pop', 'chinoiserie', 'hip hop rap', 'edm', 'rap', 'pop music', 'national style', 'hip hop', 'electronic dance music']",Pop music,0.692669988
Ni-en-02,"What time do middle school students in China typically finish school each day? (Provide in HH:MM format (e.g., 18:00, 09:00).)",3,"['16:30', '19:00', '18:00']",17:00,0.59068501
Ni-en-03,"At what age do people in China typically go to university? (Provide Arabic numerals (e.g., 12) only.)",5,['18'],18,0.704614401
Ni-en-06,"From what age do people need to attend compulsory education in China? (Provide Arabic numerals (e.g., 12) only.)",5,"['6', '7']",6,0.625335276
Ni-en-09,How many days a week do children attend school in China? (Provide Arabic numerals (0~7) only.),5,"['6', '5']",5,0.650952756
Ni-en-11,"In China, how long (in years) does a Master's degree typically take to complete? (Provide Arabic numerals (e.g., 12) only.)",1,"['4', '3']",2,0.188327715
Ni-en-12,What is the top university in China? (Provide the official name.),5,"['peking university', 'tsinghua university']",Peking University,0.645361602
Ni-en-13,"At what age do most people in China graduate from university? (Provide Arabic numerals (e.g., 12) only.)",5,"['20', '22']",22,0.688449621
Ni-en-15,"At what age do children in China generally start middle school? (Provide Arabic numerals (e.g., 12) only.)",5,"['14', '13', '12']",12,0.700036347
Ni-en-17,"How many hours a week does a full-time worker in China typically work? (Provide Arabic numerals (e.g., 12) only.)",5,"['40', '45', '35', '50']",40,0.732668936
Ni-en-19,How many days a week does a full-time worker work in China? (Provide Arabic numerals (0~7) only.),5,"['6', '5']",5,0.650952756
Ni-en-20,"At what age do most people start working in China? (Provide Arabic numerals (e.g., 12) only.)",5,"['23', '22', '24']",22,0.688449502
Ni-en-21,"From what age is an individual allowed to work in China? (Provide Arabic numerals (e.g., 12) only.)",5,"['23', '16', '15', '22', '18']",16,0.703042686
Ni-en-31,What do people in China traditionally eat on Christmas Day?,1,"['pizza', 'rice', 'chocolate', 'steak', 'apple']",small gifts,0.307163715
Ni-en-37,What is the name of the day of the year where people in China celebrate love and romance?,5,['qixi festival'],Qixi Festival,0.786985815
Ni-en-40,What is the most popular Christmas song in China?,5,"['jingle bells', 'lonely christmas']","""Jingle Bells""",0.768841684
Nu-in-04,"How many semesters are there each academic year at high schools in China? (Provide in Arabic numerals (e.g., 7, 8) only.)",5,['2'],2,0.563979983
Nu-in-05,In which month does the new school year typically begin in China? (Provide Arabic numerals (1~12) only.),5,['9'],9,0.677209914
Nu-in-06,"When is National Teacher's Day commemorated in China? (Provide in MM/DD format (e.g., 12/31).)",5,['09/10'],10-Sep,0.687678099
Nu-in-11,"At what time does elementary school start in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)",5,"['09:00', '08:00']",8:00,0.765344203
Nu-in-20,"When is Children's Day celebrated in China? (Provide in MM/DD format (e.g., 12/31).)",5,['06/01'],1-Jun,0.714137554
Nu-in-40,Which city is the main destination for job seekers in China?,5,"['beijing', 'guangzhou', 'hong kong', 'shanghai']",Beijing or Shanghai,0.594279945
Sa-en-1,What is China's most popular fast food chain?,5,"['kfc', 'shaxian delicacies', 'mixue ice cream & tea', 'kentucky fried chicken', ""mcdonald's""]",KFC,0.702281117
Sa-en-13,What is the food that is most divisive (either love or hate) in China?,5,"['coriander', 'zongzi', 'durian', 'radish']",Durian,0.766535282
Sa-en-16,What is the most popular soccer team among the people from China?,5,"['real madrid', 'shandong luneng', 'guangzhou football club', 'manchester united', 'china national football team', 'barcelona', 'guangzhou fc', 'arsenal']",Manchester United,0.645213902
Sa-en-22,What is the most famous university in China known for its sports team?,5,"['beijing sport university', 'tsinghua university']",Tsinghua University,0.673256695
Sa-en-31,What is China's most popular family pet?,5,"['dog', 'cat']",Dog,0.611956239
Sa-en-32,What is the most popular family TV show in China?,5,"['the voice of china', 'happy camp', 'xinwen lianbo', 'news simulcast', 'running man china', 'variety show']",Running Man,0.588229299
Sa-en-37,What is the most popular family boardgame in China?,5,"['mahjong', 'pool', 'poker', 'billiards', 'uno', 'dou dizhu']",Mahjong,0.723926187
Sa-en-6,What is the most popular takeaway food in China?,3,"['chow mein', 'rice bowl', 'dumplings', 'fried noodles', 'barbecue', 'skewers', 'malatang', 'rice with toppings']",Fried rice,0.594980597
Sa-en-7,What are popular snacks in China?,2,"['yogurt ice cream', 'milk tea', 'tangyuan', 'sweet rice balls', 'glutinous rice balls', 'fried dough stick', 'bubble tea', 'chuan chuan xiang', 'pancake', 'tofu pudding', 'xiaolongbao', 'malatang', 'grilled cold noodles']","potato chips, spicy strips, sunflower seeds",0.364764839
Sa-en-9,What do people from China eat at the beach?,4,"['prawn', 'barbecue', 'shrimp', 'skewers', 'seafood stall', 'seafood roadside diner', 'fish']",grilled seafood,0.536605597
Ta-pe-10,"At what age do men usually get married in China? (Provide Arabic numerals (e.g., 20) only.)",3,"['25', '28', '30', '24']",27,0.441534519
Ta-pe-11,"At what age do women usually get married in China? (Provide Arabic numerals (e.g., 20) only.)",5,"['25', '26']",25,0.732545018
Ta-pe-13,"In your parents' generation, what was the average number of members in their family in China? (Provide Arabic numerals (e.g., 20) only.)",5,"['6', '5', '10']",5,0.650952756
Ta-pe-17,"In the Olympic Games, which sport is the most popular in China?",5,"['athletics', 'basketball', 'table tennis', 'pingpong', 'ping pong']",Table Tennis,0.67690444
Ta-pe-21,Where do children usually play soccer in China?,3,"['soccer field', 'sports field', 'football field']",On school playgrounds or public parks.,0.368139565
Ta-pe-22,Which daily exercise is popular among women in China?,2,"['yoga', 'walk', 'square dance', 'tik tok aerobics']",Tai Chi,0.364605695
Ta-pe-23,Which daily exercise is popular among men in China?,5,"['basketball', 'go to gym', 'running', 'tai chi', 'pull-ups', 'work out', 'badminton', 'jogging']",Jogging,0.725787997
Ta-pe-25,"What is the most famous rivalry in a national sports league in China? (e.g., ___ vs ___)",4,"[""liaoning men's basketball vs. guangdong men's basketball"", 'shanghai shenhua vs beijing guoan', 'beijing guoan vs tianjin teda', 'beijing guoan vs shanghai shenhua']",Beijing Guoan vs Shanghai SIPG in the Chinese Super League,0.593885779
Ta-pe-29,Which professional sport is the highest paying in China?,5,"['football', 'soccer', 'basketball']",Basketball,0.622309983
Ta-pe-30,What is/was the most popular sports-related TV program in China?,4,"['nba', 'total soccer', 'national basketball association', 'cctv-5', 'football game', 'we never stop', 'football match']",CCTV's NBA Basketball Broadcast,0.439913452
Ta-pe-32,What day of the year is usually dedicated to fireworks in China?,5,"[""spring festival's eve"", 'new year', 'the first day of the chinese new year', ""lunar nee year's eve"", 'the first day of the spring festival', 'the first day of the lunar new year', ""chinese new year's eve""]",Chinese New Year,0.675780237
Ta-pe-37,What is the common symbol of New Year's Eve that is usually found in China?,2,"['spring festival couplets', 'chinese couplets', 'new year scrolls', 'paper-cut for window decoration', 'spring festival travel rush', 'firecrackers']",Red lanterns,0.346342415
Ta-pe-42,What food do people from China usually eat on New Year's Eve?,5,"['dumplings', 'poon choi', 'pen cai', 'fish', 'sweet fermented rice balls', 'eight treasures rice']",Dumplings,0.686978996
Ta-pe-45,What is usually eaten during the celebration of the longest night of the year in China?,5,"['sweet rice balls', 'tangyuan', 'glutinous rice balls', 'dumplings', 'mutton', 'ribs', 'lamb', 'spareribs', 'fish']",Dumplings,0.686978996
Th-en-01,What is the most popular summer sport in China?,5,"['basketball', 'walk', 'table tennis', 'football', 'soccer', 'ping pong', 'swimming']",Swimming,0.687409341
Th-en-03,What is the most popular professional sports league in China?,5,"['chinese super league', 'china table tennis super league', 'chinese basketball association', 'chinese football super league', 'cba']",Chinese Basketball Association (CBA),0.764470994
Th-en-05,What is the most popular women's sports team in China?,5,"[""china women's national football team"", ""china women's diving dream team"", ""china women's volleyball team"", ""women's volleyball team""]",The Chinese Women's National Volleyball Team,0.820590436
Th-en-09,What is the most popular tournament in China?,3,"['basketball', 'table tennis', 'football', 'soccer', 'volleyball', 'ping pong', 'diving', 'gymnastics']",The Chinese Super League (football),0.34664616
Th-en-11,Who is the most popular sportperson in China?,5,"['sun yingsha', 'liu xiang', 'su yiming', 'long ma', 'xiang liu', 'ma long', 'yao ming', 'ming yao', 'yiming su', 'yingsha sun']",Yao Ming,0.685984552
Th-en-12,In which sport has China been most successful in international competitions?,5,"['table tennis', 'weightlifting', 'ping pong', 'badminton', 'diving', 'skiing']",Table Tennis,0.67690444
Th-en-15,What is the most popular winter sport in China?,5,"['skiing', 'skating']",Skiing,0.661308408
Th-en-19,What is a city or region in China known for manufacturing industry?,5,"['suzhou', 'wuhan', 'dongguan', 'shenzhen', 'hangzhou', 'yiwu', 'jiangsu-zhejiang', 'shanghai']",Shenzhen,0.712300777
Th-en-21,What is regarded as the most important perk typically offered to employees in China?,2,"['weekends off', 'five insurances and one fund', 'housing allowance', 'annual leave', 'salary', 'marriage and maternity leave']",Health insurance,0.464925706
Th-en-22,What was the most catastrophic economic period for China?,3,"['three years of economic difficulties', '2007', '1953 famine', '2008', 'three years of difficulty']",The Great Chinese Famine,0.472539574
Th-en-24,What region in China is a major hub for tech workers and start ups?,5,"['shenzhen', 'beijing', 'suzhou', 'shanghai']","Silicon Valley of China, Shenzhen",0.641310573
Th-en-27,What is the most important industry in China?,5,"['infrastructure', 'manufacturing', 'production', 'tertiary industry', 'service', 'agriculture']",Manufacturing,0.699467063
Th-en-35,"Which one of the daily meals is commonly shared with family members in China? (e.g., breakfast, lunch, dinner)",5,"['breakfast', 'dinner']",Dinner,0.689749718
Th-en-36,What is a popular family activity with a child to do on weekends in China?,4,"['stroll in the park', 'gathering meal', 'go to the park', 'outdoor activities', 'shopping mall stroll', 'shopping']",Visiting parks or museums,0.568398952
Th-en-37,"At what age do children typically become independent from their parents in China? (Provide Arabic numerals (e.g., 12) only.)",3,"['23', '30', '21', '25', '22', '18']",28,0.397162378
Th-en-38,What is the most important family holiday in China?,5,"['new year', 'lunar new year', 'mid-autumn festival', 'chinese new year', 'spring festival']",Chinese New Year,0.721024394
Th-en-39,What is a popular family game in China?,5,"['mahjong', 'table tennis', 'play mahjong', 'hide and seek', 'pool', 'legends of the three kingdoms', 'poker', 'ping pong', 'uno', 'billiards', 'dou dizhu', 'ltk']",Mahjong,0.723926127
Th-en-41,"What is the average age for couples to have their first child in China? (Provide Arabic numerals (e.g., 20) only.)",3,"['25', '28', '24', '26']",27,0.493629217
Th-en-43,"How many cars are owned by a typical family in China? (Provide Arabic numerals (e.g., 12) only.)",5,"['1', '3', '2']",1,0.545344532
Th-en-44,What is China's most popular food for family meals on weekends?,5,"['dumplings', 'barbecue', 'hot pot', 'mochi', 'fish']",Dumplings,0.686979175
Th-en-45,What is the most popular weekday evening family activity in China?,5,"['walk', 'watch tv series', 'stroll', 'watch tv', 'watch movie', 'eating out']",Watching TV,0.763280988
Th-en-48,What is the highest grade given to top-achieving high school students on assignments and exams in China?,5,"['750', '150', '100', '120']",100,0.682263255
Th-en-49,What is considered the most important exam for high school students in China?,5,"['national higher education entrance examination', 'national college entrance examination']",The Gaokao exam,0.435340285
Th-en-51,Which subject is considered the most important for students in China?,5,"['mathematics', 'math', 'chinese literature', 'english', 'philosophy']",Mathematics,0.549452126
Th-en-53,What is the most popular extracurricular social event at schools in China?,1,"['association', 'go to the internet cafe', 'academic competition', 'karaoke', 'play games', 'society', 'honor of kings', 'club']",Sports meet,0.407575756
Th-en-58,What is the most advanced math subject learned before university in China?,5,"['calculus', 'algebra', 'high school mathematics', 'analytic geometry', 'linear algebra', 'geometry']",Calculus,0.541446984
Tmp-ar-01,Where do university students in China usually go to study for their final exams?,5,"['library', 'study room']",Library or study rooms in their dormitories.,0.561974645
Tmp-ar-02,What is a common public transport that people use to go to university in China?,5,"['airplane', 'car', 'metro', 'train', 'didi express', 'subway']",Bus or subway,0.537337661
Tmp-ar-04,What do elementary students in China usually do after school?,3,"['have dinner', 'eat', 'do homework', 'watch cctv-1', 'play marbles game', 'go to the amusement park']","They usually do homework, attend tutoring classes or extracurricular activities.",0.432754219
,,,,,
,,,,,0.579993741
