id,en_question,score,true_answer,pred_answer,reason
New-am-73,What is the most popular YouTube channel for children in China?,1,[],"The most popular YouTube channel for children in China is ""Kchan4kids"" (凯叔讲故事).","The predicted answer does not match any true answers as the true answers list is empty, indicating no known correct answer. Therefore, the predicted answer is considered unrelated or incorrect."
New-am-74,What is the most popular talk show in China?,1,"['rock & roast', 'day day up', 'the jinxing show', 'roast!']","The most popular talk show in China is ""The Reader"" (朗读者).","The predicted answer 'The Reader' is unrelated to any of the true answers, which are specific talk shows like 'rock & roast', 'day day up', 'the jinxing show', and 'roast!'. There is no semantic or categorical similarity between the predicted and true answers."
New-am-77,What is the most famous religious holiday in China?,5,"['lunar new year', 'spring festival', 'chinese new year']","The most famous religious holiday in China is the Chinese New Year, also known as Spring Festival.","The predicted answer 'Chinese New Year, also known as Spring Festival' matches the true answers 'lunar new year', 'spring festival', and 'chinese new year' under case-insensitive comparison and normalization."
New-am-81,"What is the busiest month for weddings in China? (Provide Arabic numerals (e.g., 1) only.)",1,['10'],7,"The predicted answer '7' does not match the true answer '10' in any form, including case-insensitive comparison, singular/plural normalization, or lemmatization. There is no semantic similarity between the two numbers in the context of the busiest month for weddings in China."
New-am-83,What is the most popular traditional musical instrument in China?,5,"['suona', 'flute', 'drum', 'guzheng', 'pipa', 'guqin', 'erhu']",The most popular traditional musical instrument in China is the Erhu.,The predicted answer 'Erhu' matches one of the true answers after case-insensitive comparison.
New-as-01,What is the main agricultural product produced in China?,5,"['wheat', 'soybean', 'grain', 'tea leaves', 'rice']",Rice,The predicted answer 'Rice' matches one of the true answers 'rice' under case-insensitive comparison.
New-as-02,What is the most popular wheat-based food item in China?,5,"['dumplings', 'steamed bun', 'noodles', 'bread', 'baozi', 'steamed stuffed bun']",The most popular wheat-based food item in China is probably noodles.,The predicted answer 'noodles' matches one of the true answers exactly.
New-as-05,What is the most typical drink offered to guests when they visit households in China?,5,"['coffee', 'bai', 'coke', 'white liquor', 'orange juice', 'tea', 'coconut milk', 'cola', 'soft drink', 'chinese spirits']",Tea,The predicted answer 'Tea' matches one of the true answers 'tea' under case-insensitive comparison.
New-as-07,What is the most popular dish cooked with fish in China?,2,"['braised fish', 'steamed bass', 'sour cabbage fish', 'steamed seabass', 'sichuan boiled fish']",The most popular dish cooked with fish in China is Kung Pao Fish (宫保鱼).,"The predicted answer 'Kung Pao Fish' is a specific dish that is not listed among the true answers. While it is a fish dish, it does not match any of the true answers directly or through normalization. It is weakly related as it is a fish dish, but not one of the popular ones listed."
New-as-14,What food do people from China like to eat during rainy weather?,5,"['noodle soup', 'hot pot', 'soup noodles and other warm foods']",Hot pot.,The predicted answer 'Hot pot' matches one of the true answers exactly.
New-as-15,What drink is commonly consumed in China when the weather is hot?,4,"['mineral water', 'iced mung bean soup', 'bubble tea', 'herbal tea', 'milk tea', 'chilled mung bean soup', 'iced tea']",Green Tea,"Green tea is a specific type of tea, and 'iced tea' is a true answer. Green tea can be consumed iced, making it a sub-category match."
New-as-20,What is the most popular indoor sport in China?,5,"['e-sports', 'ping pong', 'table tennis', 'badminton']",Table tennis.,The predicted answer 'Table tennis' matches one of the true answers 'table tennis' under case-insensitive comparison.
New-as-29,What sport do men in China like to watch?,5,"['basketball', 'ping pong', 'soccer', 'football', 'table tennis', 'badminton']",Table tennis,The predicted answer 'Table tennis' matches the true answer 'table tennis' under case-insensitive comparison.
New-as-30,What sport do women in China like to watch?,5,"['ping pong', 'basketball', 'table tennis', 'swimming']","Women in China like to watch various sports, but the most popular and widely followed ones across the country include basketball (especially women's CBA and national team), volleyball (both women's volleyball and beach volleyball), table tennis (women's badminton), and gymnastics. These sports often have strong fan followings and are broadcasted frequently on television and online platforms.","The predicted answer includes 'basketball' and 'table tennis', which match the true answers after normalization. 'Table tennis' is synonymous with 'ping pong'."
New-as-58,What is the most popular beverage that people from China like to drink in their workplace?,5,"['coffee', 'bubble tea', 'coke', 'tea', 'milk tea', 'cola']",Tea,The predicted answer 'Tea' matches one of the true answers 'tea' under case-insensitive comparison.
New-as-64,On which holiday do all family members tend to reunite in China?,5,"['mid-autumn festival', 'mid-autumn', 'qingming', 'lunar new year', 'chinese new year', 'spring festival', 'tomb-sweeping day']",Spring Festival (Chinese New Year),"The predicted answer 'Spring Festival (Chinese New Year)' matches 'spring festival' and 'chinese new year' in the true answers, which are case-insensitive matches."
New-as-76,What traditional games do families play during traditional holidays in China?,3,"['jump rope', 'dou dizhu', 'chinese chess', 'shuttlecock kicking', 'mahjong', 'play mahjong']","Chinese families often play traditional games like Jiaodi (抢椅子), Tangram (七巧板), and Mahjong during traditional holidays in China.","The predicted answer includes 'Mahjong', which matches one of the true answers. However, the other games mentioned in the prediction do not match the true answers. Therefore, the answer is somewhat related but not very similar."
New-as-80,What type of clothing do people from China wear during traditional festivals?,5,"['han-style clothing', 'new clothes', 'as usual', 'daily wear', 'hanfu', 'brightly colored clothes', 'qipao', 'cheongsam']","Qipao or Cheongsam for women, and traditional suits or Hanfu for men (during specific periods or performances).","The predicted answer includes 'Qipao' and 'Cheongsam', which match the true answers directly. It also mentions 'Hanfu', which is explicitly listed in the true answers. The predicted answer covers multiple items that match the true answers after normalization and lemmatization."
New-as-89,What traditional festival accessories do people from China wear?,1,"['jade', 'jewelry made of jade', 'chinese knot', 'jade pendant', 'ethnic minority costumes', 'gold jewelry']",The Dragon Dance costume or the Red Envelopes (hongbao).,"The predicted answer 'The Dragon Dance costume or the Red Envelopes (hongbao)' is unrelated to the true answers, which focus on jade jewelry and ethnic costumes. There is no semantic similarity or overlap between the predicted and true answers."
New-az-05,What is the most famous region for alcohol production in China?,1,"['guizhou', 'sichuan', 'maotai town, guizhou', 'shanxi']","The most famous region for alcohol production in China is Shandong, particularly known for its famous Baijiu, which is a type of Chinese liquor.","The predicted answer 'Shandong' does not match any of the true answers 'Guizhou', 'Sichuan', 'Maotai Town, Guizhou', or 'Shanxi'. There is no semantic similarity or sub-category relationship between the predicted and true answers."
New-az-11,What fruit do people from China often eat in the summer season?,2,"['hami melon', 'apple', 'mangosteen', 'longan', 'peach', 'watermelon']",Mango,"The predicted answer 'Mango' is weakly related to the true answers as it is a fruit that can be consumed in summer, but it does not match any of the specific fruits listed in the true answers."
New-az-12,Which region in China is known for its seafood?,4,"['zhejiang', 'qinghai', 'shandong coastal area', 'coastal city', 'fujian', 'guangzhou']","The region in China known for its seafood is the Yangtze River Delta, particularly around Shanghai and the eastern coastal provinces such as Zhejiang, Fujian, and Shandong. This area has access to the Yellow Sea, East China Sea, and the South China Sea, making it abundant in marine resources.","The predicted answer mentions Zhejiang, Shandong, and Fujian, which are part of the true answers. It also correctly identifies these as coastal areas known for seafood. However, it does not mention Qinghai or Guangzhou, and includes additional regions like the Yangtze River Delta and Shanghai, which are not in the true answers."
New-az-21,Which region in China is the most popular skiing destination?,1,"['xinjiang keketuohai', 'harbin', 'jilin changbai mountain', 'jilin songhua lake', 'northeast']",Jiuzhaigou Valley,"The predicted answer 'Jiuzhaigou Valley' is unrelated to the true answers, which are specific skiing destinations in China. Jiuzhaigou Valley is not known for skiing, making the prediction incorrect."
New-az-26,Who is the most popular martial arts player in China?,1,"['jet li', 'chang zhizhao', 'liu qinghua', 'wu jing']","As of my last update, the most popular martial arts player in China is generally considered to be Chen Si Hai, also known as Chen Jinghuai or ""The Martial Arts Grandmaster."" He is famous for his expertise in Chen-style Tai Chi, which originated from his grandfather Chen Wangting. However, popularity can change over time, so it's important to note that this might not be the current absolute answer, but Chen Si Hai is a significant figure in Chinese martial arts history and culture.","The predicted answer, Chen Si Hai, does not match any of the true answers, either directly or through normalization or lemmatization. Additionally, Chen Si Hai is not a sub-category or specific type of any of the true answers, which are names of other martial artists. Therefore, the predicted answer is unrelated to the true answers."
New-az-27,Which sport has been one of the fastest-growing in China over the last decade?,5,"['athletics', 'basketball', 'ping pong', 'soccer', 'skiing', 'football', 'table tennis', 'winter sports']",Table Tennis,The predicted answer 'Table Tennis' matches the true answer 'table tennis' under case-insensitive comparison.
New-az-39,Which country is the most popular destination for students from China studying abroad?,5,"['australia', 'united kingdom', 'uk', 'us', 'united states', 'usa', 'america']",United States,The predicted answer 'United States' matches one of the true answers 'united states' under case-insensitive comparison.
New-az-49,"How many people work in a typical family in China? (Provide Arabic numerals (e.g., 1) only.)",3,"['3', '2']",1-4,"The predicted answer '1-4' suggests a range that includes the true answers '2' and '3', indicating a somewhat related understanding of the typical number of people working in a family in China."
New-az-60,"In China, who takes care of kids when both parents are working?",5,"['elder', 'grandmother', 'grandparents', 'maternal grandmother', 'nursery', 'grandfather', 'kindergarten', 'paternal grandparents', 'nanny', 'elderly', 'maternal grandparents']","In China, when both parents are working, kids may be taken care of by grandparents, relatives, or hired nannies/babysitters, often in a daycare center or family-based childcare facilities.","The predicted answer includes 'grandparents', 'nannies', and 'daycare center', which match the true answers 'grandparents', 'nanny', and 'nursery/kindergarten' after normalization and lemmatization."
New-az-69,What is the preferred alcoholic beverage for men from China?,4,"['bai', 'erguotou', 'beer', 'white liquor', 'chinese spirits']","The preferred alcoholic beverage for men in China is often considered to be baijiu, which is a strong traditional Chinese liquor made from grains such as sorghum or wheat.","The predicted answer 'baijiu' is a specific type of 'white liquor' or 'Chinese spirits', which are listed in the true answers. This makes it a sub-category match, warranting a high score."
New-az-70,What is the preferred alcoholic beverage for women from China?,3,"['bai', 'cocktail', 'milk beer', 'white liquor', 'red wine', 'rio', 'chinese spirits']","There is no definitive answer to this question as individual preferences vary, and it's not accurate to generalize the preferred alcoholic beverage for all women in China. However, some popular Chinese alcoholic beverages include baijiu (a strong grain alcohol), wine (such as Yellow or Red Wine), and soju (a Korean-influenced spirit that is also consumed in China). Women might prefer these options just like men, but personal taste plays a significant role.","The predicted answer mentions 'baijiu' and 'red wine', which are related to the true answers 'bai' and 'red wine'. However, it also includes other beverages not listed in the true answers and emphasizes individual preferences, making it somewhat related but not a direct match."
New-az-73,"How many people on average typically attend a wedding in China? (Provide Arabic numerals (e.g., 1) only.)",5,"['500', '100', '30', '200', '150']",The average number of people attending a wedding in China is approximately 200 guests.,The predicted answer '200' matches one of the true answers exactly after normalization.
New-ch-01,What kind of meat do people usually eat when they have barbecue in China?,5,"['pork', 'lamb', 'pork belly', 'chicken', 'beef']",Pork,The predicted answer 'Pork' matches one of the true answers 'pork' under case-insensitive comparison.
New-ch-02,"When do people usually have breakfast in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)",4,"['07:00', '07:30', '08:00']",07:00 - 09:00,"The predicted answer '07:00 - 09:00' includes the true answers '07:00', '07:30', and '08:00' within its range, indicating a very similar time frame for breakfast."
New-ch-04,What kinds of food do people usually eat for late-night snacks in China?,3,"['crawfish', 'barbecue', 'fried rice noodles', 'instant noodles', 'kebabs', 'skewers']","Dumplings, noodles, mooncakes, fried rice, and snacks like yogurt, fruit, or crispy snacks are commonly eaten for late-night snacks in China.","The predicted answer includes 'noodles' which is somewhat related to 'instant noodles' and 'fried rice' which is somewhat related to 'fried rice noodles'. However, most items in the predicted answer do not match or closely relate to the true answers."
New-ch-05,What is the most famous spicy dish in China?,5,"['spicy chicken', 'hot pot', 'spicy hot pot', 'mapo tofu', 'stir-fried pork with chili peppers']",Mapo Tofu,The predicted answer 'Mapo Tofu' matches one of the true answers exactly.
New-ch-07,What food items do people typically pair with hard liquor in China?,3,"['peanut', 'pork', 'steamed bun', 'peanuts', 'braised food', 'braised meat', 'beef']","In China, people typically pair hard liquor with small dishes or snacks called ""dim sum"" or ""xiao chi,"" which include items like steamed dumplings, bite-sized meat and vegetable pies, seafood, and various cooked vegetables. These light and flavorful foods complement the strong flavors of hard liquor.","The predicted answer mentions 'small dishes or snacks' like 'steamed dumplings' and 'bite-sized meat and vegetable pies,' which are somewhat related to the true answers like 'steamed bun' and 'braised meat.' However, it does not directly mention specific items like 'peanut,' 'pork,' or 'beef,' leading to a somewhat related score."
New-ch-08,What seasoning is indispensable in cooking in China?,5,"['soy sauce', 'monosodium glutamate', 'msg', 'sugar', 'salt']",SALT,The predicted answer 'SALT' matches one of the true answers 'salt' under case-insensitive comparison.
New-ch-09,What food do people typically consume when the weather is cold in China?,5,"['sweet rice balls', 'dumplings', 'glutinous rice balls', 'hot pot', 'beef soup', 'lamb soup', 'tangyuan', 'mutton soup']",Hot pot.,The predicted answer 'Hot pot' matches one of the true answers exactly.
New-ch-13,What is the most famous alcohol brand in China?,5,"['moutai', 'moutai liquor', 'wuliangye']","The most famous alcohol brand in China is Moutai, specifically referring to the Moutai茅台 (Moutai Distillery) baijiu, a highly regarded Chinese liquor.",The predicted answer 'Moutai' matches one of the true answers 'moutai' under case-insensitive comparison.
New-ch-14,What foods do people usually eat when they are sick in China?,5,"['porridge', 'chicken soup']","In China, when people are sick, they often consume foods that are believed to be soothing, easy to digest, and help with recovery. Some common dishes include:

1. Congee (粥): A type of rice porridge, usually with ginger, chicken, or other ingredients for warmth and nutrition.
2. Chicken soup: Similar to the Western version, chicken soup is considered to have healing properties.
3. Soft-boiled eggs: High in protein and easy to digest.
4. Steamed vegetables: Light and nutritious, like steamed spinach or broccoli.
5. Herbal tea: Such as ginger tea, chrysanthemum tea, or peppermint tea for soothing the stomach.
6. Mashed potatoes or yams: Comforting and gentle on the digestive system.
7. Noodles: Served in a clear broth or with simple toppings like scrambled eggs or vegetables.
8. Light soups: Like egg drop soup or winter melon soup, which are believed to have health benefits.
9. Fruits: Soft and easy-to-digest fruits like bananas, apples, or watermelon.

These foods are chosen for their perceived ability to nourish the body, provide comfort, and promote healing without causing further stress on the digestive system.","The predicted answer includes 'Congee (粥)' which is a type of porridge, and 'Chicken soup', both of which match the true answers after normalization and lemmatization."
New-ch-15,What prepared/ready-to-eat food do people typically buy at supermarkets in China?,4,"['zongzi', 'boxed meals', 'dumplings', 'snail noodles', 'frozen dumplings', 'luosifen', 'instant noodles', 'vegetarian chicken']","Ready-to-eat food that people typically buy at supermarkets in China includes baozi (steamed buns), rice dumplings (zongzi), congee (rice porridge), preserved eggs (jidan), instant noodles, snack foods like dried fruits and nuts, pre-cooked meals (hot pot ingredients or pre-assembled stir-fry sets), and various pre-packaged dim sum.","The predicted answer includes 'zongzi' and 'instant noodles', which match the true answers. It also mentions 'dumplings', which is semantically similar to 'frozen dumplings'. Other items like 'baozi', 'congee', and 'pre-cooked meals' are related but not directly listed in the true answers. Overall, the predicted answer is very similar to the true answers."
New-ch-16,What is the most famous sports-related movie in China?,1,"['woman basketball player no. 5', 'leap', ""women's volleyball number 1"", 'to the fore']","The most famous sports-related movie in China is ""Crouching Tiger, Hidden Dragon"" (卧虎藏龙), directed by Ang Lee. Although not strictly a sports movie, it features martial arts and gained significant international acclaim, including an Academy Award for Best Foreign Language Film.","The predicted answer 'Crouching Tiger, Hidden Dragon' is unrelated to the true answers, which are specific sports-related movies in China. The predicted movie is a martial arts film and does not match any of the true answers in terms of content or theme."
New-ch-17,What extreme sport do people generally wish to try the most in China?,5,"['bungee jumping', 'diving', 'parachuting', 'rock climbing']",Bungee jumping,The predicted answer 'bungee jumping' matches one of the true answers exactly.
New-ch-18,Which track and field event is the most popular to watch during competitions in China?,1,"['sprint', '400 meters', 'hurdling', '800 meters', '400-meter relay race', '100 meters']",The most popular track and field event to watch during competitions in China is the Long Jump.,"The predicted answer 'Long Jump' is unrelated to the true answers, which focus on running events such as sprints and relays."
New-ch-19,Which gymnastics event is the most popular to watch during competitions in China?,3,"['balance beam', 'vault', 'rhythmic gymnastics', 'parallel bars', 'floor exercise']","The most popular gymnastics event to watch during competitions in China is usually the women's artistic gymnastics, particularly the individual all-around competition. This event showcases a combination of floor exercise, balance beam, uneven bars, vault, and floor exercise, where Chinese gymnasts have historically performed exceptionally well and have captured numerous medals at both national and international levels.","The predicted answer mentions 'balance beam', 'vault', and 'floor exercise', which are part of the true answers. However, it also includes other events like 'uneven bars' and 'individual all-around competition' that are not in the true answers. The predicted answer is somewhat related but not fully aligned with the true answers."
New-ch-23,Who is the most famous table tennis player in China?,5,"['ma long', 'xu xin', 'kong linghui', 'deng yaping']",Ma Long,The predicted answer 'Ma Long' matches one of the true answers 'ma long' under case-insensitive comparison.
New-ch-26,"In the Winter Olympics, which event is the most popular to watch in China?",5,"['skiing', 'curling', 'short track speed skating', 'figure skating']",Figure Skating,The predicted answer 'Figure Skating' matches one of the true answers exactly.
New-ch-27,Who is the most famous boxer in China?,1,"['zou shiming', 'zhang weili', 'zhang zhilei']",Muhammad Ali,"The predicted answer 'Muhammad Ali' is unrelated to the true answers, which are specific to Chinese boxers."
New-ch-30,Who is the most famous track and field athlete in China?,5,"['liu xiang', 'wang junxia', 'su bingtian']",Liu Xiang,The predicted answer 'Liu Xiang' matches one of the true answers 'liu xiang' under case-insensitive comparison.
New-ch-31,What job do parents most hope their children will pursue in China?,3,"['civil servant', 'teacher', 'engineer', 'lawyer', 'doctor', 'software engineer']","In China, parents often hope their children will pursue a career in STEM fields (Science, Technology, Engineering, and Mathematics) due to the high demand, good job prospects, and perceived prestige associated with these areas. However, the answer can vary depending on individual family values and cultural shifts, but STEM is a commonly mentioned aspiration.","The predicted answer mentions STEM fields, which includes 'engineer' and 'software engineer', both of which are in the true answers. However, it also includes other fields not mentioned in the true answers, and does not mention 'civil servant', 'teacher', 'lawyer', or 'doctor'. Therefore, the answer is somewhat related but not fully aligned with the true answers."
New-ch-32,What office software do people typically use in the workplace in China?,5,"['wechat', 'microsoft office', 'wps', 'microsoft']","Microsoft Office (specifically Microsoft Word, Excel, PowerPoint, and Outlook) is widely used in the workplace in China, along with local software like WPS Office for some users.","The predicted answer includes 'Microsoft Office' and 'WPS Office', which match the true answers 'microsoft office' and 'wps' after normalization and lemmatization."
New-ch-38,Which cities or regions are known for their import and export activities in China?,4,"['qingdao', 'dongguan', 'shenzhen', 'zhuhai', 'shandong peninsula', 'guangzhou', 'shanghai']","Shanghai, Guangzhou, Hong Kong, Shenzhen, Ningbo, Qingdao, Tianjin, and the Pearl River Delta region are known for their significant import and export activities in China.","The predicted answer includes several cities that match the true answers directly (e.g., Shanghai, Guangzhou, Shenzhen, Qingdao) and others that are relevant but not listed in the true answers. The inclusion of additional relevant cities like Hong Kong and regions like the Pearl River Delta suggests a very similar understanding of key import/export locations in China."
New-ch-39,What platform is commonly used in the e-commerce industry in China?,3,"['pinduoduo', 'taobao', 'jd.com']","Alibaba (including Taobao, Tmall, and others) is commonly used in the e-commerce industry in China.","The predicted answer mentions 'Taobao', which is part of the true answers, but also includes other platforms not listed in the true answers. The inclusion of 'Alibaba' and 'Tmall' makes it somewhat related but not a perfect match."
New-ch-44,"How long is the typical probation period for new employees before signing a formal contract in China? (e.g., 1 month).",2,"['one month', '3 months', '1 month']",6 months,"The predicted answer '6 months' is weakly related to the true answers 'one month', '3 months', '1 month'. The predicted duration is longer than any of the true answers, indicating a weak relation in terms of typical probation periods."
New-ch-45,Which industries do young people typically choose to start businesses in China?,3,"['internet', 'self-media', 'catering', 'information technology', 'it industry', 'technology', 'restaurant']","Technology, e-commerce, and retail are industries that young people typically choose to start businesses in China.","The predicted answer includes 'technology', which matches 'technology' and 'information technology' from the true answers. 'E-commerce' and 'retail' are somewhat related to 'internet' and 'self-media', but do not directly match any true answers. Overall, the predicted answer is somewhat related to the true answers."
New-ch-49,What is the most common way for family members to communicate remotely in China?,5,['wechat'],WeChat,The predicted answer 'WeChat' matches the true answer 'wechat' under case-insensitive comparison.
New-ch-51,What form of accommodation is typically booked for family trips in China?,2,"['hotel', 'express hotel', 'budget hotel', 'homestay']",Family trips in China are typically booked in family rooms or suites.,"The predicted answer 'family rooms or suites' is weakly related to the true answers as they can be found in hotels, but it does not directly match any of the true answers like 'hotel', 'express hotel', 'budget hotel', or 'homestay'."
New-ch-54,Which fruit is usually prepared the most for family dinners in China?,1,['apple'],Mandarin Orange (oranges),The predicted answer 'Mandarin Orange (oranges)' is unrelated to the true answer 'apple'. There is no semantic similarity or sub-category relationship between the two fruits in the context of the question.
New-ch-64,"How many hours of classes do university students typically have per week in China? (Provide Arabic numerals (e.g., 1) only.)",2,"['8', '25', '20', '21', '9', '10']",16,"The predicted answer '16' is numerically between the range of true answers (8 to 25), but it does not match any of the true answers directly or after normalization. It is weakly related as it falls within a plausible range."
New-ch-66,"What is the typical tuition fee per semester for public high schools in China?  (Provide Arabic numerals (e.g., 1) only.)",1,"['1000', '2000', '5000']","The tuition fee per semester for public high schools in China is generally very low or free, as education is provided almost entirely by the government. Therefore, the answer is 0.","The predicted answer '0' is unrelated to the true answers ['1000', '2000', '5000'], which indicate specific tuition fees. The prediction suggests no fee, which contradicts the true answers."
New-ch-70,What compulsory courses do university students have in common in China?,2,"['marxism', 'ideology and politics', 'marxismus', 'pe', 'physical education', 'sports', 'college english', 'ideological and political education', 'english']","In China, university students typically have compulsory courses in common that cover general education subjects such as Chinese language, mathematics, philosophy, history, and natural science (often including physics, chemistry, and biology) during their first few years. These courses aim to provide a broad foundation for students across different majors.具体内容 may vary slightly among institutions and disciplines.","The predicted answer mentions general education subjects like Chinese language, mathematics, philosophy, history, and natural science, which are weakly related to the true answers that focus on courses like Marxism, ideology and politics, physical education, and English. There is some overlap in the broad educational context, but the specific courses listed do not match the true answers."
New-ch-71,"What is the average class size in high schools in China? (Provide Arabic numerals (e.g., 1) only.)",3,"['60', '40', '35', '50']",The average class size in high schools in China is approximately 45 students.,"The predicted answer '45' is somewhat related to the true answers '60', '40', '35', '50' as it falls within the range of the provided true answers, but it does not match any of them exactly."
New-ch-72,Which major is considered most conducive to employment in China?,5,"['engineering', 'law', 'economy', 'medicine', 'finance', 'computer science']","Answer: Engineering, particularly in fields such as electronics, mechanical, or civil engineering, is generally considered most conducive to employment in China due to the country's focus on manufacturing and infrastructure development.",The predicted answer 'Engineering' matches one of the true answers 'engineering' after case-insensitive comparison.
New-ch-73,What type of clubs are most popular among university students in China?,3,"['dance', 'street dance club', 'sports', 'badminton club', 'guitar']","The most popular types of clubs among university students in China are generally sports clubs, language clubs, cultural and artistic clubs (e.g., music, drama), academic clubs (e.g., science, technology, entrepreneurship), and student organizations related to their majors or professional interests.","The predicted answer mentions 'sports clubs' which is somewhat related to 'sports' and 'badminton club' in the true answers. 'Cultural and artistic clubs' could relate to 'dance' and 'guitar', but the match is not exact. Overall, the predicted answer covers a broader range of club types, some of which overlap with the true answers."
New-ch-74,What types of accommodation do university students in China typically live in?,5,"['6-person dormitory', 'student dormitory', 'student accommodation', 'dormitory', '4 people', 'apartment']",University students in China typically live in dormitories on campus.,The predicted answer 'dormitories on campus' matches the true answers 'student dormitory' and 'dormitory' after normalization and lemmatization.
New-ch-75,"How long is each class period for middle school students in China (minutes)?  (Provide Arabic numerals (e.g., 1) only.)",5,"['45', '40']",45,The predicted answer '45' matches one of the true answers exactly.
New-ch-78,What leisure activities do retired women typically like in China?,4,"['square dancing', 'square dance', 'kick shuttlecock', 'play mahjong', 'tourism', 'travel']","Retired women in China typically enjoy various leisure activities, such as gardening, Tai Chi, Chinese calligraphy, embroidery, square dancing, reading, playing Mahjong, cooking, and participating in social clubs or community events.","The predicted answer includes 'square dancing' and 'playing Mahjong', which match two of the true answers. Other activities mentioned, like Tai Chi and Chinese calligraphy, are related to leisure activities but are not explicitly listed in the true answers."
New-ch-79,What leisure activities do retired men typically like in China?,4,"['practice tai chi', 'play chess', 'square dancing', 'browse the internet', 'go online', 'surf the internet', 'fishing', 'tourism', 'travel']","Gardening, chess, reading, Tai Chi, playing Mahjong, traveling, and participating in community activities are commonly enjoyed by retired men in China.","The predicted answer includes several activities that match or are very similar to the true answers, such as 'Tai Chi' matching 'practice tai chi', 'chess' matching 'play chess', and 'traveling' matching 'tourism' and 'travel'. However, not all activities in the predicted answer are covered by the true answers, and some true answers like 'square dancing' and 'fishing' are missing from the prediction."
New-ch-80,"During which holidays do people typically visit religious sites (temples, churches, etc.) in China?",5,"['christmas', 'double ninth festival', 'lunar new year', 'the fifteenth day of the lunar month', ""buddha's birthday"", 'chinese new year', 'qingming festival', 'the first day of the lunar new year', 'spring festival', 'tomb-sweeping day', 'the first day of the month']","In China, people typically visit religious sites during the Chinese New Year, Spring Festival, and other significant Buddhist holidays such as Buddha's Birthday (Sakyamuni Buddha's Birthday) and the Lunar New Month. Additionally, some may also visit during traditional festivals like Qingming Festival (Tomb Sweeping Day) and Mid-Autumn Festival, which can have cultural or religious significance for some.","The predicted answer includes 'Chinese New Year', 'Spring Festival', 'Buddha's Birthday', and 'Qingming Festival', which match the true answers after normalization and lemmatization. Additionally, 'Tomb Sweeping Day' is synonymous with 'Qingming Festival'."
New-ch-81,What are the typical housewarming gifts in China?,4,"['cash gift', 'flower', 'cash', 'plant', 'bedding', 'fruit basket', 'tableware', 'tea set']","In China, typical housewarming gifts include red envelopes (hongbao) with money, decorative items like paintings, calligraphy scrolls, vases, chopsticks, tea sets, fruit baskets, or kitchenware such as a pot or a set of bowls. These gifts symbolize prosperity, good luck, and well wishes for the new home.","The predicted answer includes 'red envelopes (hongbao) with money', 'fruit baskets', 'tea sets', and 'tableware', which match or are very similar to the true answers 'cash gift', 'fruit basket', 'tea set', and 'tableware'. The predicted answer also includes additional items that are related to the theme of housewarming gifts in China."
New-ch-82,"At what time do weddings typically start in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)",5,"['12:00', '17:00', '19:00', '18:18']",12:00,The predicted answer '12:00' matches one of the true answers exactly.
New-ch-83,Which city in China hosts festivals the most?,2,"['shenzhen', 'beijing', 'shanghai']","There is no single answer to this question as the festival culture in China is diverse and various cities host numerous events throughout the year. Some well-known cities for festivals, such as Chengdu for its International Panda Festival and Hangzhou for the Dragon Boat Festival, but claiming one city as the ""most"" would be subjective. Each city has its own unique festivals, making it difficult to identify a clear winner.","The predicted answer does not mention any of the true answers (Shenzhen, Beijing, Shanghai) and instead provides a general explanation about festival culture in China. It mentions other cities like Chengdu and Hangzhou, which are not part of the true answers. The response is weakly related as it discusses the topic of festivals in China but does not address the specific question about which city hosts the most festivals."
New-ch-84,What color of clothing do people typically wear when attending weddings in China?,5,['red'],答案: Red,The predicted answer 'Red' matches the true answer 'red' under case-insensitive comparison.
New-ch-85,What color of clothing do people typically wear when attending funerals in China?,5,"['white', 'black']",Black.,The predicted answer 'Black' matches one of the true answers 'black' under case-insensitive comparison.
New-en-01,Which snack is eaten in the cinema in China?,5,"['popcorn', 'bubble tea', 'coke', 'milk tea', 'cola', 'starch sausage']",Popcorn.,The predicted answer 'Popcorn' matches one of the true answers 'popcorn' under case-insensitive comparison.
New-en-02,What is the most popular chip/crisp flavour in China?,3,"['cucumber', 'spicy and numbing', 'cucumber flavor', 'original flavor']",The most popular chip/crisp flavor in China is Pringles Original (经典原味).,"The predicted answer 'Pringles Original (经典原味)' is somewhat related to the true answer 'original flavor', but it specifies a brand which is not mentioned in the true answers. The predicted answer does not match the other true answers like 'cucumber' or 'spicy and numbing'."
New-en-04,Who is a popular celebrity chef in China?,1,"['huang lei', 'nicholas tse', 'gang wang', 'lei huang', 'shi zhengliang', 'wang gang', 'zhengliang shi']",A popular celebrity chef in China is Gong Linna.,The predicted answer 'Gong Linna' does not match any of the true answers and is unrelated to the list of popular celebrity chefs in China.
New-en-05,Which food is a cost-effective and quick meal option in China?,2,"['porridge', 'steamed bun', 'soy milk', 'shaxian delicacies', 'instant noodles', 'fried dough stick', 'steamed stuffed bun']",Rice Noodles (拉面或刀削面),"The predicted answer 'Rice Noodles' is weakly related to the true answers as both are cost-effective and quick meal options in China, but it does not match any of the true answers directly or through normalization or lemmatization."
