ID,Translation,prompt,response,prompt_no
New-az-60,"In China, who takes care of kids when both parents are working?","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

In China, who takes care of kids when both parents are working?",Grandparents often take care of the kids.,pers-3
New-az-69,What is the preferred alcoholic beverage for men from China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the preferred alcoholic beverage for men from China?",Baijiu,pers-3
New-az-70,What is the preferred alcoholic beverage for women from China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the preferred alcoholic beverage for women from China?","It's not appropriate to generalize a preferred alcoholic beverage for women from China as preferences vary greatly among individuals. However, traditionally, lighter and sweeter alcoholic beverages like fruit wines or plum wines might be more popular among some women.",pers-3
New-az-73,"How many people on average typically attend a wedding in China? (Provide Arabic numerals (e.g., 1) only.)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

How many people on average typically attend a wedding in China? (Provide Arabic numerals (e.g., 1) only.)",200,pers-3
New-ch-01,What kind of meat do people usually eat when they have barbecue in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What kind of meat do people usually eat when they have barbecue in China?",Pork.,pers-3
New-ch-02,"When do people usually have breakfast in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

When do people usually have breakfast in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)",07:00,pers-3
New-ch-04,What kinds of food do people usually eat for late-night snacks in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What kinds of food do people usually eat for late-night snacks in China?","People in China often eat things like instant noodles, barbecue skewers, dumplings, or fried rice for late-night snacks.",pers-3
New-ch-05,What is the most famous spicy dish in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most famous spicy dish in China?",Mapo Tofu,pers-3
New-ch-07,What food items do people typically pair with hard liquor in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What food items do people typically pair with hard liquor in China?","Peanuts, dried fruits, and small dishes of meat or seafood.",pers-3
New-ch-08,What seasoning is indispensable in cooking in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What seasoning is indispensable in cooking in China?",Soy sauce.,pers-3
New-ch-09,What food do people typically consume when the weather is cold in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What food do people typically consume when the weather is cold in China?",Hotpot.,pers-3
New-ch-13,What is the most famous alcohol brand in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most famous alcohol brand in China?",Moutai (also known as Maotai).,pers-3
New-ch-14,What foods do people usually eat when they are sick in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What foods do people usually eat when they are sick in China?",Congee (rice porridge).,pers-3
New-ch-15,What prepared/ready-to-eat food do people typically buy at supermarkets in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What prepared/ready-to-eat food do people typically buy at supermarkets in China?",Baozi (steamed buns with various fillings).,pers-3
New-ch-16,What is the most famous sports-related movie in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most famous sports-related movie in China?","""Shaolin Soccer"" (少林足球)",pers-3
New-ch-17,What extreme sport do people generally wish to try the most in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What extreme sport do people generally wish to try the most in China?",Wingsuit flying.,pers-3
New-ch-18,Which track and field event is the most popular to watch during competitions in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which track and field event is the most popular to watch during competitions in China?",The 100-meter sprint.,pers-3
New-ch-19,Which gymnastics event is the most popular to watch during competitions in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which gymnastics event is the most popular to watch during competitions in China?","The most popular gymnastics event to watch during competitions in China is the Artistic Gymnastics, particularly the women's balance beam and the men's parallel bars.",pers-3
New-ch-23,Who is the most famous table tennis player in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Who is the most famous table tennis player in China?",Ma Long,pers-3
New-ch-26,"In the Winter Olympics, which event is the most popular to watch in China?","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

In the Winter Olympics, which event is the most popular to watch in China?",Short track speed skating.,pers-3
New-ch-27,Who is the most famous boxer in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Who is the most famous boxer in China?",Zou Shiming,pers-3
New-ch-30,Who is the most famous track and field athlete in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Who is the most famous track and field athlete in China?",Liu Xiang,pers-3
New-ch-31,What job do parents most hope their children will pursue in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What job do parents most hope their children will pursue in China?",Doctor or government official.,pers-3
New-ch-32,What office software do people typically use in the workplace in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What office software do people typically use in the workplace in China?",WPS Office and Microsoft Office.,pers-3
New-ch-38,Which cities or regions are known for their import and export activities in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which cities or regions are known for their import and export activities in China?","Shanghai, Shenzhen, Guangzhou, Tianjin, and the Yangtze River Delta region.",pers-3
New-ch-39,What platform is commonly used in the e-commerce industry in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What platform is commonly used in the e-commerce industry in China?",Alibaba/Taobao.,pers-3
New-ch-44,"How long is the typical probation period for new employees before signing a formal contract in China? (e.g., 1 month).","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

How long is the typical probation period for new employees before signing a formal contract in China? (e.g., 1 month).","The typical probation period for new employees in China before signing a formal contract is usually 1 to 6 months, depending on the contract duration.",pers-3
New-ch-45,Which industries do young people typically choose to start businesses in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which industries do young people typically choose to start businesses in China?","Technology, e-commerce, and food and beverage.",pers-3
New-ch-49,What is the most common way for family members to communicate remotely in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most common way for family members to communicate remotely in China?",WeChat.,pers-3
New-ch-51,What form of accommodation is typically booked for family trips in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What form of accommodation is typically booked for family trips in China?",Hotel or guesthouse.,pers-3
New-ch-54,Which fruit is usually prepared the most for family dinners in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which fruit is usually prepared the most for family dinners in China?",Apples.,pers-3
New-ch-64,"How many hours of classes do university students typically have per week in China? (Provide Arabic numerals (e.g., 1) only.)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

How many hours of classes do university students typically have per week in China? (Provide Arabic numerals (e.g., 1) only.)",15-30,pers-3
New-ch-66,"What is the typical tuition fee per semester for public high schools in China?  (Provide Arabic numerals (e.g., 1) only.)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the typical tuition fee per semester for public high schools in China?  (Provide Arabic numerals (e.g., 1) only.)",0,pers-3
New-ch-70,What compulsory courses do university students have in common in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What compulsory courses do university students have in common in China?","University students in China commonly have compulsory courses in Chinese language and literature, Marxism, and physical education.",pers-3
New-ch-71,"What is the average class size in high schools in China? (Provide Arabic numerals (e.g., 1) only.)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the average class size in high schools in China? (Provide Arabic numerals (e.g., 1) only.)",45,pers-3
New-ch-72,Which major is considered most conducive to employment in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which major is considered most conducive to employment in China?",Computer Science and Technology.,pers-3
New-ch-73,What type of clubs are most popular among university students in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What type of clubs are most popular among university students in China?","Interest-based clubs, such as those focused on music, dance, sports, and academic subjects, are most popular among university students in China.",pers-3
New-ch-74,What types of accommodation do university students in China typically live in?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What types of accommodation do university students in China typically live in?",University students in China typically live in on-campus dormitories.,pers-3
New-ch-75,"How long is each class period for middle school students in China (minutes)?  (Provide Arabic numerals (e.g., 1) only.)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

How long is each class period for middle school students in China (minutes)?  (Provide Arabic numerals (e.g., 1) only.)",45,pers-3
New-ch-78,What leisure activities do retired women typically like in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What leisure activities do retired women typically like in China?","Retired women in China often enjoy activities such as practicing Tai Chi, dancing in public squares, singing in choirs, playing mahjong, and participating in community or social gatherings.",pers-3
New-ch-79,What leisure activities do retired men typically like in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What leisure activities do retired men typically like in China?","Practicing Tai Chi, playing Chinese chess or Mahjong, singing in a choir, dancing in public squares, and practicing calligraphy.",pers-3
New-ch-80,"During which holidays do people typically visit religious sites (temples, churches, etc.) in China?","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

During which holidays do people typically visit religious sites (temples, churches, etc.) in China?","Chinese New Year, Qingming Festival, and Mid-Autumn Festival.",pers-3
New-ch-81,What are the typical housewarming gifts in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What are the typical housewarming gifts in China?","Typical housewarming gifts in China include items such as tea sets, alcohol, cooking oils, rice, or household items that bring good luck, such as potted plants like bamboo. Red envelopes with money are also common.",pers-3
New-ch-82,"At what time do weddings typically start in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

At what time do weddings typically start in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)",Weddings in China typically start at around 12:00.,pers-3
New-ch-83,Which city in China hosts festivals the most?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which city in China hosts festivals the most?",Beijing,pers-3
New-ch-84,What color of clothing do people typically wear when attending weddings in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What color of clothing do people typically wear when attending weddings in China?",Red.,pers-3
New-ch-85,What color of clothing do people typically wear when attending funerals in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What color of clothing do people typically wear when attending funerals in China?",White,pers-3
New-en-01,Which snack is eaten in the cinema in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which snack is eaten in the cinema in China?",Popcorn.,pers-3
New-en-02,What is the most popular chip/crisp flavour in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular chip/crisp flavour in China?",Spicy Sichuan flavor.,pers-3
New-en-04,Who is a popular celebrity chef in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Who is a popular celebrity chef in China?",Da Dong (Dong Zhenxiang),pers-3
New-en-05,Which food is a cost-effective and quick meal option in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which food is a cost-effective and quick meal option in China?",Baozi (steamed buns).,pers-3
New-en-07,What are the most popular cooking shows in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What are the most popular cooking shows in China?","""A Bite of China"" (舌尖上的中国)",pers-3
New-en-08,What is the most popular chocolate brand in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular chocolate brand in China?",Dove (德芙),pers-3
New-en-10,What is the most eaten cheese in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most eaten cheese in China?","China doesn't have a traditional cheese-eating culture, but in recent years, mozzarella has become popular due to its use in Western-style fast foods like pizza.",pers-3
New-en-11,What is the most disliked vegetable in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most disliked vegetable in China?","It's difficult to pinpoint a single most disliked vegetable in China as tastes vary widely among individuals and regions. However, bitter melon might be considered less favored by some due to its bitter taste.",pers-3
New-en-12,What food is most commonly found in food courts in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What food is most commonly found in food courts in China?",Dumplings (Jiaozi),pers-3
New-en-17,What are the most common cheering tools used by sports fans in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What are the most common cheering tools used by sports fans in China?","The most common cheering tools used by sports fans in China are small plastic or foam clappers, also known as ""bang bang sticks,"" along with flags, banners, and drums.",pers-3
New-en-18,What do fans bring with them when attending a live game in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What do fans bring with them when attending a live game in China?","Fans in China often bring banners, flags, noise-makers, and wear team jerseys when attending a live game.",pers-3
New-en-19,What is the most well known sporting stadium in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most well known sporting stadium in China?","The most well-known sporting stadium in China is the Beijing National Stadium, also known as the Bird's Nest.",pers-3
New-en-23,Who is the most famous Paralympian in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Who is the most famous Paralympian in China?",The most famous Paralympian in China is Hou Bin.,pers-3
New-en-26,What is the best recognized sporting chant in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the best recognized sporting chant in China?","""加油"" (Jiāyóu)",pers-3
New-en-38,Which industries are known for more flexible working hours in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which industries are known for more flexible working hours in China?",The technology and creative industries are known for more flexible working hours in China.,pers-3
New-en-41,Who is the most well known and successful entrepreneur in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Who is the most well known and successful entrepreneur in China?",Jack Ma.,pers-3
New-en-47,What can typically be found in the back garden of houses in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What can typically be found in the back garden of houses in China?",Vegetable plots or fruit trees.,pers-3
New-en-49,What is the name of the most famous family in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the name of the most famous family in China?","The Confucius family (Kong family, descendants of Confucius).",pers-3
New-en-50,What is the most common family name in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most common family name in China?",Wang,pers-3
New-en-55,Which religion is most commonly practiced by families in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which religion is most commonly practiced by families in China?",Buddhism.,pers-3
New-en-56,What is the most popular foreign language spoken by families in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular foreign language spoken by families in China?",English.,pers-3
New-en-59,Which country is the most popular destination for families from China to emigrate to?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which country is the most popular destination for families from China to emigrate to?",The United States.,pers-3
New-en-68,What repercussions are there for bad behavior in schools in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What repercussions are there for bad behavior in schools in China?","Repercussions for bad behavior in schools in China can include verbal reprimands, demerits, detention, parent-teacher meetings, or in more severe cases, suspension or expulsion.",pers-3
New-en-69,Which writers are commonly studied in literature class in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which writers are commonly studied in literature class in China?","Lu Xun, Du Fu, Li Bai, Cao Xueqin, Mo Yan.",pers-3
New-en-70,"How many school breaks are there in a year for high schools in China? (Provide Arabic numerals (e.g., 1) only.)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

How many school breaks are there in a year for high schools in China? (Provide Arabic numerals (e.g., 1) only.)",3,pers-3
New-en-72,Which online resource do students usually use to study in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which online resource do students usually use to study in China?",Baidu Wenku (百度文库),pers-3
New-en-75,"What is the average length of a semester in terms of weeks of teaching at universities in China? (Provide Arabic numerals (e.g., 1) only.)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the average length of a semester in terms of weeks of teaching at universities in China? (Provide Arabic numerals (e.g., 1) only.)",16,pers-3
New-en-76,Which airport in China is the busiest during the holiday season?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which airport in China is the busiest during the holiday season?",Beijing Capital International Airport (PEK),pers-3
New-en-79,Which region of China is well known for its theatrical performances?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which region of China is well known for its theatrical performances?","Jingju, or Peking opera, is a traditional form of Chinese theatre which combines music, vocal performance, mime, dance, and acrobatics. It arose in the late 18th century and became fully developed and recognized by the mid-19th century. The form was extremely popular in the Qing dynasty court and has come to be regarded as one of the cultural treasures of China. Major performance troupes are based in Beijing and Tianjin in the north and Shanghai in the south. The art form is also preserved in Taiwan (Republic of China), where it is known as Guójù. It has also spread to other countries such as the United States and Japan.",pers-3
New-en-87,What is the most famous historic landmark in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most famous historic landmark in China?",The Great Wall of China.,pers-3
New-en-90,What is the most famous hotel brand in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most famous hotel brand in China?",Huaqiao Jin Jiang (Jin Jiang International Hotels),pers-3
New-gr-05,What is the most popular grab-and-go breakfast option in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular grab-and-go breakfast option in China?",Baozi (steamed buns),pers-3
New-gr-06,What is the most popular food in China among young people?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular food in China among young people?",Hotpot.,pers-3
New-gr-08,What type of alcoholic drink is most commonly consumed at festivals in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What type of alcoholic drink is most commonly consumed at festivals in China?",Baijiu,pers-3
New-gr-13,What is the most common morning drink in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most common morning drink in China?",The most common morning drink in China is tea.,pers-3
New-gr-15,What is the most popular traditional dessert in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular traditional dessert in China?",Mooncake.,pers-3
New-gr-21,What is the most popular racket sport in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular racket sport in China?",Table tennis (ping pong).,pers-3
New-gr-24,What is the most popular track and field sport in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular track and field sport in China?","The most popular track and field sport in China is athletics, with a particular emphasis on events like sprinting and long-distance running.",pers-3
New-gr-29,Which international sporting event is the most popular in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which international sporting event is the most popular in China?",The Olympic Games.,pers-3
New-gr-47,"How long (in minutes) are typical work breaks in China, excluding lunch and dinner breaks? (Provide Arabic numerals (e.g., 1) only.)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

How long (in minutes) are typical work breaks in China, excluding lunch and dinner breaks? (Provide Arabic numerals (e.g., 1) only.)",10-15,pers-3
New-gr-58,Which job is considered underpaid in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which job is considered underpaid in China?",Teachers are often considered underpaid in China.,pers-3
New-gr-76,What is the most common food served during Easter in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most common food served during Easter in China?","Easter is not a traditional holiday in China, so there is no common food specifically associated with Easter in Chinese culture.",pers-3
New-gr-82,What is the most popular music genre among the elderly population in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular music genre among the elderly population in China?",Traditional Chinese music or folk music.,pers-3
New-gr-88,What drink is usually offered at funerals in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What drink is usually offered at funerals in China?","White liquor (白酒, báijiǔ) or wine.",pers-3
New-gr-89,What drink is usually offered at weddings in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What drink is usually offered at weddings in China?",Baijiu or tea.,pers-3
New-ha-07,What food originated from China and can be found all over the world?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What food originated from China and can be found all over the world?",Dumplings (Jiaozi),pers-3
New-ha-08,What food is typically disliked by children but enjoyed by the elderly in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What food is typically disliked by children but enjoyed by the elderly in China?","Bitter melon (苦瓜, kǔguā)",pers-3
New-ha-09,What cooking utensil is most commonly used in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What cooking utensil is most commonly used in China?",Wok,pers-3
New-ha-13,Which is the most popular vegetable in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which is the most popular vegetable in China?",Bok choy (Chinese cabbage).,pers-3
New-ha-19,Which animal is used for sports in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which animal is used for sports in China?",Horses (for horse racing and equestrian sports).,pers-3
New-ha-66,What is the most popular wedding venue in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular wedding venue in China?",Hotel ballrooms or banquet halls.,pers-3
New-in-01,Which coffee shop brand is the most popular in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which coffee shop brand is the most popular in China?",Starbucks.,pers-3
New-in-03,What type of food from China is typically served in restaurants overseas?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What type of food from China is typically served in restaurants overseas?",Sweet and Sour Pork,pers-3
New-in-33,What region in China is usually associated with mining?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What region in China is usually associated with mining?",Shanxi Province,pers-3
New-in-34,What region in China is usually associated with oil?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What region in China is usually associated with oil?",Dongying in Shandong Province.,pers-3
New-in-62,What university in China is popular because of its engineering major? (Provide the official name.),"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What university in China is popular because of its engineering major? (Provide the official name.)",Tsinghua University (清华大学),pers-3
New-in-63,What university in China is popular because of its school of medicine? (Provide the official name.),"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What university in China is popular because of its school of medicine? (Provide the official name.)",Peking Union Medical College (北京协和医学院),pers-3
New-in-78,What is the most popular payment method in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular payment method in China?",Mobile payment platforms like Alipay and WeChat Pay.,pers-3
New-in-80,What is the most famous theme park in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most famous theme park in China?",The most famous theme park in China is Shanghai Disneyland.,pers-3
New-ko-01,What is the most popular children's animation that is commonly watched by kids in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular children's animation that is commonly watched by kids in China?",Pleasant Goat and Big Big Wolf (喜羊羊与灰太狼),pers-3
New-ko-02,What is the most popular prenatal education activity for pregnant women in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular prenatal education activity for pregnant women in China?",Listening to classical music.,pers-3
New-ko-03,What is the most popular children's song in China that families sing together?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular children's song in China that families sing together?","""两只老虎"" (Liǎng Zhī Lǎo Hǔ) - ""Two Tigers""",pers-3
New-ko-04,Which toys are most popular among boys in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which toys are most popular among boys in China?",Remote-controlled cars and LEGO sets.,pers-3
New-ko-05,Which toys are most popular among girls in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which toys are most popular among girls in China?",Barbie dolls.,pers-3
New-ko-06,What is the most popular folk tale in China that is typically told to children?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular folk tale in China that is typically told to children?","The most popular folk tale in China typically told to children is ""The Legend of the White Snake"" (白蛇传).",pers-3
New-ko-07,What is the customary symbol of condolence used at funerals in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the customary symbol of condolence used at funerals in China?",White chrysanthemum.,pers-3
New-ko-08,Where do university students in China tend to work part-time the most?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Where do university students in China tend to work part-time the most?",University students in China tend to work part-time in tutoring or teaching roles.,pers-3
New-ko-09,What are the most frequently practiced team-building activities in companies based in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What are the most frequently practiced team-building activities in companies based in China?","Team-building activities in companies based in China often include outdoor excursions, sports games, group dinners, karaoke sessions, and workshops or training sessions.",pers-3
New-ko-10,What are the most common activities people do as a side job in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What are the most common activities people do as a side job in China?","Teaching or tutoring, freelancing in various skills (like writing, graphic design, or programming), driving for ride-sharing services, and selling goods online.",pers-3
