id,en_question,score,true_answer,pred_answer,cos score
New-as-02,What is the most popular wheat-based food item in China?,5,"['dumplings', 'steamed bun', 'noodles', 'bread', 'baozi', 'steamed stuffed bun']",The most popular wheat-based food item in China is probably noodles.,0.470875949
New-as-05,What is the most typical drink offered to guests when they visit households in China?,5,"['coffee', 'bai', 'coke', 'white liquor', 'orange juice', 'tea', 'coconut milk', 'cola', 'soft drink', 'chinese spirits']",Tea,0.699600637
New-as-07,What is the most popular dish cooked with fish in China?,2,"['braised fish', 'steamed bass', 'sour cabbage fish', 'steamed seabass', 'sichuan boiled fish']",The most popular dish cooked with fish in China is Kung Pao Fish (宫保鱼).,0.511389017
New-as-14,What food do people from China like to eat during rainy weather?,5,"['noodle soup', 'hot pot', 'soup noodles and other warm foods']",Hot pot.,0.768940926
New-as-15,What drink is commonly consumed in China when the weather is hot?,4,"['mineral water', 'iced mung bean soup', 'bubble tea', 'herbal tea', 'milk tea', 'chilled mung bean soup', 'iced tea']",Green Tea,0.584852874
New-as-20,What is the most popular indoor sport in China?,5,"['e-sports', 'ping pong', 'table tennis', 'badminton']",Table tennis.,0.666050851
New-as-29,What sport do men in China like to watch?,5,"['basketball', 'ping pong', 'soccer', 'football', 'table tennis', 'badminton']",Table tennis,0.670946479
New-as-30,What sport do women in China like to watch?,5,"['ping pong', 'basketball', 'table tennis', 'swimming']","Women in China like to watch various sports, but the most popular and widely followed ones across the country include basketball (especially women's CBA and national team), volleyball (both women's volleyball and beach volleyball), table tennis (women's badminton), and gymnastics. These sports often have strong fan followings and are broadcasted frequently on television and online platforms.",0.261660427
New-as-58,What is the most popular beverage that people from China like to drink in their workplace?,5,"['coffee', 'bubble tea', 'coke', 'tea', 'milk tea', 'cola']",Tea,0.699600637
New-as-64,On which holiday do all family members tend to reunite in China?,5,"['mid-autumn festival', 'mid-autumn', 'qingming', 'lunar new year', 'chinese new year', 'spring festival', 'tomb-sweeping day']",Spring Festival (Chinese New Year),0.685939372
New-as-76,What traditional games do families play during traditional holidays in China?,3,"['jump rope', 'dou dizhu', 'chinese chess', 'shuttlecock kicking', 'mahjong', 'play mahjong']","Chinese families often play traditional games like Jiaodi (抢椅子), Tangram (七巧板), and Mahjong during traditional holidays in China.",0.48676011
New-as-80,What type of clothing do people from China wear during traditional festivals?,5,"['han-style clothing', 'new clothes', 'as usual', 'daily wear', 'hanfu', 'brightly colored clothes', 'qipao', 'cheongsam']","Qipao or Cheongsam for women, and traditional suits or Hanfu for men (during specific periods or performances).",0.489209473
New-as-89,What traditional festival accessories do people from China wear?,1,"['jade', 'jewelry made of jade', 'chinese knot', 'jade pendant', 'ethnic minority costumes', 'gold jewelry']",The Dragon Dance costume or the Red Envelopes (hongbao).,0.444419861
New-az-05,What is the most famous region for alcohol production in China?,1,"['guizhou', 'sichuan', 'maotai town, guizhou', 'shanxi']","The most famous region for alcohol production in China is Shandong, particularly known for its famous Baijiu, which is a type of Chinese liquor.",0.304749906
New-az-11,What fruit do people from China often eat in the summer season?,2,"['hami melon', 'apple', 'mangosteen', 'longan', 'peach', 'watermelon']",Mango,0.521862328
New-az-12,Which region in China is known for its seafood?,4,"['zhejiang', 'qinghai', 'shandong coastal area', 'coastal city', 'fujian', 'guangzhou']","The region in China known for its seafood is the Yangtze River Delta, particularly around Shanghai and the eastern coastal provinces such as Zhejiang, Fujian, and Shandong. This area has access to the Yellow Sea, East China Sea, and the South China Sea, making it abundant in marine resources.",0.420681983
New-az-21,Which region in China is the most popular skiing destination?,1,"['xinjiang keketuohai', 'harbin', 'jilin changbai mountain', 'jilin songhua lake', 'northeast']",Jiuzhaigou Valley,0.445368409
New-az-26,Who is the most popular martial arts player in China?,1,"['jet li', 'chang zhizhao', 'liu qinghua', 'wu jing']","As of my last update, the most popular martial arts player in China is generally considered to be Chen Si Hai, also known as Chen Jinghuai or ""The Martial Arts Grandmaster."" He is famous for his expertise in Chen-style Tai Chi, which originated from his grandfather Chen Wangting. However, popularity can change over time, so it's important to note that this might not be the current absolute answer, but Chen Si Hai is a significant figure in Chinese martial arts history and culture.",0.303522676
New-az-27,Which sport has been one of the fastest-growing in China over the last decade?,5,"['athletics', 'basketball', 'ping pong', 'soccer', 'skiing', 'football', 'table tennis', 'winter sports']",Table Tennis,0.6769045
New-az-39,Which country is the most popular destination for students from China studying abroad?,5,"['australia', 'united kingdom', 'uk', 'us', 'united states', 'usa', 'america']",United States,0.589192092
New-az-49,"How many people work in a typical family in China? (Provide Arabic numerals (e.g., 1) only.)",3,"['3', '2']",4-Jan,0.112738349
New-az-60,"In China, who takes care of kids when both parents are working?",5,"['elder', 'grandmother', 'grandparents', 'maternal grandmother', 'nursery', 'grandfather', 'kindergarten', 'paternal grandparents', 'nanny', 'elderly', 'maternal grandparents']","In China, when both parents are working, kids may be taken care of by grandparents, relatives, or hired nannies/babysitters, often in a daycare center or family-based childcare facilities.",0.360470593
New-az-69,What is the preferred alcoholic beverage for men from China?,4,"['bai', 'erguotou', 'beer', 'white liquor', 'chinese spirits']","The preferred alcoholic beverage for men in China is often considered to be baijiu, which is a strong traditional Chinese liquor made from grains such as sorghum or wheat.",0.427784175
New-az-70,What is the preferred alcoholic beverage for women from China?,3,"['bai', 'cocktail', 'milk beer', 'white liquor', 'red wine', 'rio', 'chinese spirits']","There is no definitive answer to this question as individual preferences vary, and it's not accurate to generalize the preferred alcoholic beverage for all women in China. However, some popular Chinese alcoholic beverages include baijiu (a strong grain alcohol), wine (such as Yellow or Red Wine), and soju (a Korean-influenced spirit that is also consumed in China). Women might prefer these options just like men, but personal taste plays a significant role.",0.431816369
New-az-73,"How many people on average typically attend a wedding in China? (Provide Arabic numerals (e.g., 1) only.)",5,"['500', '100', '30', '200', '150']",The average number of people attending a wedding in China is approximately 200 guests.,0.358906537
New-ch-01,What kind of meat do people usually eat when they have barbecue in China?,5,"['pork', 'lamb', 'pork belly', 'chicken', 'beef']",Pork,0.753325045
New-ch-02,"When do people usually have breakfast in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)",4,"['07:00', '07:30', '08:00']",07:00 - 09:00,0.69467181
New-ch-04,What kinds of food do people usually eat for late-night snacks in China?,3,"['crawfish', 'barbecue', 'fried rice noodles', 'instant noodles', 'kebabs', 'skewers']","Dumplings, noodles, mooncakes, fried rice, and snacks like yogurt, fruit, or crispy snacks are commonly eaten for late-night snacks in China.",0.378839791
New-ch-05,What is the most famous spicy dish in China?,5,"['spicy chicken', 'hot pot', 'spicy hot pot', 'mapo tofu', 'stir-fried pork with chili peppers']",Mapo Tofu,0.826547503
New-ch-07,What food items do people typically pair with hard liquor in China?,3,"['peanut', 'pork', 'steamed bun', 'peanuts', 'braised food', 'braised meat', 'beef']","In China, people typically pair hard liquor with small dishes or snacks called ""dim sum"" or ""xiao chi,"" which include items like steamed dumplings, bite-sized meat and vegetable pies, seafood, and various cooked vegetables. These light and flavorful foods complement the strong flavors of hard liquor.",0.262924075
New-ch-08,What seasoning is indispensable in cooking in China?,5,"['soy sauce', 'monosodium glutamate', 'msg', 'sugar', 'salt']",SALT,0.674010396
New-ch-09,What food do people typically consume when the weather is cold in China?,5,"['sweet rice balls', 'dumplings', 'glutinous rice balls', 'hot pot', 'beef soup', 'lamb soup', 'tangyuan', 'mutton soup']",Hot pot.,0.768940985
New-ch-13,What is the most famous alcohol brand in China?,5,"['moutai', 'moutai liquor', 'wuliangye']","The most famous alcohol brand in China is Moutai, specifically referring to the Moutai茅台 (Moutai Distillery) baijiu, a highly regarded Chinese liquor.",0.574546874
New-ch-14,What foods do people usually eat when they are sick in China?,5,"['porridge', 'chicken soup']","In China, when people are sick, they often consume foods that are believed to be soothing, easy to digest, and help with recovery. Some common dishes include:

1. Congee (粥): A type of rice porridge, usually with ginger, chicken, or other ingredients for warmth and nutrition.
2. Chicken soup: Similar to the Western version, chicken soup is considered to have healing properties.
3. Soft-boiled eggs: High in protein and easy to digest.
4. Steamed vegetables: Light and nutritious, like steamed spinach or broccoli.
5. Herbal tea: Such as ginger tea, chrysanthemum tea, or peppermint tea for soothing the stomach.
6. Mashed potatoes or yams: Comforting and gentle on the digestive system.
7. Noodles: Served in a clear broth or with simple toppings like scrambled eggs or vegetables.
8. Light soups: Like egg drop soup or winter melon soup, which are believed to have health benefits.
9. Fruits: Soft and easy-to-digest fruits like bananas, apples, or watermelon.

These foods are chosen for their perceived ability to nourish the body, provide comfort, and promote healing without causing further stress on the digestive system.",0.423894167
New-ch-15,What prepared/ready-to-eat food do people typically buy at supermarkets in China?,4,"['zongzi', 'boxed meals', 'dumplings', 'snail noodles', 'frozen dumplings', 'luosifen', 'instant noodles', 'vegetarian chicken']","Ready-to-eat food that people typically buy at supermarkets in China includes baozi (steamed buns), rice dumplings (zongzi), congee (rice porridge), preserved eggs (jidan), instant noodles, snack foods like dried fruits and nuts, pre-cooked meals (hot pot ingredients or pre-assembled stir-fry sets), and various pre-packaged dim sum.",0.377348632
New-ch-16,What is the most famous sports-related movie in China?,1,"['woman basketball player no. 5', 'leap', ""women's volleyball number 1"", 'to the fore']","The most famous sports-related movie in China is ""Crouching Tiger, Hidden Dragon"" (卧虎藏龙), directed by Ang Lee. Although not strictly a sports movie, it features martial arts and gained significant international acclaim, including an Academy Award for Best Foreign Language Film.",0.077385522
New-ch-17,What extreme sport do people generally wish to try the most in China?,5,"['bungee jumping', 'diving', 'parachuting', 'rock climbing']",Bungee jumping,0.738469362
New-ch-18,Which track and field event is the most popular to watch during competitions in China?,1,"['sprint', '400 meters', 'hurdling', '800 meters', '400-meter relay race', '100 meters']",The most popular track and field event to watch during competitions in China is the Long Jump.,0.300890446
New-ch-19,Which gymnastics event is the most popular to watch during competitions in China?,3,"['balance beam', 'vault', 'rhythmic gymnastics', 'parallel bars', 'floor exercise']","The most popular gymnastics event to watch during competitions in China is usually the women's artistic gymnastics, particularly the individual all-around competition. This event showcases a combination of floor exercise, balance beam, uneven bars, vault, and floor exercise, where Chinese gymnasts have historically performed exceptionally well and have captured numerous medals at both national and international levels.",0.35426414
New-ch-23,Who is the most famous table tennis player in China?,5,"['ma long', 'xu xin', 'kong linghui', 'deng yaping']",Ma Long,0.719458044
New-ch-26,"In the Winter Olympics, which event is the most popular to watch in China?",5,"['skiing', 'curling', 'short track speed skating', 'figure skating']",Figure Skating,0.701235354
New-ch-27,Who is the most famous boxer in China?,1,"['zou shiming', 'zhang weili', 'zhang zhilei']",Muhammad Ali,0.242695674
New-ch-30,Who is the most famous track and field athlete in China?,5,"['liu xiang', 'wang junxia', 'su bingtian']",Liu Xiang,0.709291995
New-ch-31,What job do parents most hope their children will pursue in China?,3,"['civil servant', 'teacher', 'engineer', 'lawyer', 'doctor', 'software engineer']","In China, parents often hope their children will pursue a career in STEM fields (Science, Technology, Engineering, and Mathematics) due to the high demand, good job prospects, and perceived prestige associated with these areas. However, the answer can vary depending on individual family values and cultural shifts, but STEM is a commonly mentioned aspiration.",0.184823021
New-ch-32,What office software do people typically use in the workplace in China?,5,"['wechat', 'microsoft office', 'wps', 'microsoft']","Microsoft Office (specifically Microsoft Word, Excel, PowerPoint, and Outlook) is widely used in the workplace in China, along with local software like WPS Office for some users.",0.36709547
New-ch-38,Which cities or regions are known for their import and export activities in China?,4,"['qingdao', 'dongguan', 'shenzhen', 'zhuhai', 'shandong peninsula', 'guangzhou', 'shanghai']","Shanghai, Guangzhou, Hong Kong, Shenzhen, Ningbo, Qingdao, Tianjin, and the Pearl River Delta region are known for their significant import and export activities in China.",0.352456301
New-ch-39,What platform is commonly used in the e-commerce industry in China?,3,"['pinduoduo', 'taobao', 'jd.com']","Alibaba (including Taobao, Tmall, and others) is commonly used in the e-commerce industry in China.",0.42900914
New-ch-44,"How long is the typical probation period for new employees before signing a formal contract in China? (e.g., 1 month).",2,"['one month', '3 months', '1 month']",6 months,0.521352112
New-ch-45,Which industries do young people typically choose to start businesses in China?,3,"['internet', 'self-media', 'catering', 'information technology', 'it industry', 'technology', 'restaurant']","Technology, e-commerce, and retail are industries that young people typically choose to start businesses in China.",0.25050661
New-ch-49,What is the most common way for family members to communicate remotely in China?,5,['wechat'],WeChat,0.688943684
New-ch-51,What form of accommodation is typically booked for family trips in China?,2,"['hotel', 'express hotel', 'budget hotel', 'homestay']",Family trips in China are typically booked in family rooms or suites.,0.327894419
New-ch-54,Which fruit is usually prepared the most for family dinners in China?,1,['apple'],Mandarin Orange (oranges),0.2626836
New-ch-64,"How many hours of classes do university students typically have per week in China? (Provide Arabic numerals (e.g., 1) only.)",2,"['8', '25', '20', '21', '9', '10']",16,0.337853551
New-ch-66,"What is the typical tuition fee per semester for public high schools in China?  (Provide Arabic numerals (e.g., 1) only.)",1,"['1000', '2000', '5000']","The tuition fee per semester for public high schools in China is generally very low or free, as education is provided almost entirely by the government. Therefore, the answer is 0.",0.125653386
New-ch-70,What compulsory courses do university students have in common in China?,2,"['marxism', 'ideology and politics', 'marxismus', 'pe', 'physical education', 'sports', 'college english', 'ideological and political education', 'english']","In China, university students typically have compulsory courses in common that cover general education subjects such as Chinese language, mathematics, philosophy, history, and natural science (often including physics, chemistry, and biology) during their first few years. These courses aim to provide a broad foundation for students across different majors.具体内容 may vary slightly among institutions and disciplines.",0.182870582
New-ch-71,"What is the average class size in high schools in China? (Provide Arabic numerals (e.g., 1) only.)",3,"['60', '40', '35', '50']",The average class size in high schools in China is approximately 45 students.,0.213839173
New-ch-72,Which major is considered most conducive to employment in China?,5,"['engineering', 'law', 'economy', 'medicine', 'finance', 'computer science']","Answer: Engineering, particularly in fields such as electronics, mechanical, or civil engineering, is generally considered most conducive to employment in China due to the country's focus on manufacturing and infrastructure development.",0.28413862
New-ch-73,What type of clubs are most popular among university students in China?,3,"['dance', 'street dance club', 'sports', 'badminton club', 'guitar']","The most popular types of clubs among university students in China are generally sports clubs, language clubs, cultural and artistic clubs (e.g., music, drama), academic clubs (e.g., science, technology, entrepreneurship), and student organizations related to their majors or professional interests.",0.271929771
New-ch-74,What types of accommodation do university students in China typically live in?,5,"['6-person dormitory', 'student dormitory', 'student accommodation', 'dormitory', '4 people', 'apartment']",University students in China typically live in dormitories on campus.,0.576392412
New-ch-75,"How long is each class period for middle school students in China (minutes)?  (Provide Arabic numerals (e.g., 1) only.)",5,"['45', '40']",45,0.765916228
New-ch-78,What leisure activities do retired women typically like in China?,4,"['square dancing', 'square dance', 'kick shuttlecock', 'play mahjong', 'tourism', 'travel']","Retired women in China typically enjoy various leisure activities, such as gardening, Tai Chi, Chinese calligraphy, embroidery, square dancing, reading, playing Mahjong, cooking, and participating in social clubs or community events.",0.358011305
New-ch-79,What leisure activities do retired men typically like in China?,4,"['practice tai chi', 'play chess', 'square dancing', 'browse the internet', 'go online', 'surf the internet', 'fishing', 'tourism', 'travel']","Gardening, chess, reading, Tai Chi, playing Mahjong, traveling, and participating in community activities are commonly enjoyed by retired men in China.",0.283337981
New-ch-80,"During which holidays do people typically visit religious sites (temples, churches, etc.) in China?",5,"['christmas', 'double ninth festival', 'lunar new year', 'the fifteenth day of the lunar month', ""buddha's birthday"", 'chinese new year', 'qingming festival', 'the first day of the lunar new year', 'spring festival', 'tomb-sweeping day', 'the first day of the month']","In China, people typically visit religious sites during the Chinese New Year, Spring Festival, and other significant Buddhist holidays such as Buddha's Birthday (Sakyamuni Buddha's Birthday) and the Lunar New Month. Additionally, some may also visit during traditional festivals like Qingming Festival (Tomb Sweeping Day) and Mid-Autumn Festival, which can have cultural or religious significance for some.",0.391227305
New-ch-81,What are the typical housewarming gifts in China?,4,"['cash gift', 'flower', 'cash', 'plant', 'bedding', 'fruit basket', 'tableware', 'tea set']","In China, typical housewarming gifts include red envelopes (hongbao) with money, decorative items like paintings, calligraphy scrolls, vases, chopsticks, tea sets, fruit baskets, or kitchenware such as a pot or a set of bowls. These gifts symbolize prosperity, good luck, and well wishes for the new home.",0.329007357
New-ch-82,"At what time do weddings typically start in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)",5,"['12:00', '17:00', '19:00', '18:18']",12:00,0.78490752
New-ch-83,Which city in China hosts festivals the most?,2,"['shenzhen', 'beijing', 'shanghai']","There is no single answer to this question as the festival culture in China is diverse and various cities host numerous events throughout the year. Some well-known cities for festivals, such as Chengdu for its International Panda Festival and Hangzhou for the Dragon Boat Festival, but claiming one city as the ""most"" would be subjective. Each city has its own unique festivals, making it difficult to identify a clear winner.",0.249284849
New-ch-84,What color of clothing do people typically wear when attending weddings in China?,5,['red'],答案: Red,0.671117187
New-ch-85,What color of clothing do people typically wear when attending funerals in China?,5,"['white', 'black']",Black.,0.687328875
New-en-01,Which snack is eaten in the cinema in China?,5,"['popcorn', 'bubble tea', 'coke', 'milk tea', 'cola', 'starch sausage']",Popcorn.,0.702002585
New-en-02,What is the most popular chip/crisp flavour in China?,3,"['cucumber', 'spicy and numbing', 'cucumber flavor', 'original flavor']",The most popular chip/crisp flavor in China is Pringles Original (经典原味).,0.426976532
New-en-04,Who is a popular celebrity chef in China?,1,"['huang lei', 'nicholas tse', 'gang wang', 'lei huang', 'shi zhengliang', 'wang gang', 'zhengliang shi']",A popular celebrity chef in China is Gong Linna.,0.261973768
New-en-05,Which food is a cost-effective and quick meal option in China?,2,"['porridge', 'steamed bun', 'soy milk', 'shaxian delicacies', 'instant noodles', 'fried dough stick', 'steamed stuffed bun']",Rice Noodles (拉面或刀削面),0.479023993
New-en-07,What are the most popular cooking shows in China?,3,"['chef wang teaches you', 'a bite of china', 'chinese restaurant', 'chef nic']","There are several popular cooking shows in China, but some of the most well-known and influential ones include:

1. ""A Bite of China"" (舌尖上的中国)
2. ""MasterChef China""
3. ""China's Got Talent: Cooking Edition"" (中国达人秀：厨师篇)
4. ""Supper Nanny China"" (中国超能煮妇)
5. ""Chinese Food Dictionary"" (中华小当家)

Please note that popularity may change over time and new shows might emerge, but these have been popular at various points.",0.376151383
New-en-08,What is the most popular chocolate brand in China?,1,"['ferrero', 'dove', 'good times']","The most popular chocolate brand in China is Mars, specifically its brand Milky Way.",0.261405975
New-en-10,What is the most eaten cheese in China?,1,"['mozzarella', 'cheese stick', 'white cheese', 'sheep cheese']","The most commonly consumed cheese in China is probably Cheddar or a similar Western-style cheese, as it has become more popular in recent years due to increased availability and westernization of diets. However, traditional Chinese dairy products like fresh milk cheese (如农家奶酪) and processed cheeses like chive cheese (韭菜花奶酪) are still more widely consumed among locals.",0.394204319
New-en-11,What is the most disliked vegetable in China?,1,"['broccoli', 'momordica charantia', 'bean sprouts']","The most disliked vegetable in China is often considered to be Chinese cabbage, particularly the napa cabbage variety (圆白菜 or 扁头 cabbage). However, taste preferences can vary, and this might not be universally true for everyone.",0.252764881
New-en-12,What food is most commonly found in food courts in China?,3,"['shengjian', 'roasted sausage', 'skewers', 'grilled squid', 'braised chicken with rice', 'noodles', 'barbecue', 'kebabs', 'stinky tofu', 'pan-fried bun']",Rice and Noodles,0.608153462
New-en-17,What are the most common cheering tools used by sports fans in China?,4,"['toy horn', 'banner', 'gongs and drums']","The most common cheering tools used by sports fans in China include cowbells, inflatable rafts, and various types of noisemakers such as air horns, vuvuzelas, and旗帜. Fans also use chanting, singing, and traditional Chinese instruments like gongs and drums to support their teams.",0.346441686
New-en-18,What do fans bring with them when attending a live game in China?,3,"['banner', 'telescope', 'water', 'national flag', 'camera', 'snacks', 'whistle']"," Fans, often referring to sports fans, typically bring items such as team flags, jerseys, noise makers (e.g., horns or vuvuzelas), and sometimes face masks or ponchos if there is a risk of rain or cold weather. They may also carry food and drinks, but this can vary depending on venue policies.",0.176600084
New-en-19,What is the most well known sporting stadium in China?,5,"['the national stadium', 'beijing national stadium', 'beijing workers stadium', ""bird's nest""]","The most well-known sporting stadium in China is the National Stadium, also known as the Bird's Nest, located in Beijing.",0.632484496
New-en-23,Who is the most famous Paralympian in China?,1,"['dong qiming', 'zheng peng', 'hou bin']","The most famous Paralympian in China is Liu Wei, also known as ""Ping Pong King of the Wheelchair."" He is a table tennis player who has won multiple gold medals at the Paralympic Games.",0.223351359
New-en-26,What is the best recognized sporting chant in China?,1,"['go go', 'china team', 'go china', 'you can do it', 'chinese team', 'go for it', 'cheer up', 'come on']","The best recognized sporting chant in China is likely ""Glorious Sun Hsing, Unbeatable Power!"" (汉语：雄狮斗志，所向披靡), which is often chanted by fans of the Chinese national soccer team, particularly during international matches. This chant signifies support and strength for the team.",0.448158979
New-en-38,Which industries are known for more flexible working hours in China?,4,"['internet', 'self-media', 'it', 'software engineer', 'programmer', 'we media', 'freelancer']","Technology, Internet, and Creative Industries.",0.483164847
New-en-41,Who is the most well known and successful entrepreneur in China?,5,"['lei jun', 'ren zhengfei', 'liu qiangdong', 'jack ma', 'pony ma']",Jack Ma,0.695502937
New-en-47,What can typically be found in the back garden of houses in China?,5,"['vegetable garden', 'vegetables', 'brick', 'vegetable jar', 'soil', 'grass', 'vegetable planting area', 'fruit', 'earth']","Typically, a vegetable garden or a small plot for growing plants and herbs can be found in the back garden of houses in China.",0.414998263
New-en-49,What is the name of the most famous family in China?,1,"['aisin gioro', 'li ka-shing', 'stanley ho', 'stanley ho hung-sun', 'ho hung san, stanley']","The most famous family in China is often referred to as the ""Zhou Dynasty"" (周朝), as it is considered the first imperial dynasty in Chinese history, dating back to around 1046 BCE. However, if we are talking about a prominent modern family, the royal family of China no longer exists, so a more contemporary reference might be the ""Wang Family"" or ""Wáng Jiā"" (王子), which could include the descendants of China's last emperor, Pu Yi. Note that the term ""most famous"" can be subjective, but the Zhou Dynasty holds a significant historical place.",0.119025126
New-en-50,What is the most common family name in China?,5,"['chen', 'zhao', 'li', 'wang', 'zhang']",The most common family name in China is Wang.,0.506734967
New-en-55,Which religion is most commonly practiced by families in China?,5,"['islam', 'taoism', 'buddhism', 'no religion', 'christianity']", Buddhism,0.634036064
New-en-56,What is the most popular foreign language spoken by families in China?,5,['english'],"The most popular foreign language spoken by families in China, particularly for children, is often English. This is due to its global importance, educational value, and increasing need for international communication in various fields.",0.188156888
New-en-59,Which country is the most popular destination for families from China to emigrate to?,5,"['australia', 'united kingdom', 'uk', 'us', 'canada', 'united states', 'usa', 'america']",The United States,0.569932938
New-en-68,What repercussions are there for bad behavior in schools in China?,4,"['summon parents', 'drop out', 'record a demerit', 'write a self-criticism', 'call parents', 'disciplinary warning', 'academic probation', 'discipline', 'expulsion from school', 'disciplinary probation', 'warning', 'expel from school', 'punishment', 'corporal punishment']","In China, bad behavior in schools can result in various repercussions, including verbal warnings, written reprimands, detention, counseling, or in severe cases, suspension or expulsion from school. The disciplinary actions taken depend on the severity of the misbehavior and the school's policies. Additionally, parents may be informed and may face social stigma or responsibility for their child's actions.",0.446589381
New-en-69,Which writers are commonly studied in literature class in China?,3,"['lu xun', 'lao she']","Laozi, Confucius, Mo Yan, Lu Xun, and several other prominent Chinese authors are commonly studied in literature classes in China.",0.370208323
New-en-70,"How many school breaks are there in a year for high schools in China? (Provide Arabic numerals (e.g., 1) only.)",5,"['4', '3', '2']",2,0.563979983
New-en-72,Which online resource do students usually use to study in China?,3,"['yuanfudao', 'netease open courses', 'cnki', 'china national knowledge infrastructure', 'bilibili online course', 'baidu', 'mooc', 'massive open online course', 'bilibili']","Jiandan Toutiao (JustAnswer) is not an appropriate platform to answer this question as it is a Q&A site and not a source for providing general information. However, based on common knowledge, Chinese students often use resources like Baidu Baike (Chinese Wikipedia), Zhihu (Chinese version of Quora), and Jiaoyu360 or Kuaixuekaoshi (education-related websites) for studying online in China.",0.391864926
New-en-75,"What is the average length of a semester in terms of weeks of teaching at universities in China? (Provide Arabic numerals (e.g., 1) only.)",1,"['16', '15', '18', '20']",4,0.258439779
New-en-76,Which airport in China is the busiest during the holiday season?,5,"['capital airport', 'beijing daxing', 'hongqiao airport', 'shanghai pudong international airport', 'shanghai pudong', 'beijing capital airport']",The busiest airport in China during the holiday season is Beijing Capital International Airport (PEK).,0.593082368
New-en-79,Which region of China is well known for its theatrical performances?,5,"['anhui', 'beijing', 'henan', 'hubei huangmei', 'sichuan']","答案：Beijing, particularly known for the Beijing Opera (Peking Opera).",0.512186646
New-en-87,What is the most famous historic landmark in China?,5,"['great wall', 'terracotta warriors', 'forbidden city']",The Great Wall of China.,0.67024231
New-en-90,What is the most famous hotel brand in China?,5,"['home inns', 'sheraton', 'home inn', 'hilton']","The most famous hotel brand in China is likely the ""Hilton Hotels & Resorts.""",0.492848575
New-gr-05,What is the most popular grab-and-go breakfast option in China?,2,"['kentucky fried chicken', ""mcdonald's"", 'soy milk', 'rice noodle roll', 'steamed bun', 'fried dough sticks', 'kfc', 'cheung fun', 'bread', 'steamed vermicelli roll', 'glutinous rice ball', 'milk']","The most popular grab-and-go breakfast option in China is likely Jianbing, also known as Chinese crepe or egg roll.",0.31192255
New-gr-06,What is the most popular food in China among young people?,4,"['kentucky fried chicken', ""mcdonald's"", 'fast food', 'snail noodles', 'bubble tea', 'kfc', 'hot pot', 'luosifen', 'milk tea']","The most popular food in China among young people is difficult to pinpoint as it varies by region and personal preferences. However, some popular dishes nationwide include spicy Sichuan cuisine, Kung Pao chicken, Xiao Long Bao (soup dumplings), fried rice, noodles like担担面 or刀削面, and street foods like Jianbing (Chinese crepes) and barbecue. Fast food chains like McDonald's and KFC are also widely consumed, particularly among younger demographics.",0.302564532
New-gr-08,What type of alcoholic drink is most commonly consumed at festivals in China?,4,"['huangjiu', 'bai', 'yellow wine', 'beer', 'white liquor', 'chinese spirits']","The most commonly consumed alcoholic drink at festivals in China is baijiu, which is a traditional Chinese spirit made from grains such as sorghum, wheat, or rice.",0.459862173
New-gr-13,What is the most common morning drink in China?,1,"['soy milk', 'milk']",Tea.,0.348774493
New-gr-15,What is the most popular traditional dessert in China?,5,"['sweet rice balls', 'glutinous rice balls', 'mooncake', 'shaved ice', 'shaved snow', 'daoxiangcun', 'tangyuan', 'osmanthus cake', 'red bean bun']","The most popular traditional dessert in China is often considered to be mooncakes, particularly during the Mid-Autumn Festival.",0.512671471
New-gr-21,What is the most popular racket sport in China?,5,"['ping pong', 'table tennis', 'badminton']",Table tennis.,0.666050792
New-gr-24,What is the most popular track and field sport in China?,1,"['hurdling', '110m hurdles', 'high jump', 'running', '100m hurdles']",The most popular track and field sport in China is Long Jump.,0.365673333
New-gr-29,Which international sporting event is the most popular in China?,4,"['china open', 'olympic games', 'nba', 'world cup', 'national basketball association']","The most popular international sporting event in China is the Summer Olympics, particularly the Beijing Olympics which took place in 2008.",0.365395814
New-gr-47,"How long (in minutes) are typical work breaks in China, excluding lunch and dinner breaks? (Provide Arabic numerals (e.g., 1) only.)",5,"['120', '15', '60', '30', '10']","The length of typical work breaks in China, excluding lunch and dinner breaks, is usually 10 minutes.",0.198989198
New-gr-58,Which job is considered underpaid in China?,3,"['physical labor jobs', 'builder', 'temporary worker', 'saleswoman', 'teacher', 'salesman', 'labourer', 'salesperson', 'construction worker', 'cleaner', 'farmer']","It is difficult to pinpoint a single job as ""underpaid"" in China, as various factors such as industry, location, experience, and skill level influence salaries. Generally, low-skilled manual labor jobs or those in less developed regions may be considered lower paid compared to other sectors like technology, finance, or high-demand professions in major cities. However, it's essential to note that the overall living costs and cost of living adjustments also play a role in determining whether a salary is perceived as underpaid.",0.289780647
New-gr-76,What is the most common food served during Easter in China?,1,['apple'],"The most common food served during Easter in China is not a specific dish, as Easter is not a major holiday in Chinese culture. However, traditional Chinese holiday meals may include elements like mooncakes (usually associated with Mid-Autumn Festival), dumplings, or family gatherings with a variety of Chinese cuisine. There isn't a particular dish that is exclusively associated with Easter celebrations in China.",0.009646916
