id,en_question,score,true_answer,pred_answer,reason
Ne-ar-39,What is the cheapest fast food in China?,3,"['rice bowl', 'steamed bun', 'shaxian delicacies', 'noodles', 'rice with toppings']",Street food like Baozi or Jianbing,"The predicted answer 'Baozi' is somewhat related as it is similar to 'steamed bun', and 'Jianbing' is a type of street food, which is a common cheap fast food in China. However, neither matches the true answers exactly or through normalization."
Ne-ar-43,What do people usually have with tea in China?,5,"['fruit', 'melon seeds', 'seeds', 'dim sum', 'candied fruit', 'sunflower seeds', 'cookies', 'preserved fruit', 'snacks', 'biscuit', 'fruits']",Dim sum,"The predicted answer 'Dim sum' matches one of the true answers exactly, so it receives the highest score."
Ne-ar-44,What do people have with coffee in China?,2,"['milk', 'bread', 'coffee mate', 'cake']",cookies,"The predicted answer 'cookies' is weakly related to the true answers as both are food items that can be consumed with coffee, but it does not match any of the true answers directly or through normalization."
New-am-02,What is the most popular traditional food in China?,5,"['sweet rice balls', 'tangyuan', 'glutinous rice balls', 'dumplings', 'rougamo', 'roujiamo']",Dumplings,The predicted answer 'Dumplings' matches one of the true answers exactly.
New-am-04,What is the most popular dipping sauce in China?,5,"['lao gan ma', 'soy sauce', 'sesame oil', 'vinegar', 'bean paste sauce', 'sesame sauce']",Soy sauce,The predicted answer 'Soy sauce' matches one of the true answers exactly.
New-am-08,What food is most often consumed during Christian fasting in China?,1,[],rice,"The predicted answer 'rice' does not match any true answers, as the true answers list is empty. There is no basis for comparison, making the predicted answer unrelated or incorrect."
New-am-15,What food is usually prepared when mothers give birth in China?,4,"['pork knuckle', 'crucian carp soup', 'milk powder', 'fish soup', 'chicken soup', 'noodles', 'pork shank', 'porridge']",Chicken soup with Chinese herbs,"The predicted answer 'chicken soup with Chinese herbs' is very similar to the true answer 'chicken soup'. The addition of 'Chinese herbs' is a specific variation of 'chicken soup', which aligns with the sub-category match rule."
New-am-27,Who is the most popular female sportperson in China?,5,"['li na', 'guo jingjing', 'deng yaping', 'sun yingsha', 'zhu ting', 'eileen gu', 'chen yufei', 'fu yuanhui']",Li Na,The predicted answer 'Li Na' matches one of the true answers 'li na' under case-insensitive comparison.
New-am-34,Where do most elementary school students prepare for their exams in China?,5,"['library', 'school', 'training class', 'tutoring class', 'home', 'cram school']",At home or in tutoring centers.,The predicted answer 'At home or in tutoring centers' matches the true answers 'home' and 'tutoring class' after normalization and lemmatization.
New-am-41,"In China, at which grade level do students take their first national-level examination?",1,"['12th grade', 'last year of high school', 'final year of high school', '12']",Grade 9,"The predicted answer 'Grade 9' is unrelated to the true answers, which indicate the examination occurs in the final year of high school, equivalent to 12th grade."
New-am-53,Which region in China is widely known for its coffee/tea industry?,5,"['yunnan', 'anhui', 'hangzhou', ""fujian's tea"", 'zhejiang', 'henan']",Yunnan Province,The predicted answer 'Yunnan Province' matches the true answer 'yunnan' after case-insensitive comparison.
New-am-54,Which region in China is widely known for its livestock industry?,5,"['xinjiang', 'tibet', 'inner mongolia', 'henan']",Inner Mongolia,"The predicted answer 'Inner Mongolia' matches one of the true answers exactly, indicating an identical or essentially the same meaning."
New-am-59,What is the main occupation of people living in deserts in China?,5,"['raise camels', 'environmental protection', 'farmer', 'herdsman', 'farming', 'tourism']",Herding and farming,The predicted answer 'Herding and farming' matches the true answers 'herdsman' and 'farming' after normalization and lemmatization.
New-am-60,Which animal is typically used for transportation in China?,5,['horse'],horse,The predicted answer 'horse' matches the true answer 'horse' exactly under case-insensitive comparison.
New-am-72,What is the most popular comic book for children to read in China?,1,"['a shuai', 'shuke and beta', 'one hundred thousand whys']","""Doraemon""","The predicted answer 'Doraemon' is unrelated to the true answers 'a shuai', 'shuke and beta', and 'one hundred thousand whys'. There is no semantic or categorical similarity between the predicted and true answers."
New-am-73,What is the most popular YouTube channel for children in China?,1,[],YouTube is blocked in China.,"The predicted answer does not address the question about the most popular YouTube channel for children in China. Instead, it provides information about YouTube's accessibility in China, which is unrelated to the question."
New-am-74,What is the most popular talk show in China?,5,"['roast!', 'day day up', 'the jinxing show', 'rock & roast']","""The Jin Xing Show""",The predicted answer 'The Jin Xing Show' matches one of the true answers 'the jinxing show' under case-insensitive comparison.
New-am-77,What is the most famous religious holiday in China?,1,"['chinese new year', 'spring festival', 'lunar new year']",Buddha's Birthday,"The predicted answer 'Buddha's Birthday' is unrelated to the true answers 'Chinese New Year', 'Spring Festival', and 'Lunar New Year'. There is no semantic similarity or sub-category relationship between the predicted and true answers."
New-am-81,"What is the busiest month for weddings in China? (Provide Arabic numerals (e.g., 1) only.)",5,['10'],10,The predicted answer '10' matches the true answer '10' under case-insensitive comparison.
New-am-83,What is the most popular traditional musical instrument in China?,5,"['erhu', 'guzheng', 'drum', 'suona', 'guqin', 'pipa', 'flute']",Pipa,The predicted answer 'Pipa' matches one of the true answers exactly.
New-as-01,What is the main agricultural product produced in China?,5,"['tea leaves', 'grain', 'wheat', 'rice', 'soybean']",Rice,The predicted answer 'Rice' matches one of the true answers 'rice' under case-insensitive comparison.
New-as-02,What is the most popular wheat-based food item in China?,5,"['steamed bun', 'steamed stuffed bun', 'dumplings', 'noodles', 'baozi', 'bread']",Noodles,The predicted answer 'Noodles' matches one of the true answers exactly.
New-as-05,What is the most typical drink offered to guests when they visit households in China?,5,"['coke', 'coffee', 'tea', 'white liquor', 'orange juice', 'chinese spirits', 'cola', 'coconut milk', 'soft drink', 'bai']",Tea,The predicted answer 'Tea' matches one of the true answers 'tea' under case-insensitive comparison.
New-as-07,What is the most popular dish cooked with fish in China?,2,"['steamed seabass', 'sour cabbage fish', 'braised fish', 'sichuan boiled fish', 'steamed bass']",Sweet and Sour Fish,"The predicted answer 'Sweet and Sour Fish' is weakly related to the true answers as it is a dish cooked with fish, but it does not match any of the specific dishes listed in the true answers."
New-as-14,What food do people from China like to eat during rainy weather?,5,"['hot pot', 'noodle soup', 'soup noodles and other warm foods']",Hot soup or hot pot,"The predicted answer 'Hot soup or hot pot' includes 'hot pot' which matches one of the true answers exactly, and 'hot soup' is semantically similar to 'noodle soup' and 'soup noodles and other warm foods'."
New-as-15,What drink is commonly consumed in China when the weather is hot?,4,"['milk tea', 'iced mung bean soup', 'bubble tea', 'herbal tea', 'mineral water', 'iced tea', 'chilled mung bean soup']",Iced green tea,"The predicted answer 'Iced green tea' is a specific type of 'iced tea', which is one of the true answers. This falls under the sub-category match rule, warranting a high score."
New-as-20,What is the most popular indoor sport in China?,5,"['table tennis', 'e-sports', 'ping pong', 'badminton']",Table Tennis,The predicted answer 'Table Tennis' matches the true answer 'table tennis' under case-insensitive comparison.
New-as-29,What sport do men in China like to watch?,5,"['basketball', 'table tennis', 'football', 'soccer', 'ping pong', 'badminton']",Football and Basketball,The predicted answer 'Football and Basketball' matches two of the true answers: 'football' and 'basketball'.
New-as-30,What sport do women in China like to watch?,5,"['table tennis', 'basketball', 'ping pong', 'swimming']",Basketball,The predicted answer 'Basketball' matches one of the true answers 'basketball' under case-insensitive comparison.
New-as-58,What is the most popular beverage that people from China like to drink in their workplace?,4,"['milk tea', 'coke', 'coffee', 'bubble tea', 'tea', 'cola']",Green tea,"The predicted answer 'Green tea' is a specific type of the true answer 'tea', which makes it a sub-category match."
New-as-64,On which holiday do all family members tend to reunite in China?,5,"['tomb-sweeping day', 'mid-autumn festival', 'lunar new year', 'chinese new year', 'mid-autumn', 'qingming', 'spring festival']",Chinese New Year,"The predicted answer 'Chinese New Year' matches one of the true answers exactly, which is 'chinese new year', under case-insensitive comparison."
New-as-76,What traditional games do families play during traditional holidays in China?,5,"['mahjong', 'play mahjong', 'jump rope', 'chinese chess', 'shuttlecock kicking', 'dou dizhu']",Mahjong or Chinese Chess,The predicted answer 'Mahjong or Chinese Chess' matches the true answers 'mahjong' and 'chinese chess' after case-insensitive comparison.
New-as-80,What type of clothing do people from China wear during traditional festivals?,5,"['new clothes', 'cheongsam', 'brightly colored clothes', 'qipao', 'daily wear', 'hanfu', 'han-style clothing', 'as usual']",Traditional Hanfu or Qipao,The predicted answer 'Traditional Hanfu or Qipao' matches the true answers 'hanfu' and 'qipao' after normalization and lemmatization.
New-as-89,What traditional festival accessories do people from China wear?,2,"['jade pendant', 'jade', 'jewelry made of jade', 'chinese knot', 'gold jewelry', 'ethnic minority costumes']",traditional clothes,"The predicted answer 'traditional clothes' is weakly related to the true answers, as 'ethnic minority costumes' can be considered a type of traditional clothing. However, the other true answers focus on accessories like jade and jewelry, which are not covered by the predicted answer."
New-az-05,What is the most famous region for alcohol production in China?,5,"['sichuan', 'guizhou', 'maotai town, guizhou', 'shanxi']",Sichuan,The predicted answer 'Sichuan' matches one of the true answers 'sichuan' under case-insensitive comparison.
New-az-11,What fruit do people from China often eat in the summer season?,5,"['hami melon', 'watermelon', 'peach', 'longan', 'apple', 'mangosteen']",Watermelon,The predicted answer 'Watermelon' matches one of the true answers exactly.
New-az-12,Which region in China is known for its seafood?,3,"['guangzhou', 'coastal city', 'zhejiang', 'qinghai', 'fujian', 'shandong coastal area']",Guangdong Province,"Guangdong Province is somewhat related as it is a coastal region in China known for its seafood, similar to the true answers which include coastal cities and provinces like Fujian and Shandong. However, it does not directly match any of the true answers."
New-az-21,Which region in China is the most popular skiing destination?,2,"['northeast', 'harbin', 'jilin songhua lake', 'jilin changbai mountain', 'xinjiang keketuohai']",Yabuli,"The predicted answer 'Yabuli' is a specific skiing destination in the northeast region of China, which is related to the true answer 'northeast'. However, it does not match any of the true answers directly or through normalization, and it is not a sub-category of any of the true answers provided."
New-az-26,Who is the most popular martial arts player in China?,5,"['liu qinghua', 'chang zhizhao', 'wu jing', 'jet li']",Jet Li,The predicted answer 'Jet Li' matches one of the true answers exactly.
New-az-27,Which sport has been one of the fastest-growing in China over the last decade?,5,"['athletics', 'basketball', 'table tennis', 'football', 'winter sports', 'soccer', 'ping pong', 'skiing']",Basketball,"The predicted answer 'Basketball' matches one of the true answers exactly, satisfying the case-insensitive comparison rule."
New-az-39,Which country is the most popular destination for students from China studying abroad?,5,"['uk', 'australia', 'usa', 'united states', 'us', 'america', 'united kingdom']",United States,The predicted answer 'United States' matches one of the true answers 'united states' under case-insensitive comparison.
New-az-49,"How many people work in a typical family in China? (Provide Arabic numerals (e.g., 1) only.)",5,"['3', '2']",2,The predicted answer '2' matches one of the true answers '2' under case-insensitive comparison.
New-az-60,"In China, who takes care of kids when both parents are working?",5,"['grandmother', 'maternal grandmother', 'elderly', 'maternal grandparents', 'grandparents', 'nursery', 'elder', 'grandfather', 'kindergarten', 'paternal grandparents', 'nanny']",Grandparents,The predicted answer 'Grandparents' matches one of the true answers 'grandparents' under case-insensitive comparison.
New-az-69,What is the preferred alcoholic beverage for men from China?,4,"['beer', 'white liquor', 'chinese spirits', 'erguotou', 'bai']",Baijiu,"The predicted answer 'Baijiu' is a specific type of 'white liquor' or 'Chinese spirits', which are listed as true answers. This makes it a sub-category match, warranting a high score."
New-az-70,What is the preferred alcoholic beverage for women from China?,5,"['red wine', 'cocktail', 'milk beer', 'rio', 'white liquor', 'chinese spirits', 'bai']",Red wine,The predicted answer 'Red wine' matches one of the true answers 'red wine' under case-insensitive comparison.
New-az-73,"How many people on average typically attend a wedding in China? (Provide Arabic numerals (e.g., 1) only.)",5,"['30', '200', '500', '100', '150']",200,The predicted answer '200' matches one of the true answers exactly.
New-ch-01,What kind of meat do people usually eat when they have barbecue in China?,4,"['pork belly', 'chicken', 'lamb', 'pork', 'beef']",Lamb skewers,"The predicted answer 'Lamb skewers' is a specific type of 'lamb', which is one of the true answers. This matches the sub-category match rule, warranting a high score."
New-ch-02,"When do people usually have breakfast in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)",5,"['07:00', '07:30', '08:00']",07:00,The predicted answer '07:00' matches one of the true answers exactly.
New-ch-04,What kinds of food do people usually eat for late-night snacks in China?,4,"['instant noodles', 'fried rice noodles', 'barbecue', 'crawfish', 'skewers', 'kebabs']","Instant noodles, dumplings, and street barbecue.","The predicted answer includes 'instant noodles' which matches exactly, and 'street barbecue' which is a sub-category of 'barbecue'. 'Dumplings' are not mentioned in the true answers, but the other two items are relevant."
New-ch-05,What is the most famous spicy dish in China?,5,"['hot pot', 'spicy chicken', 'mapo tofu', 'spicy hot pot', 'stir-fried pork with chili peppers']",Mapo Tofu,The predicted answer 'Mapo Tofu' matches one of the true answers exactly.
New-ch-07,What food items do people typically pair with hard liquor in China?,4,"['beef', 'steamed bun', 'peanut', 'braised meat', 'pork', 'braised food', 'peanuts']",Peanuts and pickled vegetables,"The predicted answer 'peanuts and pickled vegetables' includes 'peanuts', which matches one of the true answers after normalization. 'Pickled vegetables' is not mentioned in the true answers, but the presence of 'peanuts' makes the answer very similar."
New-ch-08,What seasoning is indispensable in cooking in China?,5,"['salt', 'msg', 'sugar', 'soy sauce', 'monosodium glutamate']",Soy sauce,"The predicted answer 'Soy sauce' matches one of the true answers exactly, fulfilling the criteria for a score of 5."
New-ch-09,What food do people typically consume when the weather is cold in China?,5,"['sweet rice balls', 'tangyuan', 'dumplings', 'glutinous rice balls', 'hot pot', 'mutton soup', 'lamb soup', 'beef soup']",Hot pot or dumplings,The predicted answer 'Hot pot or dumplings' matches two of the true answers: 'hot pot' and 'dumplings'.
New-ch-13,What is the most famous alcohol brand in China?,5,"['wuliangye', 'moutai', 'moutai liquor']",Moutai,The predicted answer 'Moutai' matches one of the true answers 'moutai' under case-insensitive comparison.
New-ch-14,What foods do people usually eat when they are sick in China?,4,"['porridge', 'chicken soup']",Congee or noodle soup,"The predicted answer 'congee' is very similar to 'porridge', as congee is a type of porridge. 'Noodle soup' is somewhat related to 'chicken soup' as both are soups, but they are not the same. Overall, the predicted answer is very similar to the true answers."
New-ch-15,What prepared/ready-to-eat food do people typically buy at supermarkets in China?,5,"['instant noodles', 'vegetarian chicken', 'dumplings', 'luosifen', 'zongzi', 'frozen dumplings', 'boxed meals', 'snail noodles']","Instant noodles, dumplings, and baozi (steamed buns).","The predicted answer includes 'instant noodles' and 'dumplings', which match the true answers exactly. 'Baozi' is a type of dumpling, which also aligns with the true answers. Therefore, the predicted answer matches the true answers after normalization and lemmatization."
New-ch-16,What is the most famous sports-related movie in China?,2,"['to the fore', ""women's volleyball number 1"", 'woman basketball player no. 5', 'leap']","""Shaolin Soccer""","The predicted answer 'Shaolin Soccer' is a sports-related movie, but it does not match any of the true answers. It is weakly related as it falls under the category of sports movies, but it is not specifically mentioned in the true answers."
New-ch-17,What extreme sport do people generally wish to try the most in China?,5,"['parachuting', 'rock climbing', 'diving', 'bungee jumping']",Bungee jumping,The predicted answer 'Bungee jumping' matches one of the true answers exactly.
New-ch-18,Which track and field event is the most popular to watch during competitions in China?,4,"['400 meters', '800 meters', 'sprint', '100 meters', 'hurdling', '400-meter relay race']",100-meter sprint,"The predicted answer '100-meter sprint' is a specific type of 'sprint', which is one of the true answers. This falls under the sub-category match rule, warranting a high score."
New-ch-19,Which gymnastics event is the most popular to watch during competitions in China?,5,"['balance beam', 'floor exercise', 'parallel bars', 'vault', 'rhythmic gymnastics']",Balance Beam,The predicted answer 'Balance Beam' matches one of the true answers 'balance beam' under case-insensitive comparison.
New-ch-23,Who is the most famous table tennis player in China?,5,"['kong linghui', 'ma long', 'deng yaping', 'xu xin']",Ma Long,"The predicted answer 'Ma Long' matches one of the true answers exactly, fulfilling the criteria for a score of 5."
New-ch-26,"In the Winter Olympics, which event is the most popular to watch in China?",5,"['curling', 'skiing', 'figure skating', 'short track speed skating']",Short Track Speed Skating,The predicted answer 'Short Track Speed Skating' matches one of the true answers 'short track speed skating' under case-insensitive comparison.
New-ch-27,Who is the most famous boxer in China?,5,"['zou shiming', 'zhang weili', 'zhang zhilei']",Zou Shiming,The predicted answer 'Zou Shiming' matches one of the true answers 'zou shiming' under case-insensitive comparison.
New-ch-30,Who is the most famous track and field athlete in China?,5,"['wang junxia', 'liu xiang', 'su bingtian']",Liu Xiang,"The predicted answer 'Liu Xiang' matches one of the true answers exactly, fulfilling the criteria for a score of 5."
New-ch-31,What job do parents most hope their children will pursue in China?,5,"['doctor', 'civil servant', 'software engineer', 'lawyer', 'engineer', 'teacher']",Doctor or Lawyer,The predicted answer 'Doctor or Lawyer' matches two of the true answers: 'doctor' and 'lawyer'.
New-ch-32,What office software do people typically use in the workplace in China?,5,"['wechat', 'wps', 'microsoft office', 'microsoft']",Microsoft Office,The predicted answer 'Microsoft Office' matches one of the true answers 'microsoft office' under case-insensitive comparison.
New-ch-38,Which cities or regions are known for their import and export activities in China?,5,"['guangzhou', 'dongguan', 'shenzhen', 'qingdao', 'zhuhai', 'shandong peninsula', 'shanghai']","Shanghai, Guangzhou, and Shenzhen","The predicted answer includes Shanghai, Guangzhou, and Shenzhen, all of which are present in the true answers list after case-insensitive comparison."
New-ch-39,What platform is commonly used in the e-commerce industry in China?,3,"['jd.com', 'pinduoduo', 'taobao']",Alibaba,"The predicted answer 'Alibaba' is somewhat related as it is a major player in the e-commerce industry in China, similar to the true answers, but it does not directly match any of the true answers provided."
New-ch-44,"How long is the typical probation period for new employees before signing a formal contract in China? (e.g., 1 month).",5,"['3 months', '1 month', 'one month']",3 months,The predicted answer '3 months' matches one of the true answers '3 months' under case-insensitive comparison.
New-ch-45,Which industries do young people typically choose to start businesses in China?,4,"['information technology', 'it industry', 'self-media', 'restaurant', 'internet', 'technology', 'catering']","Technology, e-commerce, and food and beverage.","The predicted answer 'Technology' matches 'technology' from the true answers. 'E-commerce' is related to 'internet' and 'information technology', and 'food and beverage' is related to 'restaurant' and 'catering'. However, 'self-media' is not directly covered, so the match is very similar but not perfect."
New-ch-49,What is the most common way for family members to communicate remotely in China?,5,['wechat'],WeChat,The predicted answer 'WeChat' matches the true answer 'wechat' under case-insensitive comparison.
New-ch-51,What form of accommodation is typically booked for family trips in China?,4,"['express hotel', 'hotel', 'homestay', 'budget hotel']",Hotel rooms,"The predicted answer 'Hotel rooms' is very similar to the true answers 'hotel', 'express hotel', and 'budget hotel'. They all refer to types of hotels, which are common forms of accommodation. However, 'homestay' is not covered by the predicted answer."
New-ch-54,Which fruit is usually prepared the most for family dinners in China?,1,['apple'],oranges,The predicted answer 'oranges' is unrelated to the true answer 'apple'. There is no semantic similarity or sub-category relationship between the two fruits in the context of the question.
New-ch-64,"How many hours of classes do university students typically have per week in China? (Provide Arabic numerals (e.g., 1) only.)",5,"['20', '21', '8', '9', '25', '10']",20,The predicted answer '20' matches one of the true answers exactly.
New-ch-66,"What is the typical tuition fee per semester for public high schools in China?  (Provide Arabic numerals (e.g., 1) only.)",1,"['5000', '2000', '1000']",0,"The predicted answer '0' is unrelated to the true answers ['5000', '2000', '1000'] as it suggests no tuition fee, which is incorrect."
New-ch-70,What compulsory courses do university students have in common in China?,3,"['english', 'college english', 'pe', 'marxismus', 'marxism', 'physical education', 'ideological and political education', 'sports', 'ideology and politics']","Mandarin, PE","The predicted answer 'PE' matches 'physical education' and 'sports' after normalization, but 'Mandarin' does not match any of the true answers. The predicted answer is somewhat related as it partially overlaps with the true answers."
New-ch-71,"What is the average class size in high schools in China? (Provide Arabic numerals (e.g., 1) only.)",5,"['60', '40', '35', '50']",50,The predicted answer '50' matches one of the true answers exactly.
New-ch-72,Which major is considered most conducive to employment in China?,5,"['economy', 'computer science', 'law', 'finance', 'engineering', 'medicine']",Computer Science,The predicted answer 'Computer Science' matches one of the true answers exactly after case-insensitive comparison.
New-ch-73,What type of clubs are most popular among university students in China?,3,"['guitar', 'street dance club', 'dance', 'badminton club', 'sports']","Academic clubs, sports clubs, and arts clubs.","The predicted answer includes 'sports clubs', which is somewhat related to 'badminton club' and 'sports' from the true answers. 'Arts clubs' could be related to 'guitar' and 'dance', but the match is not direct. 'Academic clubs' do not match any true answers. Overall, the predicted answer is somewhat related to the true answers."
New-ch-74,What types of accommodation do university students in China typically live in?,5,"['6-person dormitory', 'student dormitory', 'dormitory', 'student accommodation', 'apartment', '4 people']",Dormitories,The predicted answer 'Dormitories' matches the true answer 'dormitory' after case-insensitive comparison and normalization.
New-ch-75,"How long is each class period for middle school students in China (minutes)?  (Provide Arabic numerals (e.g., 1) only.)",5,"['40', '45']",45,The predicted answer '45' matches one of the true answers exactly.
New-ch-78,What leisure activities do retired women typically like in China?,4,"['square dancing', 'kick shuttlecock', 'play mahjong', 'travel', 'square dance', 'tourism']","Playing Mahjong, practicing Tai Chi, and dancing in public squares.","The predicted answer includes 'playing Mahjong' which matches 'play mahjong' from the true answers, and 'dancing in public squares' which is very similar to 'square dancing' and 'square dance'. 'Practicing Tai Chi' is not directly mentioned but is a related leisure activity. Overall, the predicted answer is very similar to the true answers."
New-ch-79,What leisure activities do retired men typically like in China?,3,"['square dancing', 'travel', 'browse the internet', 'surf the internet', 'go online', 'tourism', 'fishing', 'practice tai chi', 'play chess']","Playing Mahjong, practicing Tai Chi, and bird keeping.","The predicted answer includes 'practicing Tai Chi', which matches 'practice tai chi' in the true answers. However, the other activities mentioned in the prediction, 'Playing Mahjong' and 'bird keeping', do not match any of the true answers. The prediction is somewhat related due to the inclusion of Tai Chi, but overall, it does not cover the majority of the true answers."
New-ch-80,"During which holidays do people typically visit religious sites (temples, churches, etc.) in China?",5,"['the first day of the month', 'the fifteenth day of the lunar month', 'tomb-sweeping day', 'double ninth festival', 'lunar new year', 'chinese new year', ""buddha's birthday"", 'christmas', 'the first day of the lunar new year', 'qingming festival', 'spring festival']","Chinese New Year, Qingming Festival","The predicted answer 'Chinese New Year, Qingming Festival' matches the true answers 'chinese new year' and 'qingming festival' under case-insensitive comparison."
New-ch-81,What are the typical housewarming gifts in China?,3,"['plant', 'cash', 'tea set', 'fruit basket', 'tableware', 'cash gift', 'flower', 'bedding']","Rice, oil, tea, or alcohol.","The predicted answer includes 'tea', which is somewhat related to 'tea set' in the true answers. However, the other items in the predicted answer (rice, oil, alcohol) do not match or closely relate to the true answers. Therefore, the overall semantic similarity is somewhat related."
New-ch-82,"At what time do weddings typically start in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)",1,"['19:00', '18:18', '17:00', '12:00']",09:00,"The predicted answer '09:00' does not match any of the true answers, which are in the afternoon or evening. The predicted time is unrelated to the typical wedding start times provided."
New-ch-83,Which city in China hosts festivals the most?,5,"['shenzhen', 'beijing', 'shanghai']",Shanghai,The predicted answer 'Shanghai' matches one of the true answers exactly.
New-ch-84,What color of clothing do people typically wear when attending weddings in China?,5,['red'],Red,The predicted answer 'Red' matches the true answer 'red' under case-insensitive comparison.
New-ch-85,What color of clothing do people typically wear when attending funerals in China?,5,"['white', 'black']",White or black,The predicted answer 'White or black' matches the true answers 'white' and 'black' after case-insensitive comparison.
New-en-01,Which snack is eaten in the cinema in China?,5,"['milk tea', 'starch sausage', 'popcorn', 'coke', 'bubble tea', 'cola']",Popcorn,The predicted answer 'Popcorn' matches one of the true answers 'popcorn' under case-insensitive comparison.
New-en-02,What is the most popular chip/crisp flavour in China?,5,"['cucumber', 'spicy and numbing', 'cucumber flavor', 'original flavor']",Cucumber,The predicted answer 'Cucumber' matches one of the true answers 'cucumber' under case-insensitive comparison.
New-en-04,Who is a popular celebrity chef in China?,1,"['lei huang', 'huang lei', 'shi zhengliang', 'zhengliang shi', 'nicholas tse', 'wang gang', 'gang wang']",Chef Dong,"The predicted answer 'Chef Dong' does not match any of the true answers, either directly or through normalization or lemmatization. There is no semantic similarity or sub-category relationship between 'Chef Dong' and the true answers provided."
New-en-05,Which food is a cost-effective and quick meal option in China?,3,"['instant noodles', 'steamed bun', 'steamed stuffed bun', 'fried dough stick', 'shaxian delicacies', 'porridge', 'soy milk']",Noodles or dumplings,"The predicted answer 'noodles or dumplings' is somewhat related to the true answers. 'Noodles' is related to 'instant noodles', but not an exact match. 'Dumplings' is not directly listed but could be considered a similar type of quick meal option. However, neither matches exactly or through normalization with the true answers."
New-en-07,What are the most popular cooking shows in China?,3,"['chinese restaurant', 'chef wang teaches you', 'chef nic', 'a bite of china']","""A Bite of China"", ""MasterChef China"", and ""Go Fridge""","The predicted answer includes 'A Bite of China', which matches one of the true answers exactly. The other predicted shows, 'MasterChef China' and 'Go Fridge', are somewhat related as they are also cooking shows in China, but they do not match the other true answers."
New-en-08,What is the most popular chocolate brand in China?,5,"['good times', 'dove', 'ferrero']",Dove,The predicted answer 'Dove' matches one of the true answers exactly.
New-en-10,What is the most eaten cheese in China?,1,"['sheep cheese', 'mozzarella', 'white cheese', 'cheese stick']",no specific cheese,"The predicted answer 'no specific cheese' is unrelated to the true answers, which list specific types of cheese."
New-en-11,What is the most disliked vegetable in China?,4,"['momordica charantia', 'bean sprouts', 'broccoli']",Bitter melon,"The predicted answer 'Bitter melon' is a common name for 'Momordica charantia', which is one of the true answers. This indicates a very similar match."
New-en-12,What food is most commonly found in food courts in China?,5,"['pan-fried bun', 'barbecue', 'skewers', 'stinky tofu', 'noodles', 'roasted sausage', 'grilled squid', 'kebabs', 'shengjian', 'braised chicken with rice']",Noodles,The predicted answer 'Noodles' matches one of the true answers 'noodles' under case-insensitive comparison.
New-en-17,What are the most common cheering tools used by sports fans in China?,3,"['banner', 'gongs and drums', 'toy horn']","Clappers, drums, and flags.","The predicted answer 'drums' is somewhat related to the true answer 'gongs and drums', but 'clappers' and 'flags' do not match any of the true answers. The items are somewhat related as they all are cheering tools, but there is no direct match."
New-en-18,What do fans bring with them when attending a live game in China?,3,"['water', 'camera', 'banner', 'telescope', 'whistle', 'snacks', 'national flag']",Flags and banners,"The predicted answer 'Flags and banners' is somewhat related to the true answers. 'Banner' matches directly, and 'Flags' is related to 'national flag', but not all items match or are sub-categories of the true answers."
New-en-19,What is the most well known sporting stadium in China?,5,"['beijing national stadium', ""bird's nest"", 'the national stadium', 'beijing workers stadium']",The Bird's Nest (Beijing National Stadium),The predicted answer 'The Bird's Nest (Beijing National Stadium)' matches the true answers 'beijing national stadium' and 'bird's nest' after case-insensitive comparison.
New-en-23,Who is the most famous Paralympian in China?,5,"['zheng peng', 'dong qiming', 'hou bin']",Hou Bin,"The predicted answer 'Hou Bin' matches one of the true answers exactly, satisfying the case-insensitive comparison rule."
New-en-26,What is the best recognized sporting chant in China?,3,"['go go', 'come on', 'you can do it', 'china team', 'go china', 'go for it', 'chinese team', 'cheer up']","""Jiayou""","The predicted answer 'Jiayou' is somewhat related to the true answers as it is a common cheer in China, similar in spirit to 'go go' or 'come on', but it does not directly match any of the true answers."
New-en-38,Which industries are known for more flexible working hours in China?,3,"['it', 'self-media', 'software engineer', 'programmer', 'freelancer', 'internet', 'we media']",Technology and creative industries,"The predicted answer 'Technology and creative industries' is somewhat related to the true answers. 'Technology' can be associated with 'IT', 'software engineer', 'programmer', and 'internet', but it is not an exact match. 'Creative industries' is related to 'self-media' and 'we media', but again, it is not a direct match. The predicted answer captures the general idea but lacks specificity."
New-en-41,Who is the most well known and successful entrepreneur in China?,5,"['pony ma', 'jack ma', 'lei jun', 'ren zhengfei', 'liu qiangdong']",Jack Ma,The predicted answer 'Jack Ma' matches one of the true answers exactly.
New-en-47,What can typically be found in the back garden of houses in China?,4,"['vegetable planting area', 'vegetable jar', 'fruit', 'earth', 'grass', 'soil', 'vegetables', 'vegetable garden', 'brick']",Vegetable plots or fruit trees,"The predicted answer 'Vegetable plots or fruit trees' is very similar to the true answers. 'Vegetable plots' aligns with 'vegetable planting area', 'vegetables', and 'vegetable garden', while 'fruit trees' is a specific type of 'fruit'."
New-en-49,What is the name of the most famous family in China?,1,"['stanley ho hung-sun', 'stanley ho', 'ho hung san, stanley', 'li ka-shing', 'aisin gioro']",No famous family,"The predicted answer 'No famous family' is unrelated to any of the true answers, which list specific famous individuals and families in China."
New-en-50,What is the most common family name in China?,5,"['li', 'zhang', 'wang', 'zhao', 'chen']",Li,The predicted answer 'Li' matches one of the true answers 'li' under case-insensitive comparison.
