ID,Translation,prompt,response,prompt_no
New-ch-72,Which major is considered most conducive to employment in China?,"Read the following question and provide a single answer without any explanations.

Question: Which major is considered most conducive to employment in China?
Answer:",Computer Science,inst-4
New-ch-73,What type of clubs are most popular among university students in China?,"Read the following question and provide a single answer without any explanations.

Question: What type of clubs are most popular among university students in China?
Answer:","Student societies or organizations related to academic, cultural, and social interests.",inst-4
New-ch-74,What types of accommodation do university students in China typically live in?,"Read the following question and provide a single answer without any explanations.

Question: What types of accommodation do university students in China typically live in?
Answer:",University dormitories.,inst-4
New-ch-75,"How long is each class period for middle school students in China (minutes)?  (Provide Arabic numerals (e.g., 1) only.)","Read the following question and provide a single answer without any explanations.

Question: How long is each class period for middle school students in China (minutes)?  (Provide Arabic numerals (e.g., 1) only.)
Answer:",45,inst-4
New-ch-78,What leisure activities do retired women typically like in China?,"Read the following question and provide a single answer without any explanations.

Question: What leisure activities do retired women typically like in China?
Answer:",Tai Chi,inst-4
New-ch-79,What leisure activities do retired men typically like in China?,"Read the following question and provide a single answer without any explanations.

Question: What leisure activities do retired men typically like in China?
Answer:",Playing Chinese chess or mahjong.,inst-4
New-ch-80,"During which holidays do people typically visit religious sites (temples, churches, etc.) in China?","Read the following question and provide a single answer without any explanations.

Question: During which holidays do people typically visit religious sites (temples, churches, etc.) in China?
Answer:",Chinese New Year and Mid-Autumn Festival.,inst-4
New-ch-81,What are the typical housewarming gifts in China?,"Read the following question and provide a single answer without any explanations.

Question: What are the typical housewarming gifts in China?
Answer:","Red envelopes with money, tea sets, fruit baskets, alcohol, or household items.",inst-4
New-ch-82,"At what time do weddings typically start in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)","Read the following question and provide a single answer without any explanations.

Question: At what time do weddings typically start in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)
Answer:",09:09,inst-4
New-ch-83,Which city in China hosts festivals the most?,"Read the following question and provide a single answer without any explanations.

Question: Which city in China hosts festivals the most?
Answer:",Beijing,inst-4
New-ch-84,What color of clothing do people typically wear when attending weddings in China?,"Read the following question and provide a single answer without any explanations.

Question: What color of clothing do people typically wear when attending weddings in China?
Answer:",Red.,inst-4
New-ch-85,What color of clothing do people typically wear when attending funerals in China?,"Read the following question and provide a single answer without any explanations.

Question: What color of clothing do people typically wear when attending funerals in China?
Answer:",White.,inst-4
New-en-01,Which snack is eaten in the cinema in China?,"Read the following question and provide a single answer without any explanations.

Question: Which snack is eaten in the cinema in China?
Answer:",Popcorn,inst-4
New-en-02,What is the most popular chip/crisp flavour in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular chip/crisp flavour in China?
Answer:",Spicy Sichuan Pickle Flavor,inst-4
New-en-04,Who is a popular celebrity chef in China?,"Read the following question and provide a single answer without any explanations.

Question: Who is a popular celebrity chef in China?
Answer:",Da Dong (Dong Zhenxiang),inst-4
New-en-05,Which food is a cost-effective and quick meal option in China?,"Read the following question and provide a single answer without any explanations.

Question: Which food is a cost-effective and quick meal option in China?
Answer:",Rice with vegetables.,inst-4
New-en-07,What are the most popular cooking shows in China?,"Read the following question and provide a single answer without any explanations.

Question: What are the most popular cooking shows in China?
Answer:",A Bite of China,inst-4
New-en-08,What is the most popular chocolate brand in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular chocolate brand in China?
Answer:",Dove (Mars),inst-4
New-en-10,What is the most eaten cheese in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most eaten cheese in China?
Answer:",Mozzarella,inst-4
New-en-11,What is the most disliked vegetable in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most disliked vegetable in China?
Answer:","Bitter melon (苦瓜, kǔguā)",inst-4
New-en-12,What food is most commonly found in food courts in China?,"Read the following question and provide a single answer without any explanations.

Question: What food is most commonly found in food courts in China?
Answer:",Dumplings (Jiaozi),inst-4
New-en-17,What are the most common cheering tools used by sports fans in China?,"Read the following question and provide a single answer without any explanations.

Question: What are the most common cheering tools used by sports fans in China?
Answer:",Thundersticks (also known as bang-bang sticks),inst-4
New-en-18,What do fans bring with them when attending a live game in China?,"Read the following question and provide a single answer without any explanations.

Question: What do fans bring with them when attending a live game in China?
Answer:","Noise-making items, such as drums or clappers.",inst-4
New-en-19,What is the most well known sporting stadium in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most well known sporting stadium in China?
Answer:",Beijing National Stadium (also known as the Bird's Nest),inst-4
New-en-23,Who is the most famous Paralympian in China?,"Read the following question and provide a single answer without any explanations.

Question: Who is the most famous Paralympian in China?
Answer:",Hou Bin,inst-4
New-en-26,What is the best recognized sporting chant in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the best recognized sporting chant in China?
Answer:","""加油"" (Jiāyóu)",inst-4
New-en-38,Which industries are known for more flexible working hours in China?,"Read the following question and provide a single answer without any explanations.

Question: Which industries are known for more flexible working hours in China?
Answer:",Technology and creative industries.,inst-4
New-en-41,Who is the most well known and successful entrepreneur in China?,"Read the following question and provide a single answer without any explanations.

Question: Who is the most well known and successful entrepreneur in China?
Answer:",Jack Ma,inst-4
New-en-47,What can typically be found in the back garden of houses in China?,"Read the following question and provide a single answer without any explanations.

Question: What can typically be found in the back garden of houses in China?
Answer:",Vegetable plots or ornamental plants.,inst-4
New-en-49,What is the name of the most famous family in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the name of the most famous family in China?
Answer:","The Confucius family (Kong family) is often considered one of the most famous families in China historically due to the influence of Confucius. However, if referring to contemporary times, the answer could vary and might not be as clear-cut.",inst-4
New-en-50,What is the most common family name in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most common family name in China?
Answer:",Wang,inst-4
New-en-55,Which religion is most commonly practiced by families in China?,"Read the following question and provide a single answer without any explanations.

Question: Which religion is most commonly practiced by families in China?
Answer:",Buddhism,inst-4
New-en-56,What is the most popular foreign language spoken by families in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular foreign language spoken by families in China?
Answer:","Mandarin Chinese is the official language of China and is spoken by the majority of the population. However, if we consider a foreign language, then English is the most popular foreign language spoken by families in China.",inst-4
New-en-59,Which country is the most popular destination for families from China to emigrate to?,"Read the following question and provide a single answer without any explanations.

Question: Which country is the most popular destination for families from China to emigrate to?
Answer:",Canada,inst-4
New-en-68,What repercussions are there for bad behavior in schools in China?,"Read the following question and provide a single answer without any explanations.

Question: What repercussions are there for bad behavior in schools in China?
Answer:","Detention, suspension, or expulsion.",inst-4
New-en-69,Which writers are commonly studied in literature class in China?,"Read the following question and provide a single answer without any explanations.

Question: Which writers are commonly studied in literature class in China?
Answer:",Lu Xun,inst-4
New-en-70,"How many school breaks are there in a year for high schools in China? (Provide Arabic numerals (e.g., 1) only.)","Read the following question and provide a single answer without any explanations.

Question: How many school breaks are there in a year for high schools in China? (Provide Arabic numerals (e.g., 1) only.)
Answer:",3,inst-4
New-en-72,Which online resource do students usually use to study in China?,"Read the following question and provide a single answer without any explanations.

Question: Which online resource do students usually use to study in China?
Answer:",Baidu Wenku,inst-4
New-en-75,"What is the average length of a semester in terms of weeks of teaching at universities in China? (Provide Arabic numerals (e.g., 1) only.)","Read the following question and provide a single answer without any explanations.

Question: What is the average length of a semester in terms of weeks of teaching at universities in China? (Provide Arabic numerals (e.g., 1) only.)
Answer:",16,inst-4
New-en-76,Which airport in China is the busiest during the holiday season?,"Read the following question and provide a single answer without any explanations.

Question: Which airport in China is the busiest during the holiday season?
Answer:",Beijing Capital International Airport (PEK),inst-4
New-en-79,Which region of China is well known for its theatrical performances?,"Read the following question and provide a single answer without any explanations.

Question: Which region of China is well known for its theatrical performances?
Answer:",Beijing,inst-4
New-en-87,What is the most famous historic landmark in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most famous historic landmark in China?
Answer:",The Great Wall of China,inst-4
New-en-90,What is the most famous hotel brand in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most famous hotel brand in China?
Answer:",Hilton,inst-4
New-gr-05,What is the most popular grab-and-go breakfast option in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular grab-and-go breakfast option in China?
Answer:",Baozi (steamed buns),inst-4
New-gr-06,What is the most popular food in China among young people?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular food in China among young people?
Answer:",Hotpot,inst-4
New-gr-08,What type of alcoholic drink is most commonly consumed at festivals in China?,"Read the following question and provide a single answer without any explanations.

Question: What type of alcoholic drink is most commonly consumed at festivals in China?
Answer:",Baijiu,inst-4
New-gr-13,What is the most common morning drink in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most common morning drink in China?
Answer:",Tea,inst-4
New-gr-15,What is the most popular traditional dessert in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular traditional dessert in China?
Answer:",Mooncake,inst-4
New-gr-21,What is the most popular racket sport in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular racket sport in China?
Answer:",Table tennis (ping pong).,inst-4
New-gr-24,What is the most popular track and field sport in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular track and field sport in China?
Answer:",Athletics (Track and Field),inst-4
New-gr-29,Which international sporting event is the most popular in China?,"Read the following question and provide a single answer without any explanations.

Question: Which international sporting event is the most popular in China?
Answer:",The Olympic Games.,inst-4
New-gr-47,"How long (in minutes) are typical work breaks in China, excluding lunch and dinner breaks? (Provide Arabic numerals (e.g., 1) only.)","Read the following question and provide a single answer without any explanations.

Question: How long (in minutes) are typical work breaks in China, excluding lunch and dinner breaks? (Provide Arabic numerals (e.g., 1) only.)
Answer:",10,inst-4
New-gr-58,Which job is considered underpaid in China?,"Read the following question and provide a single answer without any explanations.

Question: Which job is considered underpaid in China?
Answer:",Teacher,inst-4
New-gr-76,What is the most common food served during Easter in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most common food served during Easter in China?
Answer:","Easter is not a traditional holiday in China, and there is no specific food associated with Easter commonly served across the country.",inst-4
New-gr-82,What is the most popular music genre among the elderly population in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular music genre among the elderly population in China?
Answer:",Traditional Chinese music or folk music.,inst-4
New-gr-88,What drink is usually offered at funerals in China?,"Read the following question and provide a single answer without any explanations.

Question: What drink is usually offered at funerals in China?
Answer:",White tea.,inst-4
New-gr-89,What drink is usually offered at weddings in China?,"Read the following question and provide a single answer without any explanations.

Question: What drink is usually offered at weddings in China?
Answer:",Tea,inst-4
New-ha-07,What food originated from China and can be found all over the world?,"Read the following question and provide a single answer without any explanations.

Question: What food originated from China and can be found all over the world?
Answer:",Dumplings,inst-4
New-ha-08,What food is typically disliked by children but enjoyed by the elderly in China?,"Read the following question and provide a single answer without any explanations.

Question: What food is typically disliked by children but enjoyed by the elderly in China?
Answer:",Bitter melon.,inst-4
New-ha-09,What cooking utensil is most commonly used in China?,"Read the following question and provide a single answer without any explanations.

Question: What cooking utensil is most commonly used in China?
Answer:",Wok,inst-4
New-ha-13,Which is the most popular vegetable in China?,"Read the following question and provide a single answer without any explanations.

Question: Which is the most popular vegetable in China?
Answer:",Chinese cabbage (bok choy).,inst-4
New-ha-19,Which animal is used for sports in China?,"Read the following question and provide a single answer without any explanations.

Question: Which animal is used for sports in China?
Answer:",Horse,inst-4
New-ha-66,What is the most popular wedding venue in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular wedding venue in China?
Answer:",The Great Wall of China,inst-4
New-in-01,Which coffee shop brand is the most popular in China?,"Read the following question and provide a single answer without any explanations.

Question: Which coffee shop brand is the most popular in China?
Answer:",Luckin Coffee,inst-4
New-in-03,What type of food from China is typically served in restaurants overseas?,"Read the following question and provide a single answer without any explanations.

Question: What type of food from China is typically served in restaurants overseas?
Answer:",Chinese cuisine.,inst-4
New-in-33,What region in China is usually associated with mining?,"Read the following question and provide a single answer without any explanations.

Question: What region in China is usually associated with mining?
Answer:",Inner Mongolia,inst-4
New-in-34,What region in China is usually associated with oil?,"Read the following question and provide a single answer without any explanations.

Question: What region in China is usually associated with oil?
Answer:",Daqing,inst-4
New-in-62,What university in China is popular because of its engineering major? (Provide the official name.),"Read the following question and provide a single answer without any explanations.

Question: What university in China is popular because of its engineering major? (Provide the official name.)
Answer:",Tsinghua University,inst-4
New-in-63,What university in China is popular because of its school of medicine? (Provide the official name.),"Read the following question and provide a single answer without any explanations.

Question: What university in China is popular because of its school of medicine? (Provide the official name.)
Answer:",Peking Union Medical College,inst-4
New-in-78,What is the most popular payment method in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular payment method in China?
Answer:",Mobile payments (with platforms like Alipay and WeChat Pay),inst-4
New-in-80,What is the most famous theme park in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most famous theme park in China?
Answer:",Shanghai Disneyland Park,inst-4
New-ko-01,What is the most popular children's animation that is commonly watched by kids in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular children's animation that is commonly watched by kids in China?
Answer:",Boonie Bears,inst-4
New-ko-02,What is the most popular prenatal education activity for pregnant women in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular prenatal education activity for pregnant women in China?
Answer:",Listening to music.,inst-4
New-ko-03,What is the most popular children's song in China that families sing together?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular children's song in China that families sing together?
Answer:",Two Tigers (两只老虎),inst-4
New-ko-04,Which toys are most popular among boys in China?,"Read the following question and provide a single answer without any explanations.

Question: Which toys are most popular among boys in China?
Answer:",Lego.,inst-4
New-ko-05,Which toys are most popular among girls in China?,"Read the following question and provide a single answer without any explanations.

Question: Which toys are most popular among girls in China?
Answer:",Barbie dolls.,inst-4
New-ko-06,What is the most popular folk tale in China that is typically told to children?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular folk tale in China that is typically told to children?
Answer:",Journey to the West,inst-4
New-ko-07,What is the customary symbol of condolence used at funerals in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the customary symbol of condolence used at funerals in China?
Answer:",White chrysanthemum.,inst-4
New-ko-08,Where do university students in China tend to work part-time the most?,"Read the following question and provide a single answer without any explanations.

Question: Where do university students in China tend to work part-time the most?
Answer:",Tutoring or teaching assistant positions.,inst-4
New-ko-09,What are the most frequently practiced team-building activities in companies based in China?,"Read the following question and provide a single answer without any explanations.

Question: What are the most frequently practiced team-building activities in companies based in China?
Answer:",Team-building outings or trips.,inst-4
New-ko-10,What are the most common activities people do as a side job in China?,"Read the following question and provide a single answer without any explanations.

Question: What are the most common activities people do as a side job in China?
Answer:",Online selling or freelancing.,inst-4
New-pe-02,What is the most famous edible souvenir for tourists in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most famous edible souvenir for tourists in China?
Answer:",Peking Duck,inst-4
New-pe-06,What is the most popular stew in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular stew in China?
Answer:",Beef Stew (牛肉炖菜),inst-4
New-pe-11,What is the most common spice/herb used in dishes from China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most common spice/herb used in dishes from China?
Answer:",Ginger,inst-4
New-pe-16,What is the most famous traditional sport in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most famous traditional sport in China?
Answer:",Wushu (also known as Kung Fu),inst-4
New-pe-20,What sport is popular to play on the beach in China?,"Read the following question and provide a single answer without any explanations.

Question: What sport is popular to play on the beach in China?
Answer:",Beach volleyball.,inst-4
New-pe-45,What is the usual work schedule during the month of Ramadan in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the usual work schedule during the month of Ramadan in China?
Answer:","The usual work schedule during the month of Ramadan in China can vary, but typically it is reduced for Muslim workers, often by two hours per day.",inst-4
New-pe-47,"When is Student's Day celebrated in China? (Provide in MM/DD format (e.g., 12/31).)","Read the following question and provide a single answer without any explanations.

Question: When is Student's Day celebrated in China? (Provide in MM/DD format (e.g., 12/31).)
Answer:",05/04,inst-4
New-pe-49,Where do families gather to pray together in China?,"Read the following question and provide a single answer without any explanations.

Question: Where do families gather to pray together in China?
Answer:",Temples or home altars.,inst-4
New-pe-53,What gifts do fathers get on Father's Day (or Parents' Day) in China?,"Read the following question and provide a single answer without any explanations.

Question: What gifts do fathers get on Father's Day (or Parents' Day) in China?
Answer:",White lilies or orchids.,inst-4
New-pe-54,What gifts do mothers get on Mother's Day (or Parents' Day) in China?,"Read the following question and provide a single answer without any explanations.

Question: What gifts do mothers get on Mother's Day (or Parents' Day) in China?
Answer:",Carnations,inst-4
New-pe-59,"How many generations typically live together in a household in China? (Provide Arabic numerals (e.g., 12) only.)","Read the following question and provide a single answer without any explanations.

Question: How many generations typically live together in a household in China? (Provide Arabic numerals (e.g., 12) only.)
Answer:",3,inst-4
New-pe-65,"How many subjects are taught in middle schools in China? (Provide Arabic numerals (e.g., 12) only.)","Read the following question and provide a single answer without any explanations.

Question: How many subjects are taught in middle schools in China? (Provide Arabic numerals (e.g., 12) only.)
Answer:","The number of subjects taught in middle schools in China can vary, but typically there are around 12 main subjects. However, without a specific curriculum or school in mind, it is impossible to provide an exact number.",inst-4
New-pe-66,What is the most popular after school curricular in elementary schools in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular after school curricular in elementary schools in China?
Answer:",Chinese Calligraphy,inst-4
New-pe-74,How much is the average annual tuition fee for public universities in China?,"Read the following question and provide a single answer without any explanations.

Question: How much is the average annual tuition fee for public universities in China?
Answer:","The average annual tuition fee for public universities in China is generally between 3,000 to 10,000 yuan (approximately 440 to 1,470 USD as of my last update). However, this can vary depending on the specific institution and program of study.",inst-4
New-pe-76,What is a popular activity to do in parks in China?,"Read the following question and provide a single answer without any explanations.

Question: What is a popular activity to do in parks in China?
Answer:",Tai Chi,inst-4
New-pe-78,What is the name of the most famous film festival held in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the name of the most famous film festival held in China?
Answer:",Shanghai International Film Festival,inst-4
New-pe-83,What is the popular card game played during social gatherings in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the popular card game played during social gatherings in China?
Answer:",Mahjong,inst-4
New-pe-85,Where is the most popular tourist destination abroad for people from China?,"Read the following question and provide a single answer without any explanations.

Question: Where is the most popular tourist destination abroad for people from China?
Answer:",Thailand,inst-4
New-pe-86,What is the name of the most famous tower in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the name of the most famous tower in China?
Answer:","The Great Wall of China is not a tower, but it is one of the most famous structures in China. If you are looking for a famous tower, it could be the Canton Tower in Guangzhou.",inst-4
New-spme-01,What edible insect is eaten most often in China?,"Read the following question and provide a single answer without any explanations.

Question: What edible insect is eaten most often in China?
Answer:",Silkworms,inst-4
New-spme-04,Which agricultural product is exported most often in China?,"Read the following question and provide a single answer without any explanations.

Question: Which agricultural product is exported most often in China?
Answer:",Soybeans.,inst-4
New-spme-05,What are the most popular sweets in China?,"Read the following question and provide a single answer without any explanations.

Question: What are the most popular sweets in China?
Answer:",White Rabbit Creamy Candy,inst-4
New-spme-15,What is the most popular sports drink in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular sports drink in China?
Answer:",Pocari Sweat,inst-4
New-spme-27,What is the average education level for people in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the average education level for people in China?
Answer:",Secondary education (middle school and high school),inst-4
New-spme-37,Which profession is most commonly studied abroad by students from China?,"Read the following question and provide a single answer without any explanations.

Question: Which profession is most commonly studied abroad by students from China?
Answer:",Business and Management,inst-4
New-spme-60,"Which day of the week do most families in China practice religious activities? (e.g. Monday, Tuesday)","Read the following question and provide a single answer without any explanations.

Question: Which day of the week do most families in China practice religious activities? (e.g. Monday, Tuesday)
Answer:",Sunday,inst-4
New-spme-65,What is the most popular way to celebrate Independence Day in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular way to celebrate Independence Day in China?
Answer:","China does not celebrate Independence Day as it is commonly recognized in countries like the United States. Instead, China celebrates its National Day on October 1st, marking the founding of the People's Republic of China. The most popular way to celebrate this day in China is with fireworks, festive events, and national ceremonies.",inst-4
New-spme-68,What is the most popular beverage among children in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular beverage among children in China?
Answer:",Milk,inst-4
New-spme-76,What is the most popular place in China to celebrate Independence Day?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular place in China to celebrate Independence Day?
Answer:",China does not celebrate Independence Day; it has a National Day on October 1st.,inst-4
New-spme-78,What is the name of the song that is typically sung at birthday parties in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the name of the song that is typically sung at birthday parties in China?
Answer:",祝你生日快乐 (Zhù nǐ shēngrì kuàilè),inst-4
New-su-01,What snacks are usually sold in front of schools in China?,"Read the following question and provide a single answer without any explanations.

Question: What snacks are usually sold in front of schools in China?
Answer:",Baozi (steamed buns),inst-4
New-su-09,What oil is usually used for cooking in China?,"Read the following question and provide a single answer without any explanations.

Question: What oil is usually used for cooking in China?
Answer:",Soybean oil,inst-4
New-su-10,What food is commonly consumed by pregnant women in China?,"Read the following question and provide a single answer without any explanations.

Question: What food is commonly consumed by pregnant women in China?
Answer:",Ginger.,inst-4
New-su-15,What is the most popular traditional non-alcoholic drink in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular traditional non-alcoholic drink in China?
Answer:",Tea,inst-4
New-su-17,What sports facilities are generally available in parks in China?,"Read the following question and provide a single answer without any explanations.

Question: What sports facilities are generally available in parks in China?
Answer:","Outdoor fitness equipment, basketball courts, running tracks, and table tennis tables.",inst-4
New-su-21,What are the common activities that seniors usually do in parks in China?,"Read the following question and provide a single answer without any explanations.

Question: What are the common activities that seniors usually do in parks in China?
Answer:",Tai chi,inst-4
New-su-24,What sports do parents and children commonly play together in China?,"Read the following question and provide a single answer without any explanations.

Question: What sports do parents and children commonly play together in China?
Answer:",Table tennis (ping pong),inst-4
New-su-28,What color is associated with the national soccer team of China?,"Read the following question and provide a single answer without any explanations.

Question: What color is associated with the national soccer team of China?
Answer:",Red,inst-4
New-su-33,What is the common dress code for school teachers in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the common dress code for school teachers in China?
Answer:",Business casual attire.,inst-4
New-su-34,What is the most popular extracurricular activity related to music in schools in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular extracurricular activity related to music in schools in China?
Answer:",Playing musical instruments (particularly piano and violin),inst-4
New-su-42,What religion is mainly taught in schools in China?,"Read the following question and provide a single answer without any explanations.

Question: What religion is mainly taught in schools in China?
Answer:","None. China is officially secular, and religious education is not part of the standard curriculum in public schools.",inst-4
New-su-45,"What date is Education Day celebrated in China? (Provide in MM/DD format (e.g., 12/31).)","Read the following question and provide a single answer without any explanations.

Question: What date is Education Day celebrated in China? (Provide in MM/DD format (e.g., 12/31).)
Answer:",09/10,inst-4
New-su-50,What is the main occupation of people in mountainous areas in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the main occupation of people in mountainous areas in China?
Answer:",Farming and herding.,inst-4
New-su-51,What is the main occupation of people in coastal areas in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the main occupation of people in coastal areas in China?
Answer:",Fishing,inst-4
New-su-57,What is the most common livestock raised in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most common livestock raised in China?
Answer:",Pigs (swine).,inst-4
New-su-58,What animals are commonly used for agriculture in China?,"Read the following question and provide a single answer without any explanations.

Question: What animals are commonly used for agriculture in China?
Answer:","Water buffalo, pigs, chickens, ducks, and sheep.",inst-4
New-su-59,What do farmers in China typically wear to protect themselves from the heat whilst farming?,"Read the following question and provide a single answer without any explanations.

Question: What do farmers in China typically wear to protect themselves from the heat whilst farming?
Answer:",Straw hats,inst-4
New-su-60,What do farmers in China usually eat for lunch?,"Read the following question and provide a single answer without any explanations.

Question: What do farmers in China usually eat for lunch?
Answer:",Rice with vegetables and/or meat.,inst-4
New-su-71,What gifts do parents generally give to their children for their birthdays in China?,"Read the following question and provide a single answer without any explanations.

Question: What gifts do parents generally give to their children for their birthdays in China?
Answer:","Toys, clothes, books, or red envelopes with money.",inst-4
New-su-75,What type of vehicle do most families in China generally own?,"Read the following question and provide a single answer without any explanations.

Question: What type of vehicle do most families in China generally own?
Answer:",Car.,inst-4
New-su-77,What is usually given to the children during Eid in China?,"Read the following question and provide a single answer without any explanations.

Question: What is usually given to the children during Eid in China?
Answer:","Yasuiqian (压岁钱) or ""lucky money"" in red envelopes.",inst-4
New-su-81,What clothes do grooms usually wear at weddings in China?,"Read the following question and provide a single answer without any explanations.

Question: What clothes do grooms usually wear at weddings in China?
Answer:",Traditional Chinese grooms often wear a silk robe known as a changshan or a Mao suit for their wedding.,inst-4
New-su-82,What clothes do brides usually wear at weddings in China?,"Read the following question and provide a single answer without any explanations.

Question: What clothes do brides usually wear at weddings in China?
Answer:",Qipao or Cheongsam.,inst-4
New-su-83,What food is usually served at weddings in China?,"Read the following question and provide a single answer without any explanations.

Question: What food is usually served at weddings in China?
Answer:","Banquet-style meals with multiple courses, often including dishes like Peking duck, whole fish, and dim sum.",inst-4
New-su-86,What is the most famous government building in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most famous government building in China?
Answer:",The Great Hall of the People,inst-4
New-su-88,What is the most popular music genre among the younger population in China?,"Read the following question and provide a single answer without any explanations.

Question: What is the most popular music genre among the younger population in China?
Answer:",Pop music (C-pop).,inst-4
Ni-en-02,"What time do middle school students in China typically finish school each day? (Provide in HH:MM format (e.g., 18:00, 09:00).)","Read the following question and provide a single answer without any explanations.

Question: What time do middle school students in China typically finish school each day? (Provide in HH:MM format (e.g., 18:00, 09:00).)
Answer:",15:00,inst-4
Ni-en-03,"At what age do people in China typically go to university? (Provide Arabic numerals (e.g., 12) only.)","Read the following question and provide a single answer without any explanations.

Question: At what age do people in China typically go to university? (Provide Arabic numerals (e.g., 12) only.)
Answer:",18,inst-4
Ni-en-06,"From what age do people need to attend compulsory education in China? (Provide Arabic numerals (e.g., 12) only.)","Read the following question and provide a single answer without any explanations.

Question: From what age do people need to attend compulsory education in China? (Provide Arabic numerals (e.g., 12) only.)
Answer:",6,inst-4
Ni-en-09,How many days a week do children attend school in China? (Provide Arabic numerals (0~7) only.),"Read the following question and provide a single answer without any explanations.

Question: How many days a week do children attend school in China? (Provide Arabic numerals (0~7) only.)
Answer:",5,inst-4
Ni-en-11,"In China, how long (in years) does a Master's degree typically take to complete? (Provide Arabic numerals (e.g., 12) only.)","Read the following question and provide a single answer without any explanations.

Question: In China, how long (in years) does a Master's degree typically take to complete? (Provide Arabic numerals (e.g., 12) only.)
Answer:",2,inst-4
Ni-en-12,What is the top university in China? (Provide the official name.),"Read the following question and provide a single answer without any explanations.

Question: What is the top university in China? (Provide the official name.)
Answer:",Tsinghua University,inst-4
Ni-en-13,"At what age do most people in China graduate from university? (Provide Arabic numerals (e.g., 12) only.)","Read the following question and provide a single answer without any explanations.

Question: At what age do most people in China graduate from university? (Provide Arabic numerals (e.g., 12) only.)
Answer:",22,inst-4
Ni-en-15,"At what age do children in China generally start middle school? (Provide Arabic numerals (e.g., 12) only.)","Read the following question and provide a single answer without any explanations.

Question: At what age do children in China generally start middle school? (Provide Arabic numerals (e.g., 12) only.)
Answer:",12,inst-4
Ni-en-17,"How many hours a week does a full-time worker in China typically work? (Provide Arabic numerals (e.g., 12) only.)","Read the following question and provide a single answer without any explanations.

Question: How many hours a week does a full-time worker in China typically work? (Provide Arabic numerals (e.g., 12) only.)
Answer:",40,inst-4
Ni-en-19,How many days a week does a full-time worker work in China? (Provide Arabic numerals (0~7) only.),"Read the following question and provide a single answer without any explanations.

Question: How many days a week does a full-time worker work in China? (Provide Arabic numerals (0~7) only.)
Answer:",5,inst-4
Ni-en-20,"At what age do most people start working in China? (Provide Arabic numerals (e.g., 12) only.)","Read the following question and provide a single answer without any explanations.

Question: At what age do most people start working in China? (Provide Arabic numerals (e.g., 12) only.)
Answer:",16,inst-4
