ID,Translation,prompt,response,prompt_no
New-as-89,What traditional festival accessories do people from China wear?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What traditional festival accessories do people from China wear?",Red couplets and lanterns.,pers-3
New-az-05,What is the most famous region for alcohol production in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most famous region for alcohol production in China?","Jiangxi province, particularly Wuliangye and Maotai.",pers-3
New-az-11,What fruit do people from China often eat in the summer season?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What fruit do people from China often eat in the summer season?",Watermelon.,pers-3
New-az-12,Which region in China is known for its seafood?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which region in China is known for its seafood?","Shanghai and surrounding areas, particularly the Yangtze Delta, are famous for their seafood.",pers-3
New-az-21,Which region in China is the most popular skiing destination?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which region in China is the most popular skiing destination?",Jiuzhaigou Valley,pers-3
New-az-26,Who is the most popular martial arts player in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Who is the most popular martial arts player in China?",Wu Jing,pers-3
New-az-27,Which sport has been one of the fastest-growing in China over the last decade?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which sport has been one of the fastest-growing in China over the last decade?",Table tennis.,pers-3
New-az-39,Which country is the most popular destination for students from China studying abroad?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which country is the most popular destination for students from China studying abroad?",The United States.,pers-3
New-az-49,"How many people work in a typical family in China? (Provide Arabic numerals (e.g., 1) only.)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

How many people work in a typical family in China? (Provide Arabic numerals (e.g., 1) only.)",1-2 (usually one or two adults work outside the home),pers-3
New-az-60,"In China, who takes care of kids when both parents are working?","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

In China, who takes care of kids when both parents are working?","In China, grandparents often take care of kids when both parents are working.",pers-3
New-az-69,What is the preferred alcoholic beverage for men from China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the preferred alcoholic beverage for men from China?",MaoTai,pers-3
New-az-70,What is the preferred alcoholic beverage for women from China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the preferred alcoholic beverage for women from China?",Rice wine (黄酒),pers-3
New-az-73,"How many people on average typically attend a wedding in China? (Provide Arabic numerals (e.g., 1) only.)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

How many people on average typically attend a wedding in China? (Provide Arabic numerals (e.g., 1) only.)",200-500,pers-3
New-ch-01,What kind of meat do people usually eat when they have barbecue in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What kind of meat do people usually eat when they have barbecue in China?",Pork and beef.,pers-3
New-ch-02,"When do people usually have breakfast in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

When do people usually have breakfast in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)",07:00 - 09:00,pers-3
New-ch-04,What kinds of food do people usually eat for late-night snacks in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What kinds of food do people usually eat for late-night snacks in China?","Dumplings, noodles, or hotpot.",pers-3
New-ch-05,What is the most famous spicy dish in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most famous spicy dish in China?",Kung Pao Chicken.,pers-3
New-ch-07,What food items do people typically pair with hard liquor in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What food items do people typically pair with hard liquor in China?","In China, people often pair hard liquor with snacks like steamed dumplings (jiaozi), preserved eggs (皮蛋), salty peanuts, or small meat dishes like cold cuts and cured meats.",pers-3
New-ch-08,What seasoning is indispensable in cooking in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What seasoning is indispensable in cooking in China?",Soy sauce.,pers-3
New-ch-09,What food do people typically consume when the weather is cold in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What food do people typically consume when the weather is cold in China?",Hot pot.,pers-3
New-ch-13,What is the most famous alcohol brand in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most famous alcohol brand in China?",Maotai,pers-3
New-ch-14,What foods do people usually eat when they are sick in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What foods do people usually eat when they are sick in China?","When people are sick in China, they often consume light and soothing soups, such as chicken soup or ginger tea, to help with recovery.",pers-3
New-ch-15,What prepared/ready-to-eat food do people typically buy at supermarkets in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What prepared/ready-to-eat food do people typically buy at supermarkets in China?","Ready-to-eat foods in Chinese supermarkets include baozi (steamed buns), dumplings, zongzi (glutinous rice wrapped in bamboo leaves), congee, noodles, preserved vegetables, snack foods like kung pao chicken, sushi-like rice rolls, and various pre-cooked hot dishes.",pers-3
New-ch-16,What is the most famous sports-related movie in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most famous sports-related movie in China?","""Champion"" (冠军)",pers-3
New-ch-17,What extreme sport do people generally wish to try the most in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What extreme sport do people generally wish to try the most in China?",Bungee jumping at the Yulong Snow Mountain in Tibet.,pers-3
New-ch-18,Which track and field event is the most popular to watch during competitions in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which track and field event is the most popular to watch during competitions in China?",Long jump.,pers-3
New-ch-19,Which gymnastics event is the most popular to watch during competitions in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which gymnastics event is the most popular to watch during competitions in China?",Uneven bars.,pers-3
New-ch-23,Who is the most famous table tennis player in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Who is the most famous table tennis player in China?",Ma Long.,pers-3
New-ch-26,"In the Winter Olympics, which event is the most popular to watch in China?","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

In the Winter Olympics, which event is the most popular to watch in China?",Short Track Speed Skating.,pers-3
New-ch-27,Who is the most famous boxer in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Who is the most famous boxer in China?",Muhammad Ali.,pers-3
New-ch-30,Who is the most famous track and field athlete in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Who is the most famous track and field athlete in China?",Liu Xiang,pers-3
New-ch-31,What job do parents most hope their children will pursue in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What job do parents most hope their children will pursue in China?","In China, parents often hope their children will pursue a career in medicine, engineering, or academia, as these fields are traditionally considered prestigious and stable.",pers-3
New-ch-32,What office software do people typically use in the workplace in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What office software do people typically use in the workplace in China?","Microsoft Office (Word, Excel, PowerPoint).",pers-3
New-ch-38,Which cities or regions are known for their import and export activities in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which cities or regions are known for their import and export activities in China?","Shanghai, Guangzhou, Shenzhen, Ningbo, and Hong Kong.",pers-3
New-ch-39,What platform is commonly used in the e-commerce industry in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What platform is commonly used in the e-commerce industry in China?",Taobao.,pers-3
New-ch-44,"How long is the typical probation period for new employees before signing a formal contract in China? (e.g., 1 month).","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

How long is the typical probation period for new employees before signing a formal contract in China? (e.g., 1 month).",3 months,pers-3
New-ch-45,Which industries do young people typically choose to start businesses in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which industries do young people typically choose to start businesses in China?","Technology, e-commerce, and services (such as fintech, education, and healthcare).",pers-3
New-ch-49,What is the most common way for family members to communicate remotely in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most common way for family members to communicate remotely in China?",WeChat.,pers-3
New-ch-51,What form of accommodation is typically booked for family trips in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What form of accommodation is typically booked for family trips in China?","Family trips in China are commonly booked in either hotels or apartment rentals, especially those with multiple bedrooms to accommodate families.",pers-3
New-ch-54,Which fruit is usually prepared the most for family dinners in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which fruit is usually prepared the most for family dinners in China?",Mandarin oranges.,pers-3
New-ch-64,"How many hours of classes do university students typically have per week in China? (Provide Arabic numerals (e.g., 1) only.)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

How many hours of classes do university students typically have per week in China? (Provide Arabic numerals (e.g., 1) only.)",4-6,pers-3
New-ch-66,"What is the typical tuition fee per semester for public high schools in China?  (Provide Arabic numerals (e.g., 1) only.)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the typical tuition fee per semester for public high schools in China?  (Provide Arabic numerals (e.g., 1) only.)",4000,pers-3
New-ch-70,What compulsory courses do university students have in common in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What compulsory courses do university students have in common in China?","Chinese university students typically have compulsory courses in subjects such as Chinese Language, Marxism-Leninism, Mao Zedong Thought, and Political Theory. These courses aim to provide a foundational understanding of the country's history, politics, and social values.",pers-3
New-ch-71,"What is the average class size in high schools in China? (Provide Arabic numerals (e.g., 1) only.)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the average class size in high schools in China? (Provide Arabic numerals (e.g., 1) only.)",40,pers-3
New-ch-72,Which major is considered most conducive to employment in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which major is considered most conducive to employment in China?","Engineering, particularly in fields like science and technology, is often considered most conducive to employment in China due to the emphasis on practical skills and industry demand.",pers-3
New-ch-73,What type of clubs are most popular among university students in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What type of clubs are most popular among university students in China?","Student clubs in China are diverse, but sports clubs, especially those related to basketball, football (soccer), and table tennis, are very popular, along with cultural clubs, language exchange groups, and academic interest clubs.",pers-3
New-ch-74,What types of accommodation do university students in China typically live in?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What types of accommodation do university students in China typically live in?",Dormitories.,pers-3
New-ch-75,"How long is each class period for middle school students in China (minutes)?  (Provide Arabic numerals (e.g., 1) only.)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

How long is each class period for middle school students in China (minutes)?  (Provide Arabic numerals (e.g., 1) only.)",45,pers-3
New-ch-78,What leisure activities do retired women typically like in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What leisure activities do retired women typically like in China?","Tai Chi, gardening, square dancing, and embroidery.",pers-3
New-ch-79,What leisure activities do retired men typically like in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What leisure activities do retired men typically like in China?","Tai Chi, chess, gardening, and playing cards.",pers-3
New-ch-80,"During which holidays do people typically visit religious sites (temples, churches, etc.) in China?","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

During which holidays do people typically visit religious sites (temples, churches, etc.) in China?","Spring Festival (Chinese New Year), Qingming Festival (Tomb-Sweeping Day), and Mid-Autumn Festival.",pers-3
New-ch-81,What are the typical housewarming gifts in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What are the typical housewarming gifts in China?",Red envelopes with money.,pers-3
New-ch-82,"At what time do weddings typically start in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

At what time do weddings typically start in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)",10:00,pers-3
New-ch-83,Which city in China hosts festivals the most?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which city in China hosts festivals the most?",Chengdu.,pers-3
New-ch-84,What color of clothing do people typically wear when attending weddings in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What color of clothing do people typically wear when attending weddings in China?",Red.,pers-3
New-ch-85,What color of clothing do people typically wear when attending funerals in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What color of clothing do people typically wear when attending funerals in China?",White.,pers-3
New-en-01,Which snack is eaten in the cinema in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which snack is eaten in the cinema in China?",Popcorn.,pers-3
New-en-02,What is the most popular chip/crisp flavour in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular chip/crisp flavour in China?",The most popular chip/crisp flavor in China is probably crispy potato (potato chips) or BBQ (sweet and savory).,pers-3
New-en-04,Who is a popular celebrity chef in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Who is a popular celebrity chef in China?",A popular celebrity chef in China is Gong Linna.,pers-3
New-en-05,Which food is a cost-effective and quick meal option in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which food is a cost-effective and quick meal option in China?",Ramen noodles.,pers-3
New-en-07,What are the most popular cooking shows in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What are the most popular cooking shows in China?","A popular cooking show in China is ""A Bite of China"" (《舌尖上的中国》).",pers-3
New-en-08,What is the most popular chocolate brand in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular chocolate brand in China?",The most popular chocolate brand in China is Mars.,pers-3
New-en-10,What is the most eaten cheese in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most eaten cheese in China?","The most commonly consumed cheese in China is probably Cheddar or a similar Western-style cheese, often used in processed food and imported products. However, traditional Chinese dairy products like yogurt and milk are more popular than cheese as a part of the diet.",pers-3
New-en-11,What is the most disliked vegetable in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most disliked vegetable in China?","The most disliked vegetable in China might be Chinese cabbage (大白菜), but it can vary as people have different tastes.",pers-3
New-en-12,What food is most commonly found in food courts in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What food is most commonly found in food courts in China?",Dumplings (jiaozi),pers-3
New-en-17,What are the most common cheering tools used by sports fans in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What are the most common cheering tools used by sports fans in China?",呜呜啦啦歌 (Wū wū lā lā gē) and colored ribbons (shǎn shǎn yán liàn).,pers-3
New-en-18,What do fans bring with them when attending a live game in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What do fans bring with them when attending a live game in China?","In China, fans often bring a flag or a team scarf representing their favorite sports team when attending a live game.",pers-3
New-en-19,What is the most well known sporting stadium in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most well known sporting stadium in China?",Nanjing Olympic Sports Center,pers-3
New-en-23,Who is the most famous Paralympian in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Who is the most famous Paralympian in China?",Liu Yang.,pers-3
New-en-26,What is the best recognized sporting chant in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the best recognized sporting chant in China?","""Guoan'er,加油 (Guoan er, jia you)""",pers-3
New-en-38,Which industries are known for more flexible working hours in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which industries are known for more flexible working hours in China?",Internet technology and tech companies.,pers-3
New-en-41,Who is the most well known and successful entrepreneur in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Who is the most well known and successful entrepreneur in China?",Jack Ma,pers-3
New-en-47,What can typically be found in the back garden of houses in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What can typically be found in the back garden of houses in China?","Typically, a back garden in China might have a mix of plants, trees, a small pond or rock garden, and often a space for growing vegetables or flowers. It could also include a traditional Chinese pavilion or a seating area for relaxation.",pers-3
New-en-49,What is the name of the most famous family in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the name of the most famous family in China?","The most famous family in China is the royal family, traditionally known as the House of Wu (后裔), referring to the descendants of the Ming and Qing dynasties, although the current ruling family is the Communist Party of China, which does not have a traditional hereditary title.",pers-3
New-en-50,What is the most common family name in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most common family name in China?",Wang,pers-3
New-en-55,Which religion is most commonly practiced by families in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which religion is most commonly practiced by families in China?", Buddhism,pers-3
New-en-56,What is the most popular foreign language spoken by families in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular foreign language spoken by families in China?",English,pers-3
New-en-59,Which country is the most popular destination for families from China to emigrate to?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which country is the most popular destination for families from China to emigrate to?",The United States.,pers-3
New-en-68,What repercussions are there for bad behavior in schools in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What repercussions are there for bad behavior in schools in China?","In China, bad behavior in schools can result in disciplinary actions such as verbal warnings, detention, counseling, or even physical punishment (although this has been officially banned since 2006). Academic consequences may also include reduced grades or expulsion, depending on the severity of the misconduct.",pers-3
New-en-69,Which writers are commonly studied in literature class in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which writers are commonly studied in literature class in China?","Laozi, Confucius, Tao Te Ching, Zhuangzi, Lu Xun, Mo Yan, and many others.",pers-3
New-en-70,"How many school breaks are there in a year for high schools in China? (Provide Arabic numerals (e.g., 1) only.)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

How many school breaks are there in a year for high schools in China? (Provide Arabic numerals (e.g., 1) only.)",2,pers-3
New-en-72,Which online resource do students usually use to study in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which online resource do students usually use to study in China?",Jiandan Toutiao (JustAnswer),pers-3
New-en-75,"What is the average length of a semester in terms of weeks of teaching at universities in China? (Provide Arabic numerals (e.g., 1) only.)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the average length of a semester in terms of weeks of teaching at universities in China? (Provide Arabic numerals (e.g., 1) only.)",16,pers-3
New-en-76,Which airport in China is the busiest during the holiday season?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which airport in China is the busiest during the holiday season?",Beijing Capital International Airport (PEK),pers-3
New-en-79,Which region of China is well known for its theatrical performances?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which region of China is well known for its theatrical performances?","Beijing and the surrounding area, particularly for Beijing Opera.",pers-3
New-en-87,What is the most famous historic landmark in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most famous historic landmark in China?",The Great Wall of China.,pers-3
New-en-90,What is the most famous hotel brand in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most famous hotel brand in China?",Hilton Beijing Wangfujing,pers-3
New-gr-05,What is the most popular grab-and-go breakfast option in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular grab-and-go breakfast option in China?",The most popular grab-and-go breakfast option in China is Jianbing.,pers-3
New-gr-06,What is the most popular food in China among young people?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular food in China among young people?",Hot pot.,pers-3
New-gr-08,What type of alcoholic drink is most commonly consumed at festivals in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What type of alcoholic drink is most commonly consumed at festivals in China?","The most commonly consumed alcoholic drink at festivals in China is baijiu, which is a strong distilled spirit.",pers-3
New-gr-13,What is the most common morning drink in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most common morning drink in China?","Tea (specifically, tea like green tea or jasmine tea) is the most common morning drink in China.",pers-3
New-gr-15,What is the most popular traditional dessert in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular traditional dessert in China?",Mooncakes.,pers-3
New-gr-21,What is the most popular racket sport in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular racket sport in China?",Table tennis.,pers-3
New-gr-24,What is the most popular track and field sport in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular track and field sport in China?",The most popular track and field sport in China is table tennis.,pers-3
New-gr-29,Which international sporting event is the most popular in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which international sporting event is the most popular in China?","The most popular international sporting event in China is the Olympic Games, particularly the Winter and Summer Olympics.",pers-3
New-gr-47,"How long (in minutes) are typical work breaks in China, excluding lunch and dinner breaks? (Provide Arabic numerals (e.g., 1) only.)","You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

How long (in minutes) are typical work breaks in China, excluding lunch and dinner breaks? (Provide Arabic numerals (e.g., 1) only.)",05,pers-3
New-gr-58,Which job is considered underpaid in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which job is considered underpaid in China?",蓝领工作（blue-collar jobs）在一些情况下可能被认为是相对较低收入的。,pers-3
New-gr-76,What is the most common food served during Easter in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most common food served during Easter in China?",Dumplings (Jiaozi),pers-3
New-gr-82,What is the most popular music genre among the elderly population in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular music genre among the elderly population in China?",Jazz and folk music.,pers-3
New-gr-88,What drink is usually offered at funerals in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What drink is usually offered at funerals in China?",Jiǔ (酒),pers-3
New-gr-89,What drink is usually offered at weddings in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What drink is usually offered at weddings in China?",Red wine or baijiu.,pers-3
New-ha-07,What food originated from China and can be found all over the world?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What food originated from China and can be found all over the world?",Dumplings.,pers-3
New-ha-08,What food is typically disliked by children but enjoyed by the elderly in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What food is typically disliked by children but enjoyed by the elderly in China?",Dried tofu (豆干),pers-3
New-ha-09,What cooking utensil is most commonly used in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What cooking utensil is most commonly used in China?",Wok.,pers-3
New-ha-13,Which is the most popular vegetable in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which is the most popular vegetable in China?",The most popular vegetable in China is probably cabbage.,pers-3
New-ha-19,Which animal is used for sports in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which animal is used for sports in China?",Panda (for the Panda Ball Game).,pers-3
New-ha-66,What is the most popular wedding venue in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular wedding venue in China?","The most popular wedding venue in China is often a hotel ballroom or a designated wedding hall, as many couples choose to have a modern and organized event. However, traditional weddings still take place in homes or outdoor gardens, especially in rural areas.",pers-3
New-in-01,Which coffee shop brand is the most popular in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

Which coffee shop brand is the most popular in China?",The most popular coffee shop brand in China is Starbucks.,pers-3
New-in-03,What type of food from China is typically served in restaurants overseas?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What type of food from China is typically served in restaurants overseas?","Peking duck, Kung Pao chicken, dumplings (such as steamed or fried), and hot pot are commonly found in Chinese restaurants overseas.",pers-3
New-in-33,What region in China is usually associated with mining?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What region in China is usually associated with mining?",Shanxi Province.,pers-3
New-in-34,What region in China is usually associated with oil?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What region in China is usually associated with oil?",Sichuan,pers-3
New-in-62,What university in China is popular because of its engineering major? (Provide the official name.),"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What university in China is popular because of its engineering major? (Provide the official name.)",Tsinghua University,pers-3
New-in-63,What university in China is popular because of its school of medicine? (Provide the official name.),"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What university in China is popular because of its school of medicine? (Provide the official name.)",Peking University School of Medicine,pers-3
New-in-78,What is the most popular payment method in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular payment method in China?",Alipay and WeChat Pay.,pers-3
New-in-80,What is the most famous theme park in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most famous theme park in China?",The most famous theme park in China is Hong Kong Disneyland.,pers-3
New-ko-01,What is the most popular children's animation that is commonly watched by kids in China?,"You are a person from China who is trying to explain your country's culture to a foreigner. Answer the following question, providing a single answer without any explanations.

What is the most popular children's animation that is commonly watched by kids in China?",Pleasant Goat and Big Big Wolf.,pers-3
