id,en_question,answer,verifier_decision,raw_answer,verifier_reason
New-en-12,What food is most commonly found in food courts in China?,Noodles,ACCEPT,Noodles,"Noodles are a common and culturally appropriate food found in food courts in China, and the English is simple and easy to understand."
New-en-17,What are the most common cheering tools used by sports fans in China?,"Clappers, drums, and flags.",ACCEPT,"Clappers, drums, and flags.",The answer is culturally appropriate and typical in China. The English is simple and easy to understand.
New-en-18,What do fans bring with them when attending a live game in China?,Flags and banners,ACCEPT,Flags and banners,The answer is culturally appropriate and typical in China. The English is simple and easy to understand.
New-en-19,What is the most well known sporting stadium in China?,The Bird's Nest (Beijing National Stadium),ACCEPT,The Bird's Nest (Beijing National Stadium),The Bird's Nest is a well-known and culturally appropriate answer for a famous stadium in China. The English is simple and easy to understand.
New-en-23,Who is the most famous Paralympian in China?,Hou Bin,REVISE,Zhang Haidi,Zhang Haidi is not a Paralympian; she is a well-known disability rights advocate in China.
New-en-26,What is the best recognized sporting chant in China?,"""Jiayou""",ACCEPT,"""Jiayou""",The answer is culturally appropriate and 'Jiayou' is a well-known sporting chant in China. The English is simple and easy to understand.
New-en-38,Which industries are known for more flexible working hours in China?,Technology and creative industries,ACCEPT,Technology and creative industries,The answer is culturally appropriate and typical in China. The English is simple and easy to understand.
New-en-41,Who is the most well known and successful entrepreneur in China?,Jack Ma,ACCEPT,Jack Ma,The answer is culturally appropriate as Jack Ma is a well-known and successful entrepreneur in China. The English is simple and easy to understand.
New-en-47,What can typically be found in the back garden of houses in China?,Vegetable plots or fruit trees,ACCEPT,Vegetable plots or fruit trees,"The answer is culturally appropriate and typical in China, and the English is simple and easy to understand."
New-en-49,What is the name of the most famous family in China?,No famous family,REVISE,The Li family,The answer is not culturally typical as there is no universally recognized 'most famous family' in China.
New-en-50,What is the most common family name in China?,Li,ACCEPT,Li,The answer is culturally appropriate and typical in China. 'Li' is a common family name.
New-en-55,Which religion is most commonly practiced by families in China?,Buddhism,ACCEPT,Buddhism,Buddhism is commonly practiced in China and the English is simple and easy to understand.
New-en-56,What is the most popular foreign language spoken by families in China?,English,ACCEPT,English,English is the most popular foreign language spoken by families in China and the answer is simple and easy to understand.
New-en-59,Which country is the most popular destination for families from China to emigrate to?,United States,ACCEPT,United States,The United States is a common and culturally appropriate answer for a popular emigration destination for Chinese families.
New-en-68,What repercussions are there for bad behavior in schools in China?,"Detention, extra homework, or parent-teacher meetings.",ACCEPT,"Detention, extra homework, or parent-teacher meetings.","The answer is culturally appropriate and typical in China, and the English is simple and easy to understand."
New-en-69,Which writers are commonly studied in literature class in China?,"Lu Xun, Mo Yan, and Ba Jin",ACCEPT,"Lu Xun, Mo Yan, and Ba Jin",The writers mentioned are commonly studied in literature classes in China and the English is simple and easy to understand.
New-en-70,"How many school breaks are there in a year for high schools in China? (Provide Arabic numerals (e.g., 1) only.)",2,REVISE,3,"The typical number of school breaks for high schools in China is 2, not 3."
New-en-72,Which online resource do students usually use to study in China?,Baidu,ACCEPT,Baidu,Baidu is a typical and culturally appropriate online resource used by students in China.
New-en-75,"What is the average length of a semester in terms of weeks of teaching at universities in China? (Provide Arabic numerals (e.g., 1) only.)",16,ACCEPT,16,"The answer is culturally appropriate and typical in China, and the English is simple and easy to understand."
New-en-76,Which airport in China is the busiest during the holiday season?,Shanghai Pudong,REVISE,Beijing Capital International Airport,Beijing Capital International Airport is not the busiest during the holiday season; Shanghai Pudong International Airport is often busier.
New-en-79,Which region of China is well known for its theatrical performances?,Beijing,ACCEPT,Beijing,"Beijing is well known for its theatrical performances, especially Peking Opera, which is culturally appropriate and typical in China. The English is simple and easy to understand."
New-en-87,What is the most famous historic landmark in China?,The Great Wall of China,ACCEPT,The Great Wall of China,"The answer is culturally appropriate and typical in China, and the English is simple and easy to understand."
New-en-90,What is the most famous hotel brand in China?,Shangri-La,ACCEPT,Shangri-La,"Shangri-La is a well-known and culturally appropriate hotel brand in China, and the English is simple and easy to understand."
New-gr-05,What is the most popular grab-and-go breakfast option in China?,Baozi (Steamed buns),ACCEPT,Baozi (Steamed buns),Baozi (Steamed buns) are a culturally appropriate and typical grab-and-go breakfast option in China.
New-gr-06,What is the most popular food in China among young people?,Hot Pot,ACCEPT,Hot Pot,Hot Pot is a popular and culturally appropriate food choice among young people in China.
New-gr-08,What type of alcoholic drink is most commonly consumed at festivals in China?,Baijiu,ACCEPT,Baijiu,Baijiu is a culturally appropriate and typical alcoholic drink consumed at festivals in China.
New-gr-13,What is the most common morning drink in China?,Soy milk,ACCEPT,Soy milk,"Soy milk is a common and culturally appropriate morning drink in China, especially among young people."
New-gr-15,What is the most popular traditional dessert in China?,Mooncake,ACCEPT,Mooncake,"Mooncake is a culturally appropriate and typical traditional dessert in China, especially during the Mid-Autumn Festival."
New-gr-21,What is the most popular racket sport in China?,Table Tennis,ACCEPT,Table Tennis,The answer is culturally appropriate as table tennis is widely recognized as the most popular racket sport in China. The English is simple and easy to understand.
New-gr-24,What is the most popular track and field sport in China?,Sprinting,REVISE,Long-distance running,Long-distance running is not the most popular track and field sport in China. Sprinting is more popular.
New-gr-29,Which international sporting event is the most popular in China?,The Olympic Games,ACCEPT,The Olympic Games,"The Olympic Games are indeed very popular in China, and the English used is simple and easy to understand."
New-gr-47,"How long (in minutes) are typical work breaks in China, excluding lunch and dinner breaks? (Provide Arabic numerals (e.g., 1) only.)",15,ACCEPT,15,"The answer is culturally appropriate and typical in China, and the English is simple and easy to understand."
New-gr-58,Which job is considered underpaid in China?,Teacher,ACCEPT,Teacher,"The answer is culturally appropriate and typical in China, and the English is simple and easy to understand."
New-gr-76,What is the most common food served during Easter in China?,"Easter is not traditionally celebrated in China, so there's no specific food for this occasion.",ACCEPT,"Easter is not traditionally celebrated in China, so there's no specific food for this occasion.","The answer correctly states that Easter is not traditionally celebrated in China, and the English is simple and easy to understand."
New-gr-82,What is the most popular music genre among the elderly population in China?,Traditional Chinese music,ACCEPT,Traditional Chinese music,The answer is culturally appropriate as traditional Chinese music is indeed popular among the elderly in China. The English is simple and easy to understand.
New-gr-88,What drink is usually offered at funerals in China?,White liquor or tea,ACCEPT,White liquor or tea,"The answer is culturally appropriate and typical in China, and the English is simple and easy to understand."
New-gr-89,What drink is usually offered at weddings in China?,Baijiu,ACCEPT,Baijiu,Baijiu is a culturally appropriate and typical drink offered at weddings in China.
New-ha-07,What food originated from China and can be found all over the world?,Dumplings,ACCEPT,Dumplings,Dumplings are a culturally appropriate and typical food from China that is recognized worldwide. The English is simple and easy to understand.
New-ha-08,What food is typically disliked by children but enjoyed by the elderly in China?,Bitter melon,ACCEPT,Bitter melon,Bitter melon is a culturally appropriate and typical food in China that is often disliked by children but enjoyed by the elderly.
New-ha-09,What cooking utensil is most commonly used in China?,Wok,ACCEPT,Wok,The answer 'Wok' is culturally appropriate and typical in China as it is a common cooking utensil used in Chinese cuisine. The English is simple and easy to understand.
New-ha-13,Which is the most popular vegetable in China?,cabbage,REVISE,Bok choy,"Bok choy is popular, but cabbage is more common in China."
New-ha-19,Which animal is used for sports in China?,Horse,ACCEPT,Horse,"The answer is culturally appropriate as horse sports, like horse racing and equestrian events, are known in China. The English is simple and easy to understand."
New-ha-66,What is the most popular wedding venue in China?,Banquet halls in hotels,ACCEPT,Banquet halls in hotels,The answer is culturally appropriate as banquet halls in hotels are a common choice for weddings in China. The English is simple and easy to understand.
New-in-01,Which coffee shop brand is the most popular in China?,Starbucks,ACCEPT,Starbucks,"Starbucks is a popular and widely recognized coffee shop brand in China, especially among young people."
New-in-03,What type of food from China is typically served in restaurants overseas?,Sweet and Sour Pork,ACCEPT,Sweet and Sour Pork,Sweet and Sour Pork is a well-known Chinese dish commonly served in Chinese restaurants overseas.
New-in-33,What region in China is usually associated with mining?,Inner Mongolia,ACCEPT,Inner Mongolia,"The answer is culturally appropriate as Inner Mongolia is known for mining in China, and the English is simple and easy to understand."
New-in-34,What region in China is usually associated with oil?,Xinjiang region,ACCEPT,Xinjiang region,"The answer is culturally appropriate as Xinjiang is commonly associated with oil production in China, and the English is simple and easy to understand."
New-in-62,What university in China is popular because of its engineering major? (Provide the official name.),Tsinghua University,ACCEPT,Tsinghua University,"Tsinghua University is widely recognized in China for its engineering programs, and the English is simple and clear."
New-in-63,What university in China is popular because of its school of medicine? (Provide the official name.),Peking University Health Science Center,ACCEPT,Peking University Health Science Center,"The answer is culturally appropriate and typical in China, and the English is simple and easy to understand."
New-in-78,What is the most popular payment method in China?,WeChat Pay or Alipay,ACCEPT,WeChat Pay or Alipay,"The answer is culturally appropriate and typical in China, and the English is simple and easy to understand."
New-in-80,What is the most famous theme park in China?,Shanghai Disneyland,ACCEPT,Shanghai Disneyland,"Shanghai Disneyland is a well-known and popular theme park in China, especially among young people."
New-ko-01,What is the most popular children's animation that is commonly watched by kids in China?,Peppa Pig,ACCEPT,Peppa Pig,Peppa Pig is popular among children in China and the English is simple.
New-ko-02,What is the most popular prenatal education activity for pregnant women in China?,Listening to classical music,ACCEPT,Listening to classical music,The answer is culturally appropriate and typical in China. The English is simple and easy to understand.
New-ko-03,What is the most popular children's song in China that families sing together?,"""Two Tigers""",ACCEPT,"""Two Tigers""",The answer 'Two Tigers' is culturally appropriate and a well-known children's song in China. The English is simple and easy to understand.
New-ko-04,Which toys are most popular among boys in China?,Transformers and Lego sets,ACCEPT,Transformers and Lego sets,"The answer is culturally appropriate and typical in China, and the English is simple and easy to understand."
New-ko-05,Which toys are most popular among girls in China?,Dolls and stuffed animals,ACCEPT,Dolls and stuffed animals,"The answer is culturally appropriate and typical in China, and the English is simple and easy to understand."
New-ko-06,What is the most popular folk tale in China that is typically told to children?,The Monkey King or Journey to the West,ACCEPT,The Monkey King or Journey to the West,"The Monkey King or Journey to the West is a culturally appropriate and popular folk tale in China, and the English is simple and easy to understand."
New-ko-07,What is the customary symbol of condolence used at funerals in China?,White chrysanthemums,ACCEPT,White chrysanthemums,"The answer is culturally appropriate and typical in China, and the English is simple and easy to understand."
New-ko-08,Where do university students in China tend to work part-time the most?,Restaurants and tutoring centers,ACCEPT,Restaurants and tutoring centers,The answer is culturally appropriate and typical in China. The English is simple and easy to understand.
New-ko-09,What are the most frequently practiced team-building activities in companies based in China?,Team dinners and outdoor activities,ACCEPT,Team dinners and outdoor activities,The answer is culturally appropriate and typical in China. The English is simple and easy to understand.
New-ko-10,What are the most common activities people do as a side job in China?,"Tutoring, selling goods online, and driving for ride-share services.",ACCEPT,"Tutoring, selling goods online, and driving for ride-share services.","The answer is culturally appropriate and typical in China, and the English is simple and easy to understand."
New-pe-02,What is the most famous edible souvenir for tourists in China?,White Rabbit Candy,ACCEPT,White Rabbit Candy,"White Rabbit Candy is a well-known and popular edible souvenir in China, and the English is simple and easy to understand."
New-pe-06,What is the most popular stew in China?,Hot pot,REVISE,Hot Pot,Hot Pot is not a stew; it is a cooking method popular in China.
New-pe-11,What is the most common spice/herb used in dishes from China?,Ginger,REVISE,Garlic,"Garlic is common, but ginger is more typical in Chinese cuisine."
New-pe-16,What is the most famous traditional sport in China?,Tai Chi,ACCEPT,Tai Chi,Tai Chi is a well-known traditional sport in China and the English is simple and easy to understand.
New-pe-20,What sport is popular to play on the beach in China?,Beach volleyball,ACCEPT,Beach volleyball,"Beach volleyball is a popular sport on beaches globally, including among young people in China."
New-pe-45,What is the usual work schedule during the month of Ramadan in China?,"China doesn't observe Ramadan as it is not a predominantly Muslim country, so the work schedule remains the same.",ACCEPT,"China doesn't observe Ramadan as it is not a predominantly Muslim country, so the work schedule remains the same.","The answer is culturally appropriate as China is not a predominantly Muslim country, and the English is simple and easy to understand."
New-pe-47,"When is Student's Day celebrated in China? (Provide in MM/DD format (e.g., 12/31).)",05/04,ACCEPT,05/04,"The answer is culturally appropriate as May 4th is recognized as Youth Day in China, which is related to students."
New-pe-49,Where do families gather to pray together in China?,At home or temples,ACCEPT,At home or temples,The answer is culturally appropriate as families in China commonly gather to pray at home or in temples. The English is simple and easy to understand.
New-pe-53,What gifts do fathers get on Father's Day (or Parents' Day) in China?,"Ties, wallets, or tea sets.",ACCEPT,"Ties, wallets, or tea sets.","The answer is culturally appropriate and typical in China, and the English is simple and easy to understand."
New-pe-54,What gifts do mothers get on Mother's Day (or Parents' Day) in China?,Flowers and skincare products,ACCEPT,Flowers and skincare products,"The answer is culturally appropriate and typical in China, and the English is simple and easy to understand."
New-pe-59,"How many generations typically live together in a household in China? (Provide Arabic numerals (e.g., 12) only.)",3,ACCEPT,3,"The answer is culturally appropriate and typical in China, and the English is simple and easy to understand."
New-pe-65,"How many subjects are taught in middle schools in China? (Provide Arabic numerals (e.g., 12) only.)",varies,REVISE,10,"The number of subjects taught in middle schools in China can vary, and 10 is not a typical or standardized number."
New-pe-66,What is the most popular after school curricular in elementary schools in China?,Learning to play a musical instrument,ACCEPT,Learning to play a musical instrument,Learning to play a musical instrument is a culturally appropriate and common after-school activity in China.
New-pe-74,How much is the average annual tuition fee for public universities in China?,"Around 5,000 to 10,000 RMB",ACCEPT,"Around 5,000 to 10,000 RMB",The answer is culturally appropriate and typical for China. The English is simple and easy to understand.
New-pe-76,What is a popular activity to do in parks in China?,Practicing Tai Chi,ACCEPT,Practicing Tai Chi,Practicing Tai Chi is a culturally appropriate and typical activity in parks in China. The English is simple and easy to understand.
New-pe-78,What is the name of the most famous film festival held in China?,Shanghai International Film Festival,ACCEPT,Shanghai International Film Festival,"The answer is culturally appropriate and typical in China, and the English is simple and easy to understand."
New-pe-83,What is the popular card game played during social gatherings in China?,Poker,REVISE,Mahjong,"Mahjong is a tile-based game, not a card game."
New-pe-85,Where is the most popular tourist destination abroad for people from China?,Thailand,ACCEPT,Thailand,"Thailand is a popular tourist destination for Chinese travelers, and the English is simple and easy to understand."
New-pe-86,What is the name of the most famous tower in China?,Great Wall,REVISE,The Canton Tower,The Canton Tower is not the most famous tower in China; the Great Wall is more iconic.
New-spme-01,What edible insect is eaten most often in China?,Silkworm larvae,ACCEPT,Silkworm larvae,"The answer is culturally appropriate and typical in China, and the English is simple and easy to understand."
New-spme-04,Which agricultural product is exported most often in China?,soybeans,REVISE,Rice,Rice is not the most exported agricultural product from China.
New-spme-05,What are the most popular sweets in China?,White Rabbit Candy and Tanghulu,ACCEPT,White Rabbit Candy and Tanghulu,The answer is culturally appropriate and typical in China. The English is simple and easy to understand.
New-spme-15,What is the most popular sports drink in China?,Gatorade,REVISE,Pocari Sweat,"Pocari Sweat is popular, but not the most popular sports drink in China. Brands like Gatorade are more commonly recognized."
New-spme-27,What is the average education level for people in China?,High school,REVISE,Bachelor's degree,The average education level in China is not typically a bachelor's degree; it is more common to have completed high school.
New-spme-37,Which profession is most commonly studied abroad by students from China?,Business or Engineering,ACCEPT,Business or Engineering,The answer is culturally appropriate as business and engineering are popular fields for Chinese students studying abroad. The English is simple and easy to understand.
New-spme-60,"Which day of the week do most families in China practice religious activities? (e.g. Monday, Tuesday)",Most families in China do not designate a specific day of the week for religious activities.,ACCEPT,Most families in China do not designate a specific day of the week for religious activities.,"The answer is culturally appropriate as most families in China do not have a specific day for religious activities, and the English is simple and easy to understand."
New-spme-65,What is the most popular way to celebrate Independence Day in China?,China does not celebrate Independence Day.,ACCEPT,China does not celebrate Independence Day.,"The answer is culturally appropriate as China does not have an Independence Day, and the English is simple and easy to understand."
New-spme-68,What is the most popular beverage among children in China?,juice,REVISE,Soy milk,"Soy milk is not the most popular beverage among children in China. More common choices include milk, juice, or soft drinks."
New-spme-76,What is the most popular place in China to celebrate Independence Day?,China does not celebrate Independence Day.,ACCEPT,China does not celebrate Independence Day.,"The answer is culturally appropriate as China does not celebrate Independence Day, and the English is simple and easy to understand."
New-spme-78,What is the name of the song that is typically sung at birthday parties in China?,"""Happy Birthday to You""",ACCEPT,"""Happy Birthday to You""","The song 'Happy Birthday to You' is commonly sung at birthday parties in China, especially among young people."
New-su-01,What snacks are usually sold in front of schools in China?,"fried chicken, bubble tea",REVISE,"Street food like roasted sweet potatoes, skewered meat, and steamed buns.",The answer is not typical for snacks sold in front of schools in China.
New-su-09,What oil is usually used for cooking in China?,Soybean oil,ACCEPT,Soybean oil,Soybean oil is a common cooking oil in China and the English is simple and easy to understand.
New-su-10,What food is commonly consumed by pregnant women in China?,Fish soup,ACCEPT,Fish soup,Fish soup is a culturally appropriate and common food consumed by pregnant women in China. The English is simple and easy to understand.
New-su-15,What is the most popular traditional non-alcoholic drink in China?,Tea,ACCEPT,Tea,"Tea is a culturally appropriate and typical traditional non-alcoholic drink in China, and the English is simple and easy to understand."
New-su-17,What sports facilities are generally available in parks in China?,"Basketball courts, table tennis tables, badminton courts, and exercise equipment.",ACCEPT,"Basketball courts, table tennis tables, badminton courts, and exercise equipment.",The answer is culturally appropriate and typical for parks in China. The English is simple and easy to understand.
New-su-21,What are the common activities that seniors usually do in parks in China?,"Tai Chi, dancing, playing chess, and singing.",ACCEPT,"Tai Chi, dancing, playing chess, and singing.",The activities mentioned are culturally appropriate and typical for seniors in parks in China. The English is simple and easy to understand.
New-su-24,What sports do parents and children commonly play together in China?,Badminton and table tennis,ACCEPT,Badminton and table tennis,"The answer is culturally appropriate and typical in China, and the English is simple and easy to understand."
New-su-28,What color is associated with the national soccer team of China?,Red,ACCEPT,Red,The answer is culturally appropriate as red is commonly associated with China and its national soccer team. The English is simple and easy to understand.
New-su-33,What is the common dress code for school teachers in China?,Formal or business casual attire,ACCEPT,Formal or business casual attire,The answer is culturally appropriate and typical for school teachers in China. The English is simple and easy to understand.
New-su-34,What is the most popular extracurricular activity related to music in schools in China?,Playing the piano,ACCEPT,Playing the piano,Playing the piano is a popular extracurricular activity related to music in schools in China.
New-su-42,What religion is mainly taught in schools in China?,None,REVISE,Atheism,The term 'atheism' might be too formal and not typically used by young people in casual conversation.
New-su-45,"What date is Education Day celebrated in China? (Provide in MM/DD format (e.g., 12/31).)",09/10,ACCEPT,09/10,"The answer correctly identifies Teachers' Day in China, which is celebrated on September 10th, and the English is simple and clear."
New-su-50,What is the main occupation of people in mountainous areas in China?,Farming and livestock rearing,ACCEPT,Farming and livestock rearing,The answer is culturally appropriate and typical for mountainous areas in China. The English is simple and easy to understand.
New-su-51,What is the main occupation of people in coastal areas in China?,varied jobs,REVISE,Fishing,The answer is not typical for China as coastal areas have diverse occupations beyond fishing.
New-su-57,What is the most common livestock raised in China?,Pigs,ACCEPT,Pigs,"The answer is culturally appropriate and typical in China, as pigs are indeed the most common livestock raised in the country. The English is simple and easy to understand."
New-su-58,What animals are commonly used for agriculture in China?,"Water buffalo, pigs, chickens, and ducks.",ACCEPT,"Water buffalo, pigs, chickens, and ducks.",The answer is culturally appropriate and typical for agriculture in China. The English is simple and easy to understand.
New-su-59,What do farmers in China typically wear to protect themselves from the heat whilst farming?,Straw hats and loose clothing,ACCEPT,Straw hats and loose clothing,The answer is culturally appropriate and typical in China. The English is simple and easy to understand.
New-su-60,What do farmers in China usually eat for lunch?,Rice with vegetables and tofu,ACCEPT,Rice with vegetables and tofu,"The answer is culturally appropriate and typical for farmers in China, and the English is simple and easy to understand."
New-su-71,What gifts do parents generally give to their children for their birthdays in China?,"Toys, clothes, or red envelopes with money.",ACCEPT,"Toys, clothes, or red envelopes with money.","The answer is culturally appropriate and typical in China, and the English is simple and easy to understand."
New-su-75,What type of vehicle do most families in China generally own?,Electric scooter or small compact car,ACCEPT,Electric scooter or small compact car,"The answer is culturally appropriate as many families in China own electric scooters or small compact cars, and the English is simple and easy to understand."
New-su-77,What is usually given to the children during Eid in China?,Red envelopes with money,ACCEPT,Red envelopes with money,"The answer is culturally appropriate as giving red envelopes with money is a common practice during various festivals in China, including Eid."
New-su-81,What clothes do grooms usually wear at weddings in China?,Traditional Chinese Tang suit or Western-style suit,ACCEPT,Traditional Chinese Tang suit or Western-style suit,"The answer is culturally appropriate and typical in China, as grooms often wear either traditional Chinese Tang suits or Western-style suits at weddings. The English is simple and easy to understand."
New-su-82,What clothes do brides usually wear at weddings in China?,Red qipao or cheongsam,ACCEPT,Red qipao or cheongsam,The answer is culturally appropriate and typical in China. The English is simple and easy to understand.
New-su-83,What food is usually served at weddings in China?,fish and dumplings,REVISE,Roast duck and lobster,Roast duck and lobster are not the most typical foods served at Chinese weddings.
New-su-86,What is the most famous government building in China?,The Great Hall of the People,ACCEPT,The Great Hall of the People,The Great Hall of the People is a well-known government building in China and the English is simple and clear.
New-su-88,What is the most popular music genre among the younger population in China?,Pop music,ACCEPT,Pop music,The answer is culturally appropriate and typical as pop music is very popular among young people in China. The English is simple and easy to understand.
Ni-en-02,"What time do middle school students in China typically finish school each day? (Provide in HH:MM format (e.g., 18:00, 09:00).)",17:00,ACCEPT,17:00,"The answer is culturally appropriate and typical for middle school students in China, and the English is simple and easy to understand."
Ni-en-03,"At what age do people in China typically go to university? (Provide Arabic numerals (e.g., 12) only.)",18,ACCEPT,18,"The age of 18 is typical for students in China to start university, and the English is simple and easy to understand."
Ni-en-06,"From what age do people need to attend compulsory education in China? (Provide Arabic numerals (e.g., 12) only.)",6,ACCEPT,6,"The answer is culturally appropriate and typical in China, and the English is simple and easy to understand."
Ni-en-09,How many days a week do children attend school in China? (Provide Arabic numerals (0~7) only.),5,ACCEPT,5,The answer is culturally appropriate and typical in China. The English is simple and easy to understand.
Ni-en-11,"In China, how long (in years) does a Master's degree typically take to complete? (Provide Arabic numerals (e.g., 12) only.)",2,ACCEPT,2,The answer is culturally appropriate and typical in China. The English is simple and easy to understand.
Ni-en-12,What is the top university in China? (Provide the official name.),Peking University,ACCEPT,Peking University,Peking University is widely recognized as one of the top universities in China and the English is simple and easy to understand.
Ni-en-13,"At what age do most people in China graduate from university? (Provide Arabic numerals (e.g., 12) only.)",22,ACCEPT,22,"The age of 22 is typical for university graduation in China, and the English is simple and easy to understand."
Ni-en-15,"At what age do children in China generally start middle school? (Provide Arabic numerals (e.g., 12) only.)",12,ACCEPT,12,"The age of 12 is culturally appropriate and typical for starting middle school in China, and the English is simple and easy to understand."
Ni-en-17,"How many hours a week does a full-time worker in China typically work? (Provide Arabic numerals (e.g., 12) only.)",40,ACCEPT,40,"The answer is culturally appropriate and typical for China, and the English is simple and easy to understand."
Ni-en-19,How many days a week does a full-time worker work in China? (Provide Arabic numerals (0~7) only.),5,ACCEPT,5,"The answer is culturally appropriate and typical for full-time workers in China, and the English is simple and easy to understand."
Ni-en-20,"At what age do most people start working in China? (Provide Arabic numerals (e.g., 12) only.)",22,ACCEPT,22,"The age of 22 is culturally appropriate and typical for when most people start working in China, as many graduate from university around this age."
Ni-en-21,"From what age is an individual allowed to work in China? (Provide Arabic numerals (e.g., 12) only.)",16,ACCEPT,16,The answer is culturally appropriate and typical in China. The English is simple and easy to understand.
Ni-en-31,What do people in China traditionally eat on Christmas Day?,small gifts,REVISE,Dumplings,Dumplings are not traditionally associated with Christmas in China. Young people may celebrate Christmas in a modern way.
Ni-en-37,What is the name of the day of the year where people in China celebrate love and romance?,Qixi Festival,ACCEPT,Qixi Festival,Qixi Festival is a culturally appropriate and typical celebration of love and romance in China.
Ni-en-40,What is the most popular Christmas song in China?,"""Jingle Bells""",ACCEPT,"""Jingle Bells""",The answer 'Jingle Bells' is culturally appropriate as it is a well-known and popular Christmas song among young people in China.
Nu-in-04,"How many semesters are there each academic year at high schools in China? (Provide in Arabic numerals (e.g., 7, 8) only.)",2,ACCEPT,2,The answer is culturally appropriate and typical for high schools in China. The English is simple and easy to understand.
Nu-in-05,In which month does the new school year typically begin in China? (Provide Arabic numerals (1~12) only.),9,ACCEPT,9,"The answer is culturally appropriate and typical in China, and the English is simple and easy to understand."
Nu-in-06,"When is National Teacher's Day commemorated in China? (Provide in MM/DD format (e.g., 12/31).)",09/10,ACCEPT,09/10,The date 09/10 is correct for National Teacher's Day in China and the format is simple and easy to understand.
Nu-in-11,"At what time does elementary school start in China? (Provide in HH:MM format (e.g., 18:00, 09:00).)",08:00,ACCEPT,08:00,The answer is culturally appropriate and typical for elementary school start times in China. The English is simple and easy to understand.
Nu-in-20,"When is Children's Day celebrated in China? (Provide in MM/DD format (e.g., 12/31).)",06/01,ACCEPT,06/01,The answer is culturally appropriate and typical in China. The English is simple and easy to understand.
Nu-in-40,Which city is the main destination for job seekers in China?,Beijing or Shanghai,ACCEPT,Beijing or Shanghai,"The answer is culturally appropriate and typical in China, and the English is simple and easy to understand."
Sa-en-1,What is China's most popular fast food chain?,KFC,ACCEPT,KFC,"KFC is indeed a very popular fast food chain in China, especially among young people. The English is simple and easy to understand."
Sa-en-13,What is the food that is most divisive (either love or hate) in China?,Durian,ACCEPT,Durian,"Durian is known to be a divisive food in China, with people either loving or hating its strong smell and taste."
Sa-en-16,What is the most popular soccer team among the people from China?,Manchester United,REVISE,Guangzhou Evergrande Taobao FC,Guangzhou Evergrande Taobao FC is not the most popular team among young people in China today.
Sa-en-22,What is the most famous university in China known for its sports team?,Tsinghua University,REVISE,Peking University,Peking University is not primarily known for its sports team. Tsinghua University is more famous for sports.
Sa-en-31,What is China's most popular family pet?,Dog,ACCEPT,Dog,"The answer is culturally appropriate as dogs are indeed a popular family pet in China, and the English is simple and easy to understand."
Sa-en-32,What is the most popular family TV show in China?,Running Man,REVISE,"""Dad, Where Are We Going?""","The show 'Dad, Where Are We Going?' is not currently the most popular family TV show in China."
Sa-en-37,What is the most popular family boardgame in China?,Mahjong,ACCEPT,Mahjong,"Mahjong is a culturally appropriate and popular game in China, and the English is simple and easy to understand."
Sa-en-6,What is the most popular takeaway food in China?,Fried rice,REVISE,Dumplings,"Dumplings are popular, but not the most typical takeaway food in modern China."
Sa-en-7,What are popular snacks in China?,"potato chips, spicy strips, sunflower seeds",REVISE,"Peking duck, dumplings, and baozi.",The answer includes foods that are more like meals rather than typical snacks in China.
Sa-en-9,What do people from China eat at the beach?,grilled seafood,REVISE,Fruit skewers,Fruit skewers are not a typical or culturally specific beach food in China.
Ta-pe-10,"At what age do men usually get married in China? (Provide Arabic numerals (e.g., 20) only.)",27,ACCEPT,27,The answer is culturally appropriate and typical for the age men usually get married in China.
Ta-pe-11,"At what age do women usually get married in China? (Provide Arabic numerals (e.g., 20) only.)",25,ACCEPT,25,The answer is culturally appropriate and typical for China. The English is simple and easy to understand.
Ta-pe-13,"In your parents' generation, what was the average number of members in their family in China? (Provide Arabic numerals (e.g., 20) only.)",5,ACCEPT,5,"The answer is culturally appropriate and typical for China, and the English is simple and easy to understand."
Ta-pe-17,"In the Olympic Games, which sport is the most popular in China?",Table Tennis,ACCEPT,Table Tennis,"Table Tennis is indeed a very popular sport in China, especially in the context of the Olympic Games."
Ta-pe-21,Where do children usually play soccer in China?,On school playgrounds or public parks.,ACCEPT,On school playgrounds or public parks.,The answer is culturally appropriate and typical in China. The English is simple and easy to understand.
Ta-pe-22,Which daily exercise is popular among women in China?,Tai Chi,ACCEPT,Tai Chi,"Tai Chi is a culturally appropriate and typical exercise among women in China, and the English is simple and easy to understand."
Ta-pe-23,Which daily exercise is popular among men in China?,Jogging,ACCEPT,Jogging,"Jogging is a common and popular exercise among men in China, and the English is simple and easy to understand."
Ta-pe-25,"What is the most famous rivalry in a national sports league in China? (e.g., ___ vs ___)",Beijing Guoan vs Shanghai SIPG in the Chinese Super League,ACCEPT,Beijing Guoan vs Shanghai SIPG in the Chinese Super League,"The answer is culturally appropriate as Beijing Guoan vs Shanghai SIPG is a well-known rivalry in the Chinese Super League, and the English is simple and easy to understand."
Ta-pe-29,Which professional sport is the highest paying in China?,Basketball,ACCEPT,Basketball,"Basketball is a popular and high-paying professional sport in China, and the English is simple and easy to understand."
Ta-pe-30,What is/was the most popular sports-related TV program in China?,CCTV's NBA Basketball Broadcast,ACCEPT,CCTV's NBA Basketball Broadcast,The answer is culturally appropriate and typical in China. The English is simple and easy to understand.
